id_estacion,no2_ugm3,no2_max_ugm3,nox_ugm3,pm10_ugm3,pm10_max_ugm3,pm25_ugm3,pm25_max_ugm3,o3_ugm3,o3_max_ugm3,so2_ugm3,co_mgm3,benceno_ugm3,nh3_ugm3,ruido_db,trafico_indice,intensidad_trafico,pct_vehiculos_pesados,densidad_poblacion,dist_industria_km,dist_via_principal_m,superficie_verde_pct,temp_media_c,humedad_pct,viento_kmh,precipitacion_mm,radiacion_solar,altitud_m,num_dias_superacion,entorno
EST012010,80,225,117,50,102,31,5,56,83,0.3,1.82,2.71,0.5,68.1,100,52016,7.7,10130,14.2,5,17.8,23.4,40,21.2,839,488,855,43,interior
EST012011,31,103,47,23,79,22,84,60,147,10.5,0.52,0.15,13.8,56.3,71,24134,0.6,9005,6.9,258,34.4,22.4,90,20.2,316,364,722,13,interior
EST012012,45,112,62,44,15,25,57,67,135,4.8,1.06,0.22,0.8,73.1,93,12381,9.5,4418,0.2,569,41.8,21.5,69,18.2,691,429,265,29,costa
EST012013,61,204,134,39,81,22,37,57,44,4.6,1.65,3.04,0.5,66.7,100,58714,9.0,9786,8.1,5,15.7,17.0,32,26.6,893,439,985,75,costa
EST012014,2,43,3,16,36,3,18,104,175,8.8,0.47,0.45,20.2,41.4,11,28517,0.0,20,19.5,874,43.5,17.3,73,13.9,325,247,174,33,interior
EST012015,13,102,23,14,10,12,26,118,176,2.0,0.12,1.46,23.3,45.5,5,2664,0.4,1777,12.5,1538,31.6,17.0,93,6.3,552,388,272,0,interior
EST012016,21,120,35,29,61,13,75,52,105,22.0,0.65,1.74,10.6,80.0,51,31086,0.0,1364,0.6,128,18.6,23.4,70,19.4,1030,572,200,26,costa
EST012017,61,99,100,39,83,31,18,68,94,0.0,1.01,3.0,2.7,85.9,100,80000,13.2,7867,0.9,5,6.5,21.2,54,20.3,1012,404,780,48,costa
EST012018,45,153,55,46,58,17,84,69,90,11.2,0.48,0.51,12.2,54.0,61,13390,18.2,8650,9.7,92,19.8,19.2,56,7.4,599,443,517,42,interior
EST012019,71,158,102,39,58,34,46,40,129,3.0,1.61,2.08,0.5,80.7,100,66441,13.7,7586,0.1,5,2.0,17.3,61,15.8,1112,515,837,50,costa
EST012020,57,207,97,39,138,28,5,42,30,9.5,1.66,3.06,4.3,87.3,100,54241,10.7,9837,8.3,559,7.4,21.7,39,19.5,632,471,768,67,interior
EST012021,26,109,69,50,102,32,54,90,142,7.2,1.12,0.1,0.5,51.6,31,15661,11.1,6097,8.5,380,30.4,19.6,50,20.4,718,410,343,28,costa
EST012022,44,20,32,4,43,9,5,113,142,0.0,0.13,0.72,17.9,53.7,0,4910,7.2,20,0.9,1392,58.4,14.7,52,8.6,384,523,503,14,costa
EST012023,59,120,100,46,110,25,5,45,108,44.3,1.34,2.91,9.8,73.9,95,32267,25.2,1840,0.1,160,3.6,18.1,61,14.6,627,501,0,6,interior
EST012024,19,59,59,28,35,33,63,63,138,9.8,0.64,0.35,7.9,74.5,69,14060,8.6,3590,4.2,715,34.9,17.1,45,17.0,691,526,236,38,costa
EST012025,2,48,19,10,10,13,22,127,212,5.7,0.1,0.43,14.5,42.3,28,10513,9.6,668,13.5,844,49.4,21.0,93,19.6,309,296,451,31,costa
EST012026,83,145,78,56,125,23,22,16,87,18.2,1.51,1.35,3.3,66.0,100,59735,12.3,4763,11.3,104,17.2,21.1,28,26.5,1117,433,500,30,costa
EST012027,44,124,109,50,150,24,19,18,81,39.4,1.21,2.08,12.7,77.1,45,47976,25.3,4080,6.3,48,0.5,19.6,56,21.5,349,436,0,48,costa
EST012028,29,217,104,40,87,35,10,37,69,46.7,1.15,4.04,11.5,67.8,69,27217,20.8,3912,0.1,176,5.6,22.5,74,11.3,456,457,0,30,interior
EST012029,47,182,103,50,123,28,21,50,20,32.3,1.44,2.77,13.2,68.9,48,16002,25.2,4802,4.1,5,16.3,20.6,78,8.9,467,452,280,59,costa
EST012030,59,215,131,52,137,35,22,41,112,37.3,1.04,3.93,6.8,63.5,81,39538,20.6,20,1.0,418,3.8,19.5,67,11.8,259,298,58,97,costa
EST012031,2,49,3,3,10,23,24,96,197,4.4,0.1,0.1,17.6,39.8,0,22597,0.0,20,10.5,463,55.4,16.2,82,9.0,120,368,295,36,costa
EST012032,2,33,3,8,39,9,18,100,119,4.7,0.35,0.15,18.3,41.2,0,100,6.8,20,14.0,352,55.8,19.1,72,1.7,334,436,214,33,interior
EST012033,8,10,3,10,70,8,6,111,190,0.0,0.23,0.1,18.0,35.3,0,19891,0.0,2607,5.9,1316,32.4,15.7,54,12.9,411,574,562,30,interior
EST012034,65,220,87,47,132,31,25,35,85,38.1,1.04,4.11,16.5,81.9,56,34069,20.9,4062,0.8,394,8.6,25.2,48,22.7,418,514,68,69,costa
EST012035,66,222,159,59,108,30,5,27,134,0.0,1.07,1.89,0.5,73.2,100,48065,21.2,9744,8.7,238,0.0,14.8,32,22.6,737,508,616,31,interior
EST012036,68,185,117,55,154,22,10,29,55,9.4,1.39,2.58,6.0,66.0,100,47389,10.5,9880,9.2,80,0.0,20.5,40,25.6,616,497,684,73,costa
EST012037,38,121,50,46,74,19,54,38,109,10.9,1.15,1.01,1.9,76.8,56,23595,4.6,386,9.9,847,21.8,23.9,75,12.0,811,507,0,41,costa
EST012038,64,150,125,44,78,40,9,14,139,7.7,1.33,2.32,2.0,81.2,100,57678,21.6,5618,3.2,498,0.0,15.8,63,22.2,912,287,462,61,interior
EST012039,2,36,3,9,54,2,15,91,194,9.5,0.37,0.39,10.8,44.0,0,13838,7.8,20,13.0,957,50.7,17.6,70,9.2,344,273,462,42,interior
EST012040,28,185,44,36,28,25,52,77,82,5.1,0.81,2.11,5.2,47.7,74,13427,12.3,3251,1.0,5,21.1,20.8,77,22.1,521,539,856,28,interior
EST012041,50,178,104,47,90,28,5,59,106,0.0,2.17,3.98,5.8,79.0,100,71080,15.0,6024,10.7,5,9.6,22.5,28,21.6,710,532,953,68,interior
EST012042,49,123,62,25,71,13,70,69,136,4.1,0.8,2.06,4.8,54.8,82,11318,10.6,6445,0.1,786,12.3,23.9,54,13.7,581,465,566,40,costa
EST012043,33,197,140,59,125,25,17,49,83,28.7,0.97,2.8,5.3,73.2,92,6208,18.8,3618,1.6,304,0.0,18.6,66,16.3,432,324,0,56,interior
EST012044,2,10,3,16,10,12,19,119,214,7.2,0.15,0.1,17.5,35.0,0,14287,3.0,20,13.0,671,41.8,11.1,63,9.4,132,347,464,17,costa
EST012045,46,131,63,50,97,28,5,41,43,30.0,0.73,5.09,14.9,68.6,98,28163,22.2,20,0.1,407,13.9,19.0,65,11.3,530,409,148,50,costa
EST012046,42,85,3,28,105,15,48,69,146,7.1,0.41,1.78,0.8,54.0,11,21509,13.6,2151,10.2,960,36.3,19.3,59,16.6,906,466,386,49,costa
EST012047,28,183,20,46,65,18,89,64,121,0.0,0.71,0.69,4.7,58.7,76,29430,9.2,5307,14.8,521,32.2,18.6,58,14.8,775,409,584,32,interior
EST012048,58,218,127,47,86,25,5,60,26,0.0,1.86,1.2,9.2,90.0,100,69551,16.8,8298,6.0,283,17.2,16.0,46,15.5,832,360,649,45,costa
EST012049,54,179,151,52,106,29,5,31,108,11.2,1.08,2.48,5.4,70.3,81,29605,11.1,4994,9.0,50,7.8,19.1,36,17.3,1087,390,750,45,interior
EST012050,24,159,39,42,78,20,84,59,134,3.7,1.1,1.84,0.7,66.8,43,8266,5.5,20,0.1,265,30.9,18.3,57,17.3,711,410,538,41,interior
EST012051,29,19,5,16,23,3,27,98,141,0.8,0.1,0.54,18.3,39.1,0,100,10.8,20,13.9,780,45.8,14.2,33,3.3,356,276,76,0,costa
EST012052,2,10,3,19,52,11,19,140,122,0.0,0.29,0.1,22.0,51.8,0,100,0.4,20,10.6,877,37.8,14.5,59,11.5,304,309,415,26,interior
EST012053,58,187,107,51,115,23,26,49,85,24.6,0.94,3.3,16.7,66.3,28,22985,20.4,3869,0.1,421,0.0,17.6,64,7.4,409,337,0,56,interior
EST012054,48,236,107,47,99,27,17,5,99,38.6,1.52,4.04,6.7,84.3,30,42409,19.5,7900,2.4,904,0.0,18.4,92,16.9,766,446,46,28,costa
EST012055,61,232,93,38,123,34,22,54,86,33.9,1.57,5.87,14.6,72.4,53,28544,26.5,4488,0.1,122,3.5,20.6,72,21.3,523,500,121,71,interior
EST012056,29,111,36,40,115,17,66,77,104,8.1,0.53,0.54,2.3,55.8,16,16956,4.6,7300,7.3,5,20.3,22.4,82,17.9,619,481,8,13,interior
EST012057,60,240,80,36,100,25,14,36,82,4.0,1.89,2.87,0.7,61.5,100,53134,13.3,4972,6.4,52,12.5,19.8,37,29.9,995,465,517,32,interior
EST012058,28,10,3,5,13,2,42,111,190,3.7,0.1,1.38,23.1,59.1,49,11809,0.0,20,5.5,492,54.4,14.7,54,6.7,130,432,233,31,interior
EST012059,38,183,59,27,63,31,84,70,180,1.4,1.02,1.48,11.2,57.1,41,24415,5.0,4384,3.1,5,22.1,25.1,73,28.2,497,509,218,35,costa
EST012060,56,146,131,25,95,24,11,20,44,10.1,1.44,4.16,3.5,73.3,100,22681,22.9,12000,7.5,5,17.1,15.8,42,13.4,1201,490,870,86,costa
EST012061,45,183,118,52,129,27,30,31,96,33.3,1.19,5.45,5.9,70.0,48,45284,22.7,4738,1.8,621,11.2,15.2,49,8.4,496,420,0,59,costa
EST012062,15,41,44,3,51,9,20,110,229,0.0,0.1,0.73,23.1,35.0,0,14721,2.7,20,10.7,1203,64.4,14.7,48,18.7,152,372,393,35,costa
EST012063,43,222,74,45,89,32,7,38,41,38.7,1.26,3.09,8.3,84.3,65,24163,18.1,5132,1.1,5,2.9,18.3,76,13.2,414,278,0,42,interior
EST012064,60,253,100,47,108,21,20,24,60,32.8,1.17,3.15,11.0,65.0,42,49730,25.2,69,0.1,212,1.6,18.3,62,20.8,488,308,0,44,costa
EST012065,57,242,142,47,112,38,18,38,81,10.2,1.35,4.27,7.8,69.3,100,51506,11.1,6589,6.4,5,14.6,11.8,48,22.4,985,318,625,54,costa
EST012066,12,87,4,3,76,7,29,104,162,1.8,0.29,0.1,22.3,35.0,13,13954,0.0,20,25.0,758,60.3,15.8,55,12.3,454,317,298,12,costa
EST012067,78,224,130,43,83,26,5,37,102,0.0,1.15,1.89,2.3,67.5,82,56044,15.2,9326,2.2,5,11.6,22.0,50,17.7,1034,286,473,35,interior
EST012068,65,183,78,59,124,33,14,20,75,34.9,1.13,3.8,15.2,85.6,76,15340,28.1,766,0.1,582,10.9,13.4,63,11.7,120,340,0,63,interior
EST012069,62,212,94,45,108,31,5,58,77,3.0,1.77,3.4,0.5,81.3,78,36685,15.8,6123,9.5,5,13.0,21.6,20,23.5,773,545,342,49,interior
EST012070,30,53,81,27,88,19,53,89,93,10.2,0.67,1.35,4.8,52.2,59,28951,14.4,5325,5.6,854,19.4,17.5,58,19.4,559,557,311,26,interior
EST012071,62,170,104,55,144,41,40,36,133,35.4,1.09,4.21,2.1,76.5,73,41256,12.6,4925,0.1,388,12.3,17.2,69,13.4,507,458,0,86,costa
EST012072,2,28,24,5,39,2,5,79,218,14.5,0.1,2.37,17.4,40.4,0,100,0.0,1500,14.6,1272,66.8,19.3,54,7.5,483,258,456,32,costa
EST012073,8,67,13,11,20,8,5,109,167,6.7,0.24,0.22,17.3,38.5,26,2370,3.3,20,6.9,1098,48.2,15.1,50,10.0,266,425,383,0,interior
EST012074,52,171,106,53,63,34,22,27,128,0.5,1.4,1.15,0.5,71.5,78,40698,6.3,5800,15.0,5,0.0,15.6,35,20.5,1095,365,382,61,costa
EST012075,66,201,164,50,97,16,23,20,78,7.9,0.86,0.54,9.1,66.7,100,53610,16.0,9411,0.1,5,11.3,19.1,26,24.3,650,390,439,66,interior
EST012076,54,232,167,41,119,31,15,37,114,7.4,1.29,3.55,0.5,76.6,100,49290,13.9,11606,5.8,41,5.0,14.3,32,15.4,980,530,1493,40,interior
EST012077,37,224,133,31,65,32,8,55,112,10.0,1.53,2.74,6.4,62.2,72,20677,10.4,6640,13.8,5,0.0,16.2,43,18.1,1238,324,563,37,interior
EST012078,26,76,18,27,64,2,34,81,222,3.1,0.37,0.1,11.4,35.0,9,100,4.3,20,15.4,1078,40.1,12.1,71,8.6,236,276,757,52,interior
EST012079,51,178,108,57,116,40,18,20,81,35.9,1.64,1.47,9.8,78.3,66,23596,20.2,5930,0.1,822,29.4,12.8,65,15.0,496,351,163,58,interior
EST012080,5,10,3,3,28,2,40,103,157,0.0,0.1,0.8,18.8,46.3,1,3311,0.9,20,9.1,641,46.3,17.5,70,13.0,377,431,319,18,costa
EST012081,2,10,27,6,50,15,18,117,148,6.6,0.36,0.26,13.6,35.0,16,1343,0.0,20,17.8,1052,60.4,16.1,75,7.2,120,150,139,12,costa
EST012082,9,29,4,29,49,6,30,84,154,6.5,0.3,0.31,11.2,35.0,3,100,0.0,20,14.7,978,38.7,22.0,57,5.7,160,382,434,33,interior
EST012083,56,157,111,42,97,39,44,21,110,33.7,1.05,3.51,10.4,75.1,61,588,22.0,5585,0.1,560,7.0,11.8,68,19.8,500,322,0,51,interior
EST012084,72,173,129,45,100,15,24,27,152,12.0,1.9,1.22,2.8,78.2,53,50465,13.8,6622,9.7,5,14.2,20.3,35,24.1,862,337,627,40,costa
EST012085,2,26,13,24,44,4,5,79,176,0.0,0.74,0.1,16.7,41.9,7,13962,1.0,20,21.9,536,61.9,10.8,60,15.2,426,450,0,33,costa
EST012086,44,130,64,39,65,16,65,72,76,11.7,0.57,0.36,3.4,65.8,67,26748,3.0,1858,9.7,119,4.0,24.1,76,13.7,671,518,423,25,interior
EST012087,42,118,74,29,85,20,57,73,151,7.2,0.54,0.54,7.0,69.7,100,8121,12.7,8227,5.1,589,6.4,18.5,61,12.4,711,304,553,31,costa
EST012088,55,173,80,32,109,35,11,28,75,39.5,0.92,3.85,7.2,69.6,40,12805,18.4,4176,0.1,5,22.1,13.0,57,19.6,337,481,0,56,interior
EST012089,2,21,3,27,24,2,5,108,260,0.0,0.57,1.41,10.8,35.0,0,100,8.5,20,19.4,1089,58.5,9.5,80,6.6,120,484,0,17,costa
EST012090,2,10,5,27,78,9,7,94,142,2.0,0.95,0.72,21.2,35.0,10,100,0.7,60,10.3,1886,50.1,15.0,60,14.0,572,479,0,31,costa
EST012091,38,226,76,67,91,35,31,24,74,35.7,1.29,3.75,16.6,70.8,72,37774,27.4,3324,0.1,309,14.6,18.3,72,22.3,361,452,0,29,costa
EST012092,54,125,114,47,95,30,37,28,92,42.7,0.96,3.92,14.7,77.7,0,18700,26.9,1975,0.1,86,0.2,21.3,57,9.4,656,495,49,45,interior
EST012093,48,218,93,61,127,29,31,39,80,4.8,1.53,2.25,0.5,77.6,89,46147,18.2,6112,5.2,5,19.5,13.9,30,24.3,823,406,743,69,costa
EST012094,2,10,3,38,58,2,22,97,172,0.0,0.24,0.1,19.6,42.4,0,20775,0.0,20,10.8,1058,51.1,15.4,69,11.3,580,347,412,18,interior
EST012095,72,105,112,38,125,31,10,31,76,7.7,1.73,1.51,10.4,85.3,100,65562,8.0,5471,1.3,5,4.3,17.4,35,24.7,628,429,986,49,interior
EST012096,43,155,101,53,130,25,34,29,89,44.1,1.05,2.6,9.9,69.4,87,48205,23.9,1256,3.6,59,9.5,21.2,57,14.7,717,326,0,65,costa
EST012097,5,10,3,20,46,2,8,128,165,3.3,0.24,0.9,22.0,52.6,0,4191,0.0,20,14.5,901,33.9,19.0,56,6.5,271,425,650,44,interior
EST012098,64,171,148,51,68,29,5,41,60,8.2,1.37,1.13,4.5,76.5,60,45459,15.9,9043,17.4,101,0.0,15.4,74,25.6,940,290,516,54,interior
EST012099,39,138,116,61,81,37,22,30,126,28.1,1.42,3.97,18.2,69.9,22,22275,11.9,744,0.1,595,5.4,18.3,59,22.5,461,672,0,57,costa
EST012100,72,164,84,28,122,35,11,6,76,36.3,1.04,2.67,14.4,56.2,41,38178,26.1,6831,0.1,5,9.5,19.3,63,9.6,656,434,0,29,costa
EST012101,63,203,83,51,149,32,16,46,42,43.1,0.6,2.54,15.3,70.2,35,100,26.3,3762,0.1,533,25.4,19.7,84,10.2,526,390,0,51,interior
EST012102,58,317,109,44,76,26,5,34,84,0.0,0.88,1.88,0.5,65.9,100,57151,16.2,9162,3.5,5,14.9,18.3,26,15.9,1087,427,1178,50,interior
EST012103,35,93,78,31,88,10,71,65,163,10.1,0.71,1.64,6.3,71.2,91,30880,12.1,9620,5.9,129,33.3,22.3,84,17.7,669,465,584,17,interior
EST012104,20,52,3,27,24,3,5,83,175,0.0,0.28,0.1,17.1,49.7,20,100,12.9,20,11.4,764,45.5,14.1,78,11.4,120,393,62,46,interior
EST012105,54,162,116,46,96,14,17,36,92,0.0,1.68,2.25,2.2,78.5,100,51832,21.0,8353,2.6,5,4.9,14.8,32,24.2,1309,439,1072,28,interior
EST012106,2,51,3,23,10,13,15,103,195,0.0,0.1,1.43,16.9,35.0,0,4811,0.0,20,12.3,1054,34.7,15.0,62,1.7,350,314,333,25,interior
EST012107,35,254,114,41,75,25,6,15,54,3.2,1.11,0.53,1.5,88.4,100,59060,20.4,5764,6.9,5,11.0,20.9,28,21.2,733,397,663,57,interior
EST012108,37,67,93,47,106,18,68,67,163,4.7,0.36,1.52,5.2,49.8,70,20290,10.4,2639,0.1,691,15.6,17.2,68,19.7,890,576,509,32,costa
EST012109,2,38,46,10,31,8,5,98,173,2.4,0.1,0.32,21.1,35.0,26,100,5.1,20,15.7,487,41.4,16.0,47,17.1,120,424,242,22,interior
EST012110,53,172,101,64,123,19,11,33,20,48.1,1.69,3.33,10.1,59.9,59,16762,25.9,489,0.1,5,6.8,21.9,70,14.7,375,478,0,75,costa
EST012111,49,205,110,42,125,25,10,59,79,1.7,1.53,2.81,0.5,73.9,99,45188,8.8,8668,11.9,5,0.0,18.5,40,16.5,1174,407,498,11,costa
EST012112,58,211,120,51,84,31,16,20,104,5.3,1.42,1.05,14.3,80.3,100,32897,14.3,6525,2.5,5,13.5,18.9,57,17.3,755,390,811,55,costa
EST012113,66,208,146,45,122,29,5,21,68,0.9,1.1,1.15,0.6,75.2,99,40719,14.6,7756,7.8,498,6.1,13.4,43,23.2,762,603,356,21,costa
EST012114,23,178,38,28,118,15,97,66,124,4.6,0.92,0.1,0.5,61.7,2,8348,9.5,4142,13.9,788,19.7,22.8,67,21.2,771,579,162,22,costa
EST012115,66,116,143,34,92,34,29,41,116,10.8,1.41,2.43,0.7,82.0,100,53313,10.0,4608,7.1,99,11.3,22.0,20,13.1,728,378,895,73,costa
EST012116,2,10,3,15,65,8,16,118,240,0.7,0.93,0.1,24.6,58.1,15,100,0.0,3061,18.2,528,19.2,16.8,87,14.5,120,311,346,25,costa
EST012117,28,91,3,3,10,12,22,104,169,0.0,0.1,0.25,18.4,43.0,0,100,3.8,237,14.8,1421,50.0,18.0,51,7.3,120,386,196,14,interior
EST012118,37,132,97,53,109,22,23,22,78,41.3,0.86,4.9,7.3,65.8,31,20385,18.9,2594,0.1,305,0.0,14.8,83,17.5,344,522,0,80,interior
EST012119,26,140,42,36,65,30,58,69,122,4.6,0.77,1.55,10.6,72.8,31,100,14.9,5550,10.6,316,41.6,17.7,75,20.6,648,459,134,54,costa
EST012120,9,73,42,20,10,10,5,87,131,0.0,0.1,1.72,21.6,41.7,24,100,3.4,96,13.5,708,36.8,14.8,65,14.0,518,368,488,39,interior
EST012121,49,156,53,48,100,14,45,77,134,0.0,0.36,2.4,4.6,72.5,27,100,16.4,4722,1.5,5,34.2,15.2,67,16.9,988,562,58,14,interior
EST012122,24,17,26,10,17,5,11,87,189,0.0,0.54,0.1,28.3,41.7,30,100,0.0,591,16.8,799,45.2,21.0,76,6.0,258,551,350,54,costa
EST012123,59,273,136,28,109,27,20,10,61,8.0,0.88,1.73,2.7,67.4,100,64489,19.2,6220,4.6,276,8.5,18.0,43,19.9,988,426,868,8,interior
EST012124,20,72,5,17,63,9,23,94,220,16.9,0.34,0.1,22.0,35.0,36,100,1.0,20,23.4,724,23.0,18.8,54,15.0,326,260,143,6,interior
EST012125,56,260,157,37,69,27,17,37,61,9.8,1.0,3.11,2.7,90.0,100,51663,17.0,3833,15.5,5,0.1,16.9,47,21.9,1078,518,996,53,interior
EST012126,54,184,82,27,67,17,76,64,160,15.0,0.48,0.55,1.3,77.7,88,56664,0.0,7870,0.1,5,13.8,18.8,60,21.4,415,396,30,34,costa
EST012127,5,34,3,24,38,7,8,101,182,12.5,0.1,1.02,18.1,44.5,17,3959,10.9,20,18.0,1025,57.2,18.6,74,6.4,385,418,25,10,interior
EST012128,16,75,3,23,32,5,13,90,195,12.1,0.31,0.1,14.6,47.9,14,27125,0.0,20,8.6,1338,45.5,8.0,73,7.5,258,223,556,12,costa
EST012129,74,131,88,49,108,37,37,27,65,29.5,1.29,5.14,11.9,61.4,49,19806,22.8,4205,2.9,127,11.0,20.3,66,14.9,250,361,302,44,costa
EST012130,55,276,128,56,130,32,34,37,60,0.0,1.41,1.96,6.6,83.7,100,36704,17.4,12000,5.0,333,3.4,18.7,35,21.8,901,380,411,54,interior
EST012131,11,10,3,20,52,7,27,122,166,5.1,0.1,0.1,14.6,35.0,32,100,0.0,20,14.4,558,55.5,16.2,63,8.3,424,513,162,34,interior
EST012132,59,152,114,63,142,35,31,52,91,39.7,1.02,2.86,11.2,60.6,77,24301,20.6,1556,4.0,149,17.8,19.6,77,15.9,344,524,0,63,interior
EST012133,80,201,82,45,59,28,15,48,99,12.4,1.29,1.76,12.4,73.3,100,45837,11.4,7226,21.4,265,12.1,24.2,30,19.9,853,357,837,52,interior
EST012134,80,231,152,46,131,30,8,30,45,13.7,1.37,1.98,6.3,76.6,100,32709,15.4,9549,11.9,5,2.4,17.8,37,21.4,1133,393,695,51,costa
EST012135,23,10,9,4,48,7,5,99,140,6.2,0.1,0.1,24.4,37.9,0,100,3.4,20,15.7,977,70.0,17.4,61,13.4,197,245,580,16,costa
EST012136,62,193,151,31,101,35,13,13,104,11.4,1.04,2.56,8.3,80.5,100,56238,13.5,8082,2.7,5,0.0,17.9,34,24.7,1005,373,889,45,costa
EST012137,62,193,105,54,114,32,5,25,103,18.5,1.27,2.99,0.6,74.5,97,28625,7.3,10392,8.7,192,11.3,20.9,57,16.8,1051,602,908,34,interior
EST012138,79,224,102,57,86,22,22,38,80,6.0,1.95,1.9,7.6,89.2,92,47844,5.7,6053,15.8,5,15.1,16.6,55,24.2,882,349,425,65,costa
EST012139,65,192,94,39,28,21,85,70,152,9.6,0.11,2.18,2.2,66.9,55,100,6.7,4620,0.1,201,18.5,20.4,76,20.6,791,449,844,30,costa
EST012140,47,151,131,27,104,33,30,47,50,29.1,0.79,3.77,16.1,79.7,40,8088,18.0,496,1.5,428,0.0,15.3,58,19.5,763,352,0,32,costa
EST012141,48,174,68,57,117,36,21,59,53,34.6,1.95,2.83,14.6,89.3,18,31004,16.2,6613,0.1,158,2.3,15.1,56,13.9,724,462,0,31,interior
EST012142,56,150,80,44,144,28,9,20,36,41.3,1.06,4.72,12.7,90.0,60,25037,32.1,4548,0.1,5,19.5,17.3,64,12.3,420,423,0,47,costa
EST012143,31,118,87,36,79,16,49,74,133,14.9,0.57,1.05,2.4,62.3,76,39332,11.1,3625,0.6,331,33.6,15.9,70,19.1,857,432,170,17,costa
EST012144,42,99,80,67,127,26,5,11,100,44.2,0.88,2.35,12.6,67.8,72,100,20.8,2341,1.6,292,14.6,24.0,60,14.8,258,395,0,74,costa
EST012145,57,217,136,45,96,33,24,22,107,0.0,1.71,2.25,0.5,90.0,65,58624,17.1,8397,13.4,5,0.0,16.6,20,21.6,583,539,892,38,costa
EST012146,92,233,107,52,133,26,46,30,86,3.7,1.57,2.62,0.5,78.9,72,51561,19.9,8017,12.0,54,4.0,15.1,38,21.2,1039,322,1084,51,interior
EST012147,44,210,78,49,60,38,5,37,73,5.5,0.87,3.02,3.2,71.8,100,33549,13.0,6738,8.7,5,0.0,17.5,55,27.2,855,567,389,65,interior
EST012148,56,170,102,50,112,32,26,37,152,7.5,1.16,2.17,0.5,66.0,100,47200,14.7,9289,5.9,5,18.8,21.3,59,19.5,808,477,753,52,costa
EST012149,51,200,88,45,36,33,5,12,50,29.8,1.14,3.75,14.4,80.6,65,46353,18.8,3498,0.1,135,4.2,17.6,69,19.4,620,524,75,48,costa
EST012150,57,128,81,12,80,18,51,87,84,0.0,0.7,0.93,5.3,61.0,86,18153,11.8,4665,8.1,601,26.7,17.4,56,18.8,536,505,214,27,interior
EST012151,40,214,113,59,95,28,36,52,87,45.1,1.68,4.06,8.8,73.3,51,32825,16.8,3095,9.2,587,0.0,12.8,80,15.8,752,424,0,43,interior
EST012152,8,10,3,3,68,2,29,115,183,14.0,0.19,0.4,19.0,35.0,17,4522,9.5,2041,14.9,1137,47.1,16.6,85,7.0,264,200,439,24,costa
EST012153,2,31,3,8,34,14,6,110,160,3.7,0.1,0.1,8.0,42.5,0,100,6.8,20,12.6,722,50.9,17.5,57,11.4,729,432,397,30,costa
EST012154,24,27,47,40,111,19,54,61,139,0.0,0.33,1.2,2.9,42.3,68,29597,10.7,3193,8.7,114,11.7,18.2,59,20.9,556,592,135,41,interior
EST012155,29,95,73,37,54,21,43,68,169,11.3,1.22,1.88,5.9,72.5,53,3771,8.5,3729,3.9,298,39.7,17.5,62,16.1,500,551,465,26,interior
EST012156,56,267,106,40,89,28,5,7,43,11.4,1.63,2.71,11.7,84.5,100,48276,11.7,6772,18.3,146,19.5,21.1,53,19.7,806,357,234,55,costa
EST012157,22,109,82,44,111,18,48,63,211,4.2,1.14,0.22,0.5,63.4,49,36302,14.0,5892,7.8,488,32.0,18.1,78,22.6,750,336,161,7,costa
EST012158,36,112,91,33,70,20,57,44,183,3.9,0.63,1.9,0.5,72.3,48,23872,4.7,5074,1.5,5,27.5,22.4,59,16.5,604,391,0,52,costa
EST012159,51,170,101,53,87,27,5,19,59,0.0,1.01,2.65,0.5,70.3,91,41334,15.9,6450,6.7,43,0.0,19.0,20,20.7,898,233,818,58,interior
EST012160,61,157,129,44,120,34,16,28,98,0.0,1.52,3.57,5.2,63.4,100,38477,13.6,10792,7.5,117,13.2,24.3,48,21.1,931,669,257,63,interior
EST012161,29,184,54,47,119,27,17,50,96,32.6,1.54,4.81,7.9,55.4,35,26691,19.7,7254,0.1,191,0.0,17.3,65,10.1,550,562,0,67,interior
EST012162,6,29,17,16,27,8,5,108,125,13.7,0.25,1.51,13.0,35.0,0,17781,6.9,939,11.8,1015,43.1,13.6,63,15.6,239,405,149,24,interior
EST012163,82,225,103,36,113,20,5,40,50,0.0,1.73,2.84,0.5,70.5,100,40881,19.7,12000,17.2,5,0.0,19.0,37,22.4,1019,545,711,51,costa
EST012164,37,163,87,53,77,35,43,23,127,49.4,1.7,3.0,7.2,62.5,58,23707,17.0,4322,0.1,5,21.7,13.8,77,14.3,445,387,0,54,interior
EST012165,83,151,114,40,68,27,24,46,112,13.6,1.0,1.59,8.9,79.7,100,42667,8.4,8870,4.6,5,3.6,16.3,32,24.4,1297,411,907,29,interior
EST012166,31,144,72,37,115,31,5,31,94,36.4,1.13,3.64,8.2,74.4,54,19085,17.8,6166,0.5,260,27.1,19.8,70,16.8,860,521,0,46,interior
EST012167,68,177,138,43,98,33,7,66,72,5.0,1.36,1.55,7.6,76.2,78,45270,18.2,11868,7.3,164,0.0,17.6,44,27.4,625,323,709,46,interior
EST012168,38,197,139,57,106,36,47,24,138,37.7,1.14,2.63,6.3,73.2,89,31270,20.6,4418,2.0,382,0.0,16.4,72,14.0,363,593,0,52,costa
EST012169,68,193,121,62,78,35,5,17,111,34.3,0.82,4.43,10.3,59.5,68,21915,26.7,2305,0.1,774,3.6,22.3,59,19.8,120,352,0,42,interior
