id_parcela,temp_media_c,temp_max_c,temp_min_c,humedad_pct,humedad_suelo_pct,precipitacion_mm,precipitacion_acum_30d_mm,horas_humectacion_foliar,ndvi,ndwi,indice_estres_hidrico,dias_desde_tratamiento,num_tratamientos_campana,densidad_plantas_m2,ph_suelo,materia_organica_pct,nitrogeno_ppm,conductividad_suelo,altitud_m,pendiente_pct,dist_foco_plaga_km,trampas_capturas_num,grados_dia_acumulados,indice_presion_plaga,cobertura_vegetal_pct,edad_cultivo_dias,tipo_cultivo,sistema_riego,uso_fitosanitario,variedad_resistente,manejo,perdida_cosecha
CSC012623,29.8,32.5,6.0,61,20.8,30,60,2.5,0.31,-0.05,0.2,0,2,183,5.9,2.5,19,0.36,211,21.7,0.2,0,815,10,98,78,trigo,goteo,no,si,ecologico,0
CSC012624,23.4,26.0,9.0,71,24.1,0,94,12.4,0.55,0.0,0.51,53,2,223,7.7,2.5,36,0.41,438,16.3,0.2,40,1063,58,48,89,vid,goteo,si,no,convencional,0
CSC012625,13.8,23.3,15.0,63,21.2,50,122,12.6,0.59,0.21,0.14,17,2,241,4.9,2.5,22,0.67,451,21.0,14.1,17,1105,27,85,99,trigo,aspersion,si,no,ecologico,0
CSC012626,23.7,35.2,10.1,89,24.0,44,100,4.5,0.85,0.41,0.2,0,2,174,6.7,1.5,20,0.31,258,5.5,24.0,37,1358,27,73,119,trigo,goteo,no,no,ecologico,0
CSC012627,14.1,26.8,14.6,53,25.2,77,29,6.9,0.77,0.37,0.27,0,3,145,6.6,3.0,26,1.17,732,10.3,16.2,35,746,19,85,48,maiz,secano,no,no,convencional,0
CSC012628,21.7,24.7,8.8,100,24.3,74,74,0.0,0.75,0.2,0.52,19,2,226,6.8,3.7,30,1.61,230,20.4,20.6,27,961,23,67,144,olivo,aspersion,si,no,integrado,0
CSC012629,21.7,35.5,9.7,58,10.7,19,17,8.3,0.53,0.62,0.53,32,4,195,6.1,2.3,31,1.18,125,7.6,0.2,31,516,40,43,127,trigo,aspersion,si,no,integrado,0
CSC012630,15.3,28.8,15.2,76,27.4,38,105,15.2,0.76,0.18,0.12,38,2,133,6.3,1.3,29,0.33,320,8.1,28.3,22,1116,49,66,96,vid,goteo,si,no,convencional,0
CSC012631,19.0,40.5,8.7,58,38.9,40,99,7.1,0.61,0.46,0.14,38,0,238,6.6,2.1,18,0.44,137,26.5,11.0,21,1037,45,74,5,trigo,secano,si,no,convencional,0
CSC012632,18.4,39.5,13.8,59,25.1,70,63,10.4,0.35,0.22,0.61,0,4,127,6.9,1.2,13,0.96,494,10.2,8.0,22,855,61,82,39,vid,secano,si,si,convencional,1
CSC012633,23.7,35.2,12.4,97,20.3,19,104,8.3,0.8,0.16,0.21,1,2,126,7.2,0.7,7,1.1,253,14.5,6.7,28,934,16,78,91,vid,aspersion,no,no,convencional,0
CSC012634,24.6,23.5,17.9,71,26.9,43,162,8.2,0.45,0.22,0.7,19,5,167,6.3,2.3,17,1.35,480,17.4,15.8,24,1229,17,74,119,citricos,secano,si,si,convencional,0
CSC012635,23.7,20.9,10.9,45,32.7,79,125,1.6,0.57,0.06,0.27,25,3,223,6.5,2.3,23,1.42,645,4.8,7.3,11,996,27,77,113,trigo,goteo,no,no,convencional,0
CSC012636,17.5,26.1,7.4,84,29.2,2,51,1.9,0.6,0.09,0.18,22,3,205,7.0,2.4,32,1.17,932,18.0,8.2,42,416,46,63,115,maiz,aspersion,si,no,ecologico,1
CSC012637,15.7,22.5,8.1,59,27.9,81,12,8.0,0.64,0.08,0.31,11,0,203,5.8,3.4,22,0.87,0,5.0,6.5,32,1369,21,56,78,maiz,goteo,no,si,ecologico,0
CSC012638,14.0,23.7,10.3,81,31.4,73,57,16.9,0.6,0.32,0.47,52,2,198,7.1,1.8,33,1.32,518,8.3,8.2,9,353,34,64,83,maiz,secano,si,no,integrado,0
CSC012639,16.4,30.0,10.0,66,31.9,98,107,4.3,0.46,0.22,0.41,39,2,122,6.3,1.6,35,1.21,360,7.1,6.3,20,928,23,68,96,horticola,secano,no,si,ecologico,0
CSC012640,7.5,30.1,14.7,81,43.8,46,38,7.5,0.83,0.31,0.36,20,1,164,6.2,3.3,23,0.94,348,9.9,15.5,19,680,42,63,104,trigo,secano,no,no,convencional,0
CSC012641,21.2,29.0,8.1,49,35.7,52,155,16.4,0.55,0.37,0.23,31,1,117,6.5,1.2,22,1.17,286,3.9,7.5,24,483,48,58,48,maiz,secano,si,si,convencional,0
CSC012642,20.3,33.6,10.4,49,27.1,58,53,3.3,0.67,0.3,0.7,12,4,240,6.9,2.8,7,0.52,485,1.5,1.1,35,791,38,58,69,citricos,aspersion,no,si,convencional,0
CSC012643,19.2,26.4,9.0,68,17.4,76,46,7.8,0.58,0.15,0.04,22,2,145,5.5,2.9,13,1.7,467,4.1,8.0,9,1020,52,73,78,maiz,secano,si,no,convencional,1
CSC012644,23.5,35.2,7.1,57,26.2,7,6,6.8,0.5,0.16,0.03,14,3,163,6.2,1.2,20,1.48,12,0.0,27.8,7,907,91,60,130,horticola,secano,no,no,integrado,0
CSC012645,19.9,20.1,9.6,71,23.4,51,177,6.3,0.87,-0.14,0.65,40,4,123,6.8,2.0,36,0.74,273,15.4,6.4,14,715,52,63,137,citricos,goteo,no,no,ecologico,0
CSC012646,21.3,22.9,9.0,70,19.9,18,141,7.2,0.62,0.23,0.71,61,5,186,6.8,1.1,15,1.23,0,0.0,10.5,0,665,57,85,87,trigo,goteo,no,no,ecologico,0
CSC012647,22.1,31.3,9.9,57,18.3,4,141,12.6,0.77,0.36,0.26,22,5,249,7.4,1.9,33,0.39,504,1.4,0.2,35,846,22,77,33,citricos,goteo,si,no,convencional,0
CSC012648,23.7,35.5,14.2,70,32.0,63,159,5.5,0.58,0.02,0.36,11,2,247,5.5,2.2,17,0.42,524,12.8,17.1,36,761,50,97,93,horticola,goteo,si,si,integrado,0
CSC012649,14.7,24.4,12.8,74,18.5,81,147,13.5,0.78,0.09,0.57,29,5,184,6.9,2.7,12,1.98,477,7.5,13.3,20,1029,50,67,148,maiz,aspersion,si,si,convencional,0
CSC012650,14.9,26.7,15.5,76,23.2,31,27,11.6,0.58,0.18,0.63,37,4,190,6.6,2.3,25,1.53,549,0.0,15.6,14,594,28,66,89,trigo,aspersion,si,no,ecologico,0
CSC012651,23.6,25.4,9.9,79,31.2,94,101,13.0,0.63,0.13,0.43,14,2,163,7.4,4.4,20,0.36,245,14.1,21.5,13,952,52,63,99,olivo,goteo,no,si,ecologico,0
CSC012652,17.3,24.7,11.0,93,16.1,63,29,4.8,0.63,0.2,0.4,27,6,227,7.0,2.1,30,1.51,84,14.9,16.2,20,910,65,52,112,trigo,goteo,no,no,convencional,1
CSC012653,24.2,32.4,6.8,39,24.3,35,93,7.1,0.51,0.27,0.47,13,7,188,7.0,2.4,31,0.66,528,2.3,6.0,32,814,35,90,32,citricos,goteo,no,no,convencional,1
CSC012654,14.7,28.0,7.4,75,33.5,45,125,14.9,0.65,0.04,0.6,11,4,160,6.3,1.7,29,1.43,563,1.0,17.0,32,800,28,92,57,vid,goteo,si,no,convencional,0
CSC012655,20.8,34.9,11.6,87,17.5,36,110,8.9,0.65,0.43,0.56,29,1,215,6.7,1.9,17,1.49,716,3.9,19.9,26,794,36,76,138,vid,secano,si,no,ecologico,0
CSC012656,19.7,27.2,9.6,64,23.1,67,125,0.3,0.69,0.36,0.24,19,0,166,6.6,2.1,27,1.19,421,10.5,4.0,33,1075,74,48,69,maiz,aspersion,si,si,convencional,0
CSC012657,19.1,30.1,7.5,57,36.9,14,229,8.8,0.66,0.14,0.34,21,3,94,6.1,2.9,24,0.87,826,2.0,15.1,23,989,58,83,163,vid,secano,si,no,ecologico,0
CSC012658,22.1,32.1,18.6,74,26.9,85,85,12.2,0.57,0.25,0.71,2,1,188,6.7,3.5,24,0.94,651,8.8,6.8,27,1007,39,70,43,maiz,secano,no,no,convencional,0
CSC012659,17.6,29.9,10.6,39,25.7,60,39,8.4,0.63,0.32,0.71,18,5,262,7.3,3.1,8,1.22,424,0.0,3.7,31,1246,15,55,30,horticola,goteo,si,no,convencional,0
CSC012660,23.3,27.0,15.3,59,24.4,9,124,9.6,0.7,0.18,0.43,0,5,154,7.2,3.1,39,1.52,326,15.2,1.9,13,280,41,69,67,olivo,secano,si,si,convencional,0
CSC012661,16.6,30.5,14.4,60,24.5,79,167,7.8,0.57,0.19,0.11,28,4,209,6.7,1.5,32,1.14,721,16.7,9.1,18,839,52,100,75,citricos,aspersion,no,no,integrado,0
CSC012662,26.4,20.1,11.8,53,23.7,28,160,4.4,0.67,0.13,0.4,7,4,168,6.9,2.2,15,0.8,411,3.9,16.0,49,595,52,62,107,olivo,secano,no,no,convencional,1
CSC012663,24.6,28.9,15.3,69,22.1,86,67,13.1,0.68,0.19,0.52,43,1,183,6.7,3.1,23,0.88,648,9.8,13.4,15,459,48,75,91,maiz,aspersion,si,si,ecologico,0
CSC012664,15.6,26.8,9.5,51,24.5,42,80,8.3,0.64,-0.04,0.31,27,2,178,7.0,1.7,10,0.51,324,0.1,1.7,22,546,53,95,155,olivo,secano,si,no,convencional,0
CSC012665,24.1,34.0,16.6,61,19.0,81,114,14.0,0.68,0.19,0.28,33,0,121,6.6,1.4,33,0.8,247,12.1,13.7,0,1142,15,81,30,citricos,secano,no,si,convencional,0
CSC012666,21.3,35.3,17.1,87,17.9,63,89,5.8,0.64,0.04,0.15,14,3,98,6.6,0.9,24,1.26,343,2.6,14.3,4,1071,56,46,49,olivo,aspersion,si,si,convencional,0
CSC012667,25.3,30.9,3.8,74,22.4,54,165,13.7,0.75,0.04,0.65,12,2,128,6.9,2.8,24,0.38,365,8.3,8.9,15,881,74,73,66,horticola,goteo,si,no,integrado,0
CSC012668,26.6,20.1,10.8,89,33.1,88,107,5.2,0.66,-0.14,0.47,40,2,127,5.9,1.6,28,0.26,256,18.9,2.3,29,978,37,94,52,trigo,aspersion,no,no,convencional,0
CSC012669,20.6,25.7,8.3,53,28.1,33,154,4.9,0.58,0.52,0.37,10,5,179,6.5,1.6,23,0.3,319,13.3,34.2,4,1022,45,49,132,maiz,aspersion,no,si,convencional,0
CSC012670,19.6,34.8,9.4,67,33.2,25,71,17.3,0.72,-0.0,0.62,30,0,151,7.0,1.8,11,0.1,665,10.3,16.5,16,1029,76,77,83,olivo,goteo,si,no,integrado,0
CSC012671,19.0,27.4,9.6,86,33.3,49,23,8.3,0.69,0.23,0.26,0,3,163,6.6,3.0,29,0.88,516,17.3,18.6,14,1192,16,58,86,maiz,aspersion,si,si,integrado,0
CSC012672,27.9,24.8,13.9,51,28.0,52,56,6.3,0.68,0.16,0.55,41,0,182,6.8,3.6,31,1.38,429,20.1,25.6,15,617,43,55,44,horticola,goteo,no,si,integrado,0
CSC012673,9.3,16.8,12.8,74,27.6,30,66,9.7,0.66,0.12,0.23,0,1,187,6.5,2.6,16,0.18,464,8.6,1.9,6,536,51,69,111,olivo,secano,si,no,integrado,0
CSC012674,28.1,21.6,15.6,84,23.7,26,113,18.8,0.47,-0.02,0.41,37,0,198,7.4,4.7,20,0.39,145,16.3,18.8,50,715,6,85,19,citricos,goteo,si,no,convencional,1
CSC012675,16.7,25.6,13.1,66,31.6,46,90,3.9,0.74,0.27,0.21,20,5,155,6.7,3.7,30,0.4,610,0.0,0.2,12,1220,25,100,35,maiz,secano,no,si,ecologico,0
CSC012676,15.9,27.4,11.9,49,30.8,11,116,3.1,0.86,0.36,0.43,36,3,119,6.9,1.8,18,1.29,166,11.3,18.8,31,1106,38,68,163,olivo,goteo,no,no,integrado,0
CSC012677,20.1,26.7,14.5,64,24.8,51,109,9.1,0.59,0.17,0.45,16,2,189,6.9,3.1,26,0.8,282,20.4,8.7,24,990,66,79,71,olivo,goteo,no,no,ecologico,0
CSC012678,15.1,32.8,9.9,63,26.1,23,185,7.8,0.67,0.12,0.26,4,3,222,7.3,2.1,25,1.05,732,15.5,10.3,14,793,56,83,124,olivo,secano,si,no,integrado,1
CSC012679,16.7,33.0,11.1,75,18.9,18,157,10.9,0.51,0.0,0.17,15,0,210,7.2,1.8,23,0.52,535,10.3,24.4,14,835,40,75,48,horticola,goteo,si,no,convencional,0
CSC012680,17.8,31.5,20.3,74,19.3,62,104,12.1,0.7,-0.14,0.33,8,3,226,6.2,2.6,20,1.03,534,4.8,6.9,33,500,47,52,94,maiz,goteo,si,no,integrado,0
CSC012681,16.8,30.2,14.7,57,28.1,82,177,8.1,0.66,0.4,0.52,31,1,121,7.1,4.5,19,0.27,640,10.1,4.3,21,713,36,45,163,citricos,aspersion,no,no,convencional,0
CSC012682,24.5,34.0,12.5,80,26.4,2,221,7.2,0.75,0.15,0.24,41,1,248,6.6,2.8,13,1.29,231,13.0,21.6,2,964,31,64,128,olivo,aspersion,no,si,convencional,0
CSC012683,25.1,24.7,4.6,62,36.6,86,186,11.8,0.68,0.23,0.49,43,2,144,5.6,2.0,16,0.71,112,4.2,5.9,0,660,85,66,53,horticola,secano,si,no,convencional,1
CSC012684,19.5,26.3,10.1,82,27.1,75,184,10.9,0.67,0.37,0.24,39,2,214,6.8,1.6,20,1.04,0,12.7,11.3,27,860,29,72,127,vid,secano,si,si,convencional,0
CSC012685,20.5,23.0,13.2,70,18.3,7,84,8.4,0.59,0.24,0.0,23,5,111,6.2,3.4,16,0.79,247,10.2,20.4,18,559,41,80,5,citricos,aspersion,si,no,ecologico,1
CSC012686,22.0,25.1,19.0,45,25.0,7,221,14.9,0.62,0.2,0.41,42,3,235,7.5,3.1,37,0.66,463,15.3,6.3,11,483,49,65,75,olivo,aspersion,si,no,convencional,0
CSC012687,20.4,29.1,12.3,53,26.3,69,15,19.5,0.85,0.06,0.21,49,1,144,5.8,2.0,25,0.87,162,11.9,22.8,0,704,66,47,72,horticola,secano,si,no,ecologico,1
CSC012688,22.2,28.8,10.7,74,20.7,41,108,7.2,0.61,0.25,0.2,21,1,193,6.0,1.0,15,0.24,393,14.0,5.8,15,897,59,99,91,trigo,aspersion,si,no,convencional,1
CSC012689,17.7,29.1,5.7,50,31.9,76,19,12.6,0.69,0.14,0.38,16,1,201,6.7,0.5,24,0.46,383,6.4,4.5,14,752,55,98,110,olivo,secano,si,si,convencional,0
CSC012690,18.7,29.8,7.3,46,15.9,44,0,4.9,0.51,0.14,0.45,10,5,144,7.1,1.0,35,0.83,174,10.8,2.4,5,626,61,73,67,maiz,aspersion,si,no,integrado,0
CSC012691,21.9,21.5,15.3,57,28.7,22,107,10.7,0.65,0.11,0.4,2,2,128,6.8,2.1,18,0.77,86,17.8,12.1,33,304,35,70,157,vid,secano,no,no,convencional,0
CSC012692,23.7,31.1,13.5,80,32.7,30,130,15.9,0.61,0.46,0.39,24,1,141,6.7,2.4,44,0.87,615,8.3,7.5,0,1212,54,66,170,horticola,aspersion,no,si,convencional,0
CSC012693,12.5,31.9,11.0,54,9.2,7,7,8.5,0.49,0.08,0.21,51,0,211,5.9,1.7,27,0.72,322,7.5,27.8,0,975,65,93,143,maiz,secano,si,no,convencional,1
CSC012694,21.3,35.1,9.8,79,13.5,88,111,8.2,0.59,0.1,0.09,40,1,226,7.7,2.3,33,0.51,0,0.0,5.1,0,1081,52,65,5,citricos,secano,no,no,convencional,0
CSC012695,20.6,37.6,16.8,74,21.9,59,82,7.6,0.76,0.48,0.5,42,2,132,5.6,3.4,20,0.61,452,0.0,13.3,31,1034,25,75,80,horticola,secano,no,no,integrado,1
CSC012696,21.6,35.1,7.0,76,11.0,39,104,10.3,0.56,0.06,0.14,31,5,157,6.4,2.8,24,0.16,430,4.5,14.6,28,684,35,100,43,horticola,goteo,no,no,convencional,1
CSC012697,19.2,27.2,8.7,61,20.7,45,32,10.3,0.58,0.1,0.64,0,2,239,7.3,1.6,24,0.55,405,8.3,3.1,6,634,25,73,67,horticola,goteo,no,no,convencional,0
CSC012698,19.9,27.0,13.7,74,15.2,0,160,9.3,0.69,0.3,0.3,16,3,175,7.2,4.3,14,2.04,486,3.7,0.2,24,786,33,60,26,maiz,secano,si,no,convencional,0
CSC012699,14.3,29.6,9.0,64,32.7,62,37,18.9,0.61,0.08,0.25,23,1,112,6.7,2.3,28,0.34,0,1.6,0.2,23,1309,44,88,5,trigo,aspersion,si,no,ecologico,0
CSC012700,23.3,26.1,17.1,85,33.5,36,234,6.5,0.52,0.06,0.83,25,1,156,6.0,1.9,24,1.49,738,15.3,27.0,53,982,51,68,84,maiz,goteo,no,no,integrado,1
CSC012701,20.9,31.4,11.1,72,20.5,33,68,10.6,0.68,0.46,0.51,0,0,144,6.4,2.9,24,0.28,209,6.6,22.8,17,929,60,99,60,horticola,goteo,si,no,integrado,0
CSC012702,17.5,30.3,9.9,47,24.9,68,139,11.3,0.72,0.16,0.32,9,4,240,7.0,3.0,26,1.12,203,9.4,2.2,40,929,71,82,22,trigo,goteo,no,si,convencional,0
CSC012703,24.7,28.6,15.0,64,19.1,85,83,6.5,0.48,0.17,0.33,0,5,136,7.1,1.5,32,1.57,456,0.9,25.1,23,530,13,100,66,olivo,goteo,no,no,convencional,0
CSC012704,20.9,32.1,12.8,76,32.8,51,101,6.7,0.81,-0.03,0.49,61,2,260,7.0,2.6,11,0.89,425,6.4,23.7,25,1326,52,81,52,vid,secano,si,no,convencional,1
CSC012705,28.0,33.4,6.0,43,18.9,59,81,13.9,0.54,0.28,0.23,32,0,163,6.2,2.8,21,0.98,165,7.5,18.1,15,847,55,51,112,maiz,secano,si,no,integrado,0
CSC012706,22.2,25.3,15.3,60,22.7,56,0,11.6,0.69,0.18,0.34,33,3,228,7.5,3.0,17,0.63,533,0.0,25.8,7,666,40,60,93,trigo,goteo,si,si,ecologico,0
CSC012707,15.1,27.6,16.1,34,22.2,96,37,2.1,0.63,0.19,0.29,0,1,190,6.8,1.5,35,1.45,484,2.2,0.2,28,1027,14,63,35,olivo,secano,si,no,integrado,0
CSC012708,17.5,23.9,10.1,70,20.0,52,107,5.8,0.65,0.26,0.11,35,3,118,6.4,3.1,39,0.89,393,1.1,21.5,32,917,29,65,135,maiz,secano,no,no,convencional,1
CSC012709,15.7,22.2,6.8,64,31.8,32,184,0.0,0.53,0.35,0.49,27,5,116,5.7,3.1,14,0.71,200,2.9,15.5,0,1245,61,69,90,horticola,aspersion,si,no,integrado,0
CSC012710,27.9,29.4,11.4,70,31.7,71,86,8.3,0.68,0.06,0.42,31,0,213,7.0,2.5,24,0.1,214,17.4,17.0,0,1041,45,79,52,vid,goteo,si,no,ecologico,0
CSC012711,24.6,27.1,16.4,61,24.8,49,109,16.9,0.8,0.15,0.37,0,5,264,6.7,2.0,19,1.58,362,7.6,13.1,0,518,7,97,5,vid,secano,no,no,convencional,0
CSC012712,13.9,22.2,11.0,58,18.3,12,99,11.0,0.72,0.19,0.56,13,1,201,7.7,3.6,5,1.15,466,0.0,22.6,25,884,8,58,69,horticola,aspersion,no,no,convencional,0
CSC012713,16.3,31.2,8.8,53,13.1,28,67,12.6,0.72,0.2,0.42,35,4,230,7.1,2.2,18,1.08,77,12.0,13.1,32,774,30,77,83,trigo,goteo,si,no,convencional,0
CSC012714,20.5,28.1,14.9,48,20.4,17,77,9.7,0.53,0.47,0.0,44,5,173,6.2,4.0,23,0.78,368,16.5,18.3,28,698,49,74,133,trigo,goteo,no,si,integrado,0
CSC012715,22.5,21.8,13.1,76,29.9,58,101,3.6,0.76,0.5,0.52,24,3,184,6.9,3.6,34,1.49,506,22.5,17.5,30,832,38,88,47,horticola,secano,no,no,convencional,0
CSC012716,7.6,28.6,11.1,90,26.0,99,61,5.5,0.57,0.35,0.42,48,6,243,6.9,1.6,29,1.23,201,6.3,0.2,16,775,39,65,117,olivo,secano,no,no,integrado,0
CSC012717,18.5,24.8,15.6,56,23.3,39,101,13.5,0.71,0.25,0.33,46,3,113,6.3,3.1,14,0.1,446,8.1,26.5,5,1357,37,78,49,olivo,secano,no,no,integrado,0
CSC012718,18.9,34.2,16.9,84,18.6,20,132,1.0,0.6,0.44,0.65,49,0,185,8.1,1.9,24,0.1,154,9.6,18.4,10,1160,27,65,5,horticola,secano,no,si,convencional,0
CSC012719,23.7,28.6,11.8,61,15.9,34,116,9.5,0.75,0.27,0.28,13,2,85,6.9,3.7,17,1.12,126,16.0,10.9,25,813,24,68,101,trigo,secano,si,no,ecologico,0
CSC012720,21.2,24.6,9.5,70,30.6,42,70,9.6,0.56,0.02,0.35,25,0,139,6.6,2.9,36,0.48,907,3.0,7.0,51,920,63,47,22,vid,secano,no,si,convencional,0
CSC012721,20.1,35.2,15.6,73,18.3,6,25,8.9,0.73,0.2,0.62,21,5,182,6.7,4.1,17,0.9,131,0.3,17.6,40,1230,22,71,123,horticola,secano,no,no,convencional,1
CSC012722,20.9,31.0,10.7,55,18.5,39,110,3.4,0.73,0.28,0.24,46,4,121,7.9,1.7,27,0.1,606,15.5,9.6,20,525,22,86,108,maiz,secano,no,no,integrado,0
CSC012723,21.8,26.5,16.5,88,23.9,4,158,10.5,0.71,0.18,0.17,57,1,156,6.3,2.5,25,1.94,639,13.3,11.3,49,973,51,63,133,trigo,secano,si,no,convencional,0
CSC012724,17.2,32.8,5.1,74,37.7,50,113,8.0,0.6,0.36,0.0,26,3,133,6.1,3.0,27,1.18,517,12.9,7.0,0,1192,44,48,62,horticola,aspersion,si,no,integrado,0
CSC012725,21.9,31.0,9.2,55,11.5,31,105,10.2,0.52,0.24,0.42,46,2,165,7.6,4.0,21,0.49,428,4.0,17.8,0,1279,38,77,60,horticola,aspersion,no,no,ecologico,0
CSC012726,21.4,26.1,9.4,51,23.0,0,187,10.6,0.5,0.08,0.63,0,2,231,6.2,3.8,25,0.66,588,2.5,8.2,19,833,28,45,50,vid,goteo,si,si,integrado,0
CSC012727,21.5,22.6,6.4,48,29.4,53,92,6.1,0.47,0.47,0.31,8,4,167,4.8,1.1,9,0.3,306,10.6,15.3,19,769,29,80,157,vid,goteo,si,no,convencional,0
CSC012728,12.1,30.6,15.2,63,23.7,18,72,5.7,0.63,0.12,0.61,42,2,161,6.9,3.3,21,0.32,753,0.0,15.6,5,931,5,67,78,olivo,goteo,no,no,convencional,0
CSC012729,22.7,28.0,12.8,80,26.7,98,96,19.0,0.7,0.21,0.32,7,2,285,7.2,2.4,18,1.15,674,15.5,6.7,4,1130,90,74,119,citricos,aspersion,no,si,ecologico,1
CSC012730,27.0,27.4,17.9,89,13.7,53,108,5.4,0.58,0.15,0.33,34,7,228,7.2,2.8,23,0.49,399,15.2,12.9,27,815,45,45,141,vid,goteo,no,si,convencional,1
CSC012731,21.2,37.2,9.5,54,19.5,65,105,2.0,0.44,-0.15,0.37,16,3,172,5.5,1.5,21,0.77,261,11.5,18.7,20,804,2,60,81,trigo,goteo,si,no,convencional,0
CSC012732,27.2,22.4,16.1,45,17.8,20,118,6.1,0.58,0.26,0.74,0,8,122,7.3,1.6,12,1.98,720,1.5,0.6,0,560,69,75,114,maiz,goteo,si,no,integrado,0
CSC012733,19.8,25.5,15.1,61,32.8,18,108,13.6,0.65,0.27,0.24,24,0,186,6.0,2.6,17,0.59,718,10.3,17.8,13,1057,52,81,136,horticola,secano,no,si,convencional,0
CSC012734,26.2,19.4,7.0,74,26.3,27,111,3.3,0.46,0.22,0.59,25,2,204,6.7,1.3,14,1.22,220,13.3,9.4,0,355,60,56,65,vid,secano,si,si,integrado,0
CSC012735,18.0,25.4,7.8,56,23.1,94,132,14.7,0.62,-0.16,0.61,25,3,144,7.0,2.5,32,0.22,682,11.1,24.0,0,764,80,79,5,horticola,aspersion,si,si,integrado,0
CSC012736,23.0,32.4,6.6,73,22.4,25,64,9.0,0.72,0.12,0.19,21,4,189,6.6,3.1,34,1.38,235,13.1,2.5,36,826,53,74,36,olivo,secano,no,no,integrado,1
CSC012737,22.5,20.1,11.3,71,20.1,55,89,7.0,0.57,0.16,0.7,8,3,135,6.3,0.3,19,0.83,401,17.8,6.6,40,894,76,74,136,horticola,secano,no,si,convencional,1
CSC012738,19.8,25.5,14.2,33,28.8,52,108,14.6,0.53,0.15,0.15,0,3,158,7.5,1.6,27,1.03,590,1.2,19.2,19,1011,42,77,115,maiz,secano,si,no,ecologico,0
CSC012739,23.9,32.3,14.4,76,32.8,32,46,13.8,0.37,0.34,0.21,32,7,165,6.5,2.1,27,0.65,377,10.8,16.7,23,1047,55,32,149,citricos,goteo,si,si,integrado,0
CSC012740,21.0,27.7,11.7,67,29.0,12,132,9.5,0.57,0.07,0.4,31,3,149,7.4,1.1,20,0.96,339,13.5,6.1,0,921,64,80,133,citricos,secano,si,si,ecologico,1
CSC012741,10.7,28.8,13.0,51,24.4,33,98,14.7,0.69,0.02,0.38,61,5,254,6.9,2.7,32,1.14,597,2.5,11.9,0,893,18,71,53,trigo,goteo,no,si,integrado,0
CSC012742,23.4,28.9,15.1,74,31.3,40,0,8.0,0.57,-0.02,0.5,46,4,177,5.6,3.4,22,1.37,605,5.5,6.6,54,982,26,100,131,trigo,aspersion,no,no,convencional,1
CSC012743,22.4,31.6,15.4,36,17.4,9,32,2.8,0.47,-0.02,0.6,2,3,142,6.6,2.4,14,2.36,575,0.0,17.3,31,663,8,72,102,trigo,secano,si,no,integrado,0
CSC012744,23.2,28.1,7.0,59,27.4,136,104,9.4,0.7,0.15,0.38,33,4,231,7.1,1.8,18,1.27,397,2.3,9.0,0,785,87,58,101,vid,secano,si,no,convencional,0
CSC012745,16.4,28.7,15.0,100,29.6,0,89,9.9,0.58,0.53,0.11,36,3,254,6.3,2.2,24,1.03,863,8.9,12.8,17,322,5,76,136,trigo,aspersion,no,si,convencional,0
CSC012746,21.1,30.4,13.0,53,10.6,23,145,2.6,0.78,0.23,0.19,25,3,217,5.8,0.3,28,0.68,293,5.1,0.6,28,606,33,73,30,horticola,goteo,no,no,convencional,0
CSC012747,21.4,27.7,17.0,37,20.5,0,0,19.7,0.56,0.25,0.43,18,2,141,7.8,3.3,41,1.02,433,8.1,17.0,27,1264,22,82,78,olivo,secano,no,no,convencional,0
CSC012748,20.8,22.0,16.8,53,26.5,12,36,9.7,0.64,0.09,0.33,15,4,181,6.1,0.8,31,0.67,118,11.1,10.6,8,701,60,75,178,maiz,secano,no,no,ecologico,1
CSC012749,20.3,24.7,18.9,54,24.1,13,0,10.7,0.43,0.13,0.51,25,3,171,6.5,0.8,6,1.71,528,10.0,19.0,0,919,51,80,72,trigo,goteo,no,no,integrado,1
CSC012750,24.5,24.0,21.4,55,21.1,76,117,11.6,0.74,0.03,0.26,12,5,204,6.6,4.0,21,0.25,222,0.0,15.3,13,756,17,97,71,maiz,secano,no,no,convencional,0
CSC012751,18.2,33.4,11.1,64,5.0,80,0,8.1,0.66,0.34,0.37,26,6,308,6.8,2.1,19,1.2,691,20.4,14.0,9,814,11,61,181,trigo,goteo,no,si,convencional,0
CSC012752,19.0,27.2,6.9,64,24.5,42,72,5.6,0.8,0.27,0.15,60,3,194,6.6,1.4,12,1.01,625,10.0,17.4,30,1077,17,65,122,trigo,goteo,no,no,convencional,0
CSC012753,16.4,27.5,12.7,62,30.5,56,177,14.2,0.55,0.05,0.2,0,2,118,7.6,4.1,31,0.47,563,7.7,16.4,32,782,100,63,5,trigo,goteo,no,no,convencional,0
CSC012754,20.0,33.4,6.3,69,33.8,49,143,6.0,0.87,0.22,0.59,12,6,187,6.6,2.6,17,0.76,57,0.0,12.4,31,1019,17,100,55,horticola,goteo,si,no,ecologico,0
CSC012755,22.4,28.3,12.9,36,19.8,30,159,14.6,0.58,0.15,0.27,43,4,168,6.6,1.9,31,0.54,467,0.0,2.3,6,1087,37,99,54,vid,aspersion,no,no,convencional,0
