id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,peso_mg,longitud_antena_mm,num_segmentos_antena,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_ala_mm,envergadura_mm,num_manchas,diametro_mancha_mm,num_estrias_elitro,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,ratio_largo_ancho,ratio_antena_cuerpo,ratio_ala_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,densidad_setas,intensidad_color,especie_invasora
INV010101,19.92,12.14,7.32,7.27,5.9,5.38,252,9.46,10,12.68,6.03,4.56,17.78,42.88,10,1.74,14,3.03,1.08,2.88,2.72,0.475,0.893,113.7,392.2,26,200,1
INV010102,13.37,7.69,7.23,4.81,3.0,3.22,234,7.7,9,7.42,3.27,1.69,13.9,35.03,1,0.88,8,2.15,0.77,1.79,1.85,0.576,1.04,75.4,155.6,23,155,0
INV010103,15.51,9.66,8.37,6.39,2.87,5.13,202,11.36,8,7.07,4.0,3.61,16.67,41.71,6,0.76,11,1.99,0.93,1.33,1.85,0.732,1.075,101.3,333.0,23,211,0
INV010104,11.84,7.46,4.78,5.66,4.01,3.12,176,9.01,10,7.56,2.76,2.46,14.45,33.68,8,1.24,7,1.59,1.08,1.21,2.48,0.761,1.22,44.1,88.3,1,157,0
INV010105,16.13,10.12,9.58,6.25,5.01,6.65,150,9.5,10,11.31,6.52,5.42,13.81,37.2,5,0.85,12,1.94,1.06,1.12,1.68,0.589,0.856,120.5,513.8,12,127,0
INV010106,21.6,13.04,7.45,4.5,4.07,3.75,254,7.03,9,6.94,5.41,4.57,10.37,28.19,7,0.48,7,2.22,0.96,1.57,2.9,0.325,0.48,125.5,301.7,8,107,1
INV010107,15.27,9.61,7.01,4.33,3.02,3.18,165,8.83,10,10.21,2.58,4.99,12.64,32.29,8,1.4,12,2.0,0.81,1.58,2.18,0.578,0.828,83.5,170.2,16,205,1
INV010108,17.86,11.32,7.66,7.07,5.79,6.09,320,7.73,11,10.34,6.46,5.05,12.84,33.34,7,0.72,8,1.76,0.93,1.41,2.33,0.433,0.719,106.7,416.6,11,33,0
INV010109,10.86,7.24,8.99,5.29,2.79,3.68,205,4.49,9,6.64,3.25,3.94,13.26,35.51,7,0.57,7,1.48,1.07,1.55,1.21,0.413,1.221,76.2,179.6,6,77,0
INV010110,17.54,10.8,8.37,5.5,3.79,3.02,156,8.63,11,8.68,3.79,3.58,17.29,42.95,1,0.75,8,1.29,1.09,0.7,2.1,0.492,0.986,114.5,221.7,14,102,0
INV010111,14.65,9.05,4.57,3.25,2.33,4.46,140,8.07,11,9.4,3.37,4.29,10.09,24.75,4,0.37,10,1.86,0.8,1.24,3.21,0.551,0.689,52.2,149.3,3,122,1
INV010112,13.88,9.14,6.58,3.52,3.14,6.73,212,14.7,10,7.42,3.59,3.76,16.93,40.44,9,1.36,13,1.63,1.01,1.72,2.11,1.059,1.22,71.2,307.3,15,255,1
INV010113,20.71,12.99,10.53,8.2,3.73,5.1,224,5.17,11,8.88,5.47,4.63,14.05,38.63,9,1.25,7,2.47,0.82,2.2,1.97,0.25,0.678,170.1,556.1,15,105,0
INV010114,13.05,7.55,3.41,4.24,2.56,3.17,67,7.36,11,2.67,3.99,3.33,12.89,29.19,5,0.29,9,1.4,0.79,2.09,3.83,0.564,0.988,34.7,70.5,11,133,0
INV010115,19.01,11.76,6.73,5.4,4.56,4.62,224,13.38,13,7.41,6.67,1.38,15.1,36.93,10,1.6,12,2.1,1.3,2.3,2.82,0.704,0.794,99.8,295.5,9,116,0
INV010116,11.75,6.92,5.74,3.17,3.46,4.34,36,10.13,9,6.64,1.67,2.63,10.24,26.22,9,1.11,10,1.61,0.6,1.74,2.05,0.862,0.871,52.6,146.4,20,145,0
INV010117,18.71,11.38,8.34,3.45,3.33,3.6,88,5.16,11,4.93,4.79,3.5,12.07,32.48,12,1.03,12,0.86,1.34,2.68,2.24,0.276,0.645,121.7,280.9,20,92,0
INV010118,16.55,10.81,5.27,5.88,3.64,6.75,17,9.34,11,6.91,4.42,3.76,13.12,31.51,4,0.7,8,2.12,0.83,0.97,3.14,0.564,0.793,68.0,294.4,10,173,0
INV010119,17.07,10.56,5.11,7.91,4.47,6.24,280,7.73,10,8.96,3.52,3.16,10.72,26.55,7,0.66,10,1.62,1.26,1.9,3.34,0.453,0.628,68.0,272.2,5,125,0
INV010120,11.12,6.59,5.6,5.01,2.52,5.14,63,6.17,10,8.72,4.85,3.6,5.12,15.84,4,0.97,8,1.85,0.51,0.47,1.99,0.555,0.46,48.6,160.0,8,146,0
INV010121,21.83,13.13,9.77,6.15,3.78,4.87,280,9.17,11,10.6,5.73,4.62,9.29,28.35,3,0.69,8,2.6,1.24,0.8,2.23,0.42,0.426,166.4,519.3,11,128,0
INV010122,20.09,12.62,7.45,3.06,2.92,4.7,84,9.93,10,7.6,3.85,2.84,13.22,33.89,9,0.77,10,1.6,0.97,1.99,2.7,0.494,0.658,116.7,351.7,7,169,0
INV010123,13.17,8.24,6.38,5.36,4.88,6.46,163,8.3,9,10.17,4.03,4.01,9.62,25.62,0,0.72,9,1.26,0.63,1.21,2.06,0.63,0.73,65.5,271.4,6,153,0
INV010124,8.0,5.05,2.0,1.36,2.16,4.41,62,7.38,10,2.62,1.81,2.21,16.22,34.44,5,0.46,11,1.08,0.84,1.73,4.0,0.922,2.027,12.5,35.3,17,67,0
INV010125,15.16,9.0,7.16,5.5,3.51,6.23,10,9.79,9,6.24,3.75,3.17,13.49,34.14,4,0.33,9,2.03,1.23,2.02,2.12,0.646,0.89,84.7,338.1,11,198,0
INV010126,10.55,6.92,5.84,5.63,4.36,5.08,189,8.37,10,5.93,5.18,2.87,6.98,19.8,9,0.37,8,2.11,0.81,1.12,1.81,0.793,0.662,48.1,156.5,10,123,0
INV010127,15.52,9.94,7.26,6.3,2.62,4.26,106,7.34,12,10.55,5.42,2.06,10.81,28.88,8,1.32,13,1.49,0.7,0.48,2.14,0.473,0.697,87.9,240.0,18,106,0
INV010128,19.63,12.3,6.75,7.49,2.62,4.69,210,7.1,10,11.45,3.86,5.03,13.66,34.07,6,0.4,11,1.47,1.08,1.2,2.91,0.362,0.696,103.4,310.7,13,154,0
INV010129,9.9,5.47,5.58,6.71,2.84,3.79,163,6.35,6,8.42,4.79,2.7,15.89,37.36,4,0.94,11,1.97,0.93,1.66,1.77,0.641,1.605,43.1,104.7,22,84,0
INV010130,8.73,5.44,9.01,6.26,3.72,3.83,207,11.22,10,8.21,3.35,2.1,10.2,29.41,7,0.81,7,1.98,0.8,0.87,0.97,1.285,1.168,61.4,150.6,18,184,0
INV010131,17.03,11.0,7.74,4.25,3.35,4.98,204,7.49,11,9.14,2.79,4.06,9.56,26.86,8,0.77,10,2.17,1.0,2.22,2.2,0.44,0.561,102.8,328.2,11,127,0
INV010132,20.16,12.34,9.51,7.37,5.61,6.04,253,7.36,11,11.98,7.06,5.65,10.91,31.33,2,0.73,6,3.28,1.04,0.48,2.12,0.365,0.541,149.5,579.0,11,14,0
INV010133,15.61,9.65,3.59,3.58,2.24,3.24,58,11.21,11,7.71,2.96,2.61,12.92,29.43,5,0.5,11,1.74,1.1,1.13,4.35,0.718,0.828,43.7,90.8,13,92,0
INV010134,17.07,10.73,5.51,5.77,1.53,5.78,155,10.39,8,7.1,5.08,3.77,16.73,38.97,7,1.31,7,2.21,0.85,2.77,3.1,0.609,0.98,73.4,271.8,23,89,0
INV010135,19.65,12.17,6.02,7.06,3.71,5.97,179,5.88,8,11.44,5.43,3.94,10.7,27.42,4,0.0,7,2.73,0.94,1.09,3.26,0.299,0.545,92.3,353.1,15,77,1
INV010136,12.68,7.67,7.46,5.13,3.05,1.53,104,9.14,11,9.61,3.64,4.43,10.82,29.1,4,1.24,10,1.33,0.68,1.78,1.7,0.721,0.853,73.8,72.4,4,73,0
INV010137,15.51,9.64,4.71,3.18,3.52,2.7,112,7.19,10,4.72,2.11,2.21,16.52,37.75,6,0.89,8,1.5,1.14,0.57,3.29,0.464,1.065,57.0,98.6,7,127,0
INV010138,15.99,9.28,8.14,5.15,2.86,4.02,150,6.07,10,13.28,5.22,5.7,10.98,30.1,5,0.93,8,1.38,0.8,0.76,1.96,0.38,0.687,101.5,261.6,22,36,1
INV010139,9.46,5.87,7.93,5.25,3.19,2.46,134,4.55,10,4.75,4.41,3.34,8.0,23.93,4,0.12,7,1.49,1.09,1.59,1.19,0.481,0.846,58.5,92.3,13,42,0
INV010140,21.26,13.27,8.69,6.49,2.68,5.67,204,6.92,9,9.7,2.6,5.27,13.36,35.41,5,0.92,6,1.51,1.28,1.08,2.45,0.325,0.628,144.1,523.8,11,99,0
INV010141,18.3,11.18,9.43,7.2,4.67,7.43,206,8.23,10,11.45,5.23,4.81,12.44,34.31,9,1.08,8,2.17,0.95,0.59,1.94,0.45,0.68,134.6,641.1,22,60,0
INV010142,22.17,14.0,7.01,7.23,4.23,4.26,189,4.91,9,6.17,4.86,4.87,8.38,23.77,4,0.67,6,1.72,0.63,1.13,3.16,0.221,0.378,121.2,331.0,0,95,0
INV010143,13.81,8.66,8.05,4.73,3.78,7.1,129,11.98,10,10.52,2.63,3.75,12.53,33.11,2,0.84,12,2.2,0.99,1.65,1.72,0.867,0.907,86.7,394.7,23,204,0
INV010144,14.72,9.11,7.63,4.71,5.08,4.91,10,5.94,9,10.93,4.9,4.47,15.66,38.95,7,0.45,11,1.5,0.7,1.63,1.93,0.404,1.064,87.6,275.7,9,139,0
INV010145,15.78,9.67,7.68,5.62,2.46,5.16,19,6.98,12,4.58,2.86,2.21,13.46,34.6,0,0.7,10,1.58,1.05,0.72,2.05,0.442,0.853,94.5,312.7,12,47,0
INV010146,13.97,8.78,7.94,5.55,5.11,2.76,216,10.89,9,11.77,3.92,5.74,14.15,36.24,10,0.82,7,1.68,0.4,1.62,1.76,0.78,1.013,86.5,153.1,10,193,0
INV010147,15.95,9.88,5.28,5.42,2.33,4.71,145,10.05,11,10.17,3.14,4.5,8.62,22.52,0,0.95,8,1.52,1.19,1.56,3.02,0.63,0.54,65.7,198.3,19,81,0
INV010148,15.35,8.67,8.51,5.67,3.65,4.71,90,6.4,11,5.7,4.04,3.7,13.27,35.05,7,0.67,5,2.1,0.99,1.4,1.8,0.417,0.864,101.9,307.6,5,117,0
INV010149,22.46,13.25,6.89,5.81,3.59,3.84,136,5.59,9,9.46,3.94,3.85,11.1,29.09,5,0.27,8,2.18,0.96,1.43,3.26,0.249,0.494,120.7,297.1,2,143,0
INV010150,15.88,9.35,6.87,5.49,5.16,7.0,135,10.4,10,11.13,7.48,3.77,13.13,33.13,8,1.29,12,2.23,0.61,2.07,2.31,0.655,0.827,85.1,381.8,27,141,0
INV010151,11.05,6.56,7.54,5.02,1.95,4.41,178,9.56,10,7.11,3.32,4.54,16.18,39.9,10,0.7,9,1.5,1.02,1.86,1.47,0.865,1.464,65.0,183.7,20,178,0
INV010152,13.16,8.13,6.5,6.09,4.99,4.6,159,7.28,11,9.11,6.02,4.09,17.76,42.02,11,1.1,9,1.97,1.09,2.13,2.02,0.553,1.35,66.7,196.7,15,151,0
INV010153,19.07,11.86,8.26,6.48,2.86,5.63,180,6.75,8,10.02,5.58,3.23,10.16,28.58,7,1.26,7,2.05,0.74,1.31,2.31,0.354,0.533,122.9,443.4,0,146,0
INV010154,12.31,7.57,5.91,4.78,3.35,3.75,220,7.71,11,8.9,3.79,3.72,18.25,42.41,6,0.64,9,2.12,0.65,2.26,2.08,0.626,1.483,56.7,136.4,12,187,1
INV010155,14.24,9.11,5.62,5.56,4.14,2.27,217,8.65,9,11.33,5.79,1.69,16.7,39.02,6,1.45,9,1.53,0.84,2.49,2.53,0.607,1.173,62.4,90.8,11,99,0
INV010156,19.55,11.82,7.89,4.18,3.98,4.54,230,7.3,7,11.94,3.83,5.05,14.9,37.69,8,0.97,8,1.83,0.62,1.23,2.48,0.373,0.762,120.3,350.1,14,89,1
INV010157,11.7,7.63,6.03,6.17,2.74,4.49,134,7.61,9,8.25,2.83,2.51,9.95,25.93,8,0.54,10,1.46,0.77,1.55,1.94,0.65,0.85,55.0,158.4,11,86,0
INV010158,17.37,10.68,6.68,6.28,4.35,3.42,163,8.99,9,7.06,4.33,3.46,17.01,40.7,9,1.05,10,1.7,0.57,3.03,2.6,0.518,0.979,90.5,198.4,21,142,0
INV010159,15.92,9.36,7.78,5.29,4.55,4.21,195,7.15,9,12.7,3.88,2.24,5.68,19.14,2,0.3,10,1.67,0.92,0.56,2.05,0.449,0.357,96.6,260.7,10,145,0
INV010160,16.23,9.96,5.63,4.07,3.03,4.11,234,6.18,9,13.25,3.87,5.05,8.29,22.21,0,0.3,8,2.59,0.76,1.15,2.88,0.381,0.511,71.3,187.8,3,73,0
INV010161,7.95,5.11,8.36,5.33,1.99,4.18,70,7.29,10,7.71,3.68,3.53,12.59,33.54,2,0.7,12,1.68,0.73,1.09,0.95,0.917,1.584,51.8,138.9,6,76,0
INV010162,12.93,8.1,4.42,6.34,3.55,4.63,173,14.25,9,7.26,4.87,3.22,20.38,45.18,10,0.98,9,1.55,1.19,2.31,2.93,1.102,1.576,44.6,132.3,30,162,0
INV010163,11.32,7.26,4.46,5.72,4.13,1.83,60,6.3,9,7.58,4.19,4.31,17.76,39.98,4,0.48,8,1.59,1.05,1.11,2.54,0.557,1.569,39.4,46.2,5,79,0
INV010164,7.62,4.62,4.91,3.68,4.16,2.52,43,8.0,9,6.86,2.56,3.08,8.91,22.73,8,1.11,10,2.7,0.77,0.85,1.55,1.05,1.169,29.2,47.1,14,97,0
INV010165,19.41,12.33,5.11,4.75,3.62,3.97,223,10.72,9,8.7,3.89,3.39,12.69,30.49,3,0.25,10,1.64,0.59,1.93,3.8,0.552,0.654,77.4,196.9,14,255,1
INV010166,20.75,12.96,6.14,6.22,3.87,4.85,44,9.34,10,7.55,3.93,2.41,16.03,38.2,7,0.82,12,1.23,0.68,2.18,3.38,0.45,0.773,99.4,309.0,11,195,0
INV010167,15.66,9.92,5.8,5.51,2.01,3.89,123,10.1,10,5.83,4.09,3.93,10.91,27.62,10,0.7,9,1.78,0.92,1.56,2.7,0.645,0.697,70.8,176.7,18,144,0
INV010168,14.72,8.94,6.49,7.71,4.09,4.64,271,6.06,10,7.36,5.38,3.42,11.27,29.03,6,1.01,9,1.97,1.61,1.0,2.27,0.412,0.766,74.5,221.6,5,100,1
INV010169,12.81,8.14,4.14,4.79,4.48,5.31,140,7.89,11,11.06,2.92,4.22,14.49,33.12,4,0.86,10,2.16,1.18,1.1,3.09,0.616,1.131,41.4,140.8,3,147,0
INV010170,12.79,7.97,2.96,2.9,1.48,3.35,47,4.55,8,7.54,2.2,1.0,13.2,29.36,4,0.08,9,1.52,0.86,1.36,4.32,0.356,1.032,29.5,63.4,13,102,0
INV010171,19.14,11.62,9.18,8.93,4.91,6.65,327,13.21,9,16.03,6.32,5.02,16.99,43.16,10,1.12,15,3.26,1.02,3.92,2.08,0.69,0.888,137.1,584.2,26,186,1
INV010172,15.37,9.44,6.94,5.01,3.63,2.25,163,8.55,11,8.79,5.26,5.14,16.26,39.46,4,0.53,7,2.16,0.84,0.2,2.21,0.556,1.058,83.2,120.0,8,47,1
INV010173,18.67,11.46,8.08,7.8,5.33,4.19,324,6.97,10,10.35,5.29,4.3,18.39,44.86,5,0.64,8,1.67,0.98,1.58,2.31,0.373,0.985,117.7,316.0,10,42,1
INV010174,10.6,6.23,6.35,4.2,3.17,4.09,103,13.57,8,7.76,3.97,3.27,16.84,40.03,9,0.92,12,2.08,1.08,2.54,1.67,1.28,1.589,52.5,137.6,23,149,0
INV010175,15.4,9.8,5.77,4.83,2.69,3.83,172,10.19,9,9.56,4.64,3.85,10.55,26.87,6,0.62,9,1.69,0.76,1.07,2.67,0.662,0.685,69.3,170.2,7,47,0
INV010176,12.01,7.65,6.55,4.3,3.2,2.62,160,7.98,10,6.34,3.39,2.71,11.79,30.13,5,0.69,9,1.28,0.73,1.21,1.83,0.664,0.982,61.4,103.1,16,129,0
INV010177,17.35,10.68,6.57,4.15,2.99,1.48,246,6.67,12,9.37,3.6,4.19,13.42,33.41,5,1.25,9,1.75,0.63,1.58,2.64,0.384,0.773,88.9,84.4,7,154,0
INV010178,13.3,8.37,4.94,2.91,2.95,2.44,183,3.49,10,6.43,4.29,2.81,3.0,10.94,0,0.84,7,1.71,0.83,0.49,2.69,0.262,0.226,51.2,80.2,0,23,0
INV010179,20.63,12.87,5.65,3.77,2.97,3.58,85,13.78,10,5.79,2.74,3.87,17.65,40.95,13,1.41,14,2.1,1.06,2.1,3.65,0.668,0.856,90.9,208.6,21,211,1
INV010180,11.8,7.65,4.96,4.21,3.33,3.75,77,3.81,6,7.82,4.37,3.62,11.8,28.56,6,0.36,8,2.29,1.16,1.14,2.38,0.323,1.0,45.7,109.7,0,57,0
INV010181,16.05,10.53,7.47,4.63,2.53,4.77,116,9.2,9,7.2,5.09,4.24,10.34,28.15,0,0.48,8,1.94,0.89,1.01,2.15,0.573,0.644,93.5,285.9,19,10,0
INV010182,19.62,12.27,8.71,6.73,4.05,3.73,174,7.59,9,9.36,5.59,3.81,7.39,23.49,5,0.73,9,2.35,1.04,1.39,2.25,0.387,0.377,133.3,318.7,9,68,0
INV010183,19.94,12.87,5.42,6.95,4.74,6.12,192,9.23,11,11.34,7.14,2.31,17.56,40.54,11,0.72,9,2.46,0.59,3.26,3.68,0.463,0.881,84.3,330.7,7,171,1
INV010184,23.25,14.24,5.3,8.28,3.56,3.72,144,6.33,11,10.87,3.89,5.15,9.27,23.84,5,1.24,8,2.47,0.48,1.67,4.39,0.272,0.399,96.1,229.2,5,70,0
INV010185,10.11,6.0,5.46,4.24,3.93,3.06,131,11.71,11,8.8,4.82,4.03,14.9,35.26,5,0.84,10,2.2,0.73,2.04,1.85,1.158,1.474,43.1,84.5,17,149,0
INV010186,12.89,8.38,7.6,6.15,3.81,5.66,193,9.5,11,7.98,3.32,4.02,15.13,37.86,5,0.83,7,2.09,1.17,1.82,1.7,0.737,1.174,76.4,277.2,7,102,0
INV010187,11.69,7.6,4.12,3.07,2.92,3.23,122,3.87,9,4.14,1.82,1.12,5.94,16.0,5,0.49,6,0.71,0.88,1.77,2.84,0.331,0.508,37.6,77.8,12,90,0
INV010188,15.09,9.52,5.63,3.53,4.14,4.96,128,5.58,11,11.62,2.65,3.41,10.19,26.01,6,1.05,6,1.16,1.05,1.87,2.68,0.37,0.675,66.3,210.7,14,56,0
INV010189,11.05,6.7,4.21,4.08,3.27,3.79,91,9.27,8,10.86,4.31,2.23,17.03,38.27,4,0.98,10,2.08,0.42,1.07,2.62,0.839,1.541,36.3,88.2,9,168,0
INV010190,5.0,3.14,3.51,2.81,1.14,3.73,10,10.68,12,4.34,1.11,2.34,14.04,31.59,5,0.97,8,0.93,1.08,1.97,1.42,2.136,2.808,13.7,32.7,19,68,0
INV010191,14.91,9.88,6.13,6.93,3.46,5.04,135,10.02,10,6.38,3.54,4.14,16.91,39.95,6,1.54,8,1.19,0.76,2.13,2.43,0.672,1.134,71.3,230.3,21,124,1
INV010192,13.45,8.25,2.82,3.41,2.29,3.81,100,7.25,9,5.3,1.2,1.92,11.68,26.18,11,0.65,10,1.19,0.99,0.77,4.77,0.539,0.868,29.6,72.3,6,48,0
INV010193,21.19,12.61,9.23,6.18,4.61,7.18,193,8.2,10,11.45,5.07,3.71,16.3,41.83,11,0.57,8,2.02,1.17,1.46,2.3,0.387,0.769,152.6,702.1,13,237,1
INV010194,14.89,9.13,6.63,5.84,3.91,4.36,230,5.91,10,9.03,4.36,4.12,12.86,32.35,5,0.29,10,1.43,1.22,0.94,2.25,0.397,0.864,77.0,215.2,4,84,1
INV010195,11.95,7.34,5.39,4.15,2.7,3.83,12,9.85,11,8.23,3.13,3.52,16.31,38.01,9,0.85,11,1.03,0.73,1.9,2.22,0.824,1.365,50.2,123.3,8,151,0
INV010196,12.22,7.01,4.54,5.31,2.05,2.45,64,14.87,9,6.68,1.23,2.7,14.37,33.28,8,1.04,10,1.71,0.37,2.21,2.69,1.217,1.176,43.3,68.0,20,112,0
INV010197,8.5,5.43,3.43,2.87,2.95,3.06,127,6.22,13,2.0,1.97,3.49,16.34,36.11,1,0.84,7,1.87,0.71,1.55,2.48,0.732,1.922,22.7,44.6,0,50,0
INV010198,19.09,11.44,4.83,4.13,4.41,4.23,100,7.63,9,10.26,3.25,2.67,12.43,29.69,5,1.28,10,1.98,1.01,2.17,3.95,0.4,0.651,71.9,195.0,4,207,0
INV010199,23.83,14.88,12.91,7.29,5.67,8.59,230,7.37,10,10.95,6.91,5.44,15.99,44.89,8,1.42,8,2.79,0.99,2.36,1.85,0.309,0.671,240.0,1321.3,6,10,1
INV010200,19.44,12.26,5.09,4.36,3.1,5.25,78,4.94,12,7.46,3.86,4.23,7.98,21.05,3,0.86,9,1.8,0.7,2.23,3.82,0.254,0.41,77.2,259.7,17,217,1
INV010201,17.81,10.87,8.92,6.17,5.12,3.62,110,9.25,10,8.7,1.7,4.13,9.7,28.32,7,0.69,7,1.7,0.31,1.28,2.0,0.519,0.545,123.9,287.5,15,107,0
INV010202,23.74,15.19,9.67,6.12,5.11,7.32,207,10.9,9,9.37,6.88,4.74,11.89,33.45,5,0.78,11,1.39,0.8,1.26,2.46,0.459,0.501,179.1,840.2,7,185,0
INV010203,6.9,4.45,6.72,3.84,3.79,5.38,126,5.19,11,10.6,5.26,2.6,9.17,25.06,8,0.16,11,1.53,0.96,1.49,1.03,0.752,1.329,36.2,124.7,0,42,0
INV010204,20.7,12.46,6.32,5.65,3.42,4.73,190,5.94,10,12.3,3.69,3.84,9.05,24.42,4,0.42,10,2.29,0.8,1.34,3.28,0.287,0.437,102.0,309.4,0,127,0
INV010205,8.58,5.41,6.33,1.95,2.68,3.2,130,11.26,12,4.65,1.61,2.72,14.13,34.59,7,1.29,7,1.05,0.83,2.3,1.36,1.312,1.647,42.4,86.9,10,106,0
INV010206,21.33,13.3,8.48,7.14,4.45,5.41,204,11.29,9,9.96,6.63,5.15,18.16,44.8,9,1.22,9,1.87,0.81,1.91,2.52,0.529,0.851,141.1,489.3,6,190,1
INV010207,14.7,9.1,5.15,4.22,3.69,4.49,174,6.06,11,6.04,3.82,5.38,15.2,35.55,9,0.96,5,2.56,0.92,1.47,2.85,0.412,1.034,59.0,170.0,27,158,0
INV010208,6.97,4.4,8.74,2.09,4.0,3.41,86,7.91,10,3.87,2.74,1.85,10.71,30.16,6,0.35,11,1.26,0.96,1.41,0.8,1.135,1.537,47.5,103.9,7,159,0
INV010209,24.41,15.42,10.45,7.32,4.21,5.07,293,6.24,9,10.11,5.66,4.96,9.08,28.61,0,0.78,8,1.64,0.79,1.12,2.34,0.256,0.372,199.0,646.6,1,49,0
INV010210,17.54,11.54,9.05,6.35,3.98,3.05,60,6.36,9,6.44,2.4,3.69,6.11,21.27,3,1.15,7,1.38,1.2,0.4,1.94,0.363,0.348,123.8,242.1,1,96,0
INV010211,10.05,6.07,5.17,3.7,0.8,3.95,10,14.27,10,3.32,3.26,2.85,15.84,36.85,12,1.29,11,1.3,0.69,2.22,1.94,1.42,1.576,40.5,102.6,24,204,0
INV010212,14.75,9.62,5.35,6.32,4.04,5.54,191,10.56,11,9.3,5.05,3.29,16.53,38.41,13,0.8,11,2.53,0.97,1.24,2.76,0.716,1.121,61.6,218.6,16,128,0
INV010213,14.14,8.58,7.36,5.43,5.12,3.81,101,3.13,9,7.6,3.15,4.11,14.47,36.3,5,0.93,10,2.14,0.93,2.2,1.92,0.221,1.023,81.2,198.3,14,116,0
INV010214,10.51,6.38,2.72,3.13,2.87,3.78,106,8.33,9,6.04,2.46,3.11,14.91,32.54,7,1.64,7,1.52,0.6,2.1,3.86,0.793,1.419,22.3,54.0,20,90,1
INV010215,13.87,8.38,3.02,5.51,3.28,4.21,211,8.52,8,8.77,4.43,2.51,14.16,31.34,8,0.12,7,1.94,1.12,1.85,4.59,0.614,1.021,32.7,88.2,5,179,0
INV010216,19.77,12.26,8.54,5.5,3.36,3.93,201,6.75,9,12.07,3.57,3.96,13.03,34.6,3,0.61,8,1.58,0.95,0.91,2.31,0.341,0.659,131.7,331.8,0,10,0
INV010217,17.96,10.96,5.45,8.41,3.4,4.4,165,6.8,9,10.25,3.02,4.38,8.35,22.15,2,0.37,6,2.36,0.87,1.21,3.3,0.379,0.465,76.3,215.3,11,100,0
INV010218,18.29,11.17,4.91,4.81,3.08,3.8,223,7.74,9,7.25,2.61,3.66,9.45,23.81,5,1.05,8,1.72,1.37,1.36,3.73,0.423,0.517,70.0,170.6,17,71,0
INV010219,13.12,7.89,7.15,6.89,4.41,8.44,117,9.16,8,12.54,5.53,4.25,15.53,38.21,6,0.92,8,2.65,1.61,2.01,1.83,0.698,1.184,73.2,395.9,8,206,0
INV010220,18.89,11.35,9.82,6.57,2.9,6.04,239,11.43,10,12.43,4.5,3.86,19.26,48.34,8,1.27,11,2.52,0.98,2.1,1.92,0.605,1.02,144.7,560.2,14,187,0
INV010221,19.43,12.14,7.01,8.58,5.13,7.04,173,9.47,11,9.45,5.67,4.36,12.14,31.29,7,0.61,9,1.93,1.11,1.08,2.77,0.487,0.625,106.2,479.4,10,146,1
INV010222,22.32,13.18,8.9,6.09,5.15,4.77,198,6.96,9,10.44,4.16,4.77,6.01,20.92,0,1.11,8,2.52,0.7,1.43,2.51,0.312,0.269,154.9,473.8,7,47,0
INV010223,14.21,9.12,7.02,6.42,4.34,2.83,63,2.06,10,6.62,5.32,4.52,7.74,22.5,0,0.16,8,1.55,0.8,1.01,2.02,0.145,0.545,77.8,141.2,2,32,0
INV010224,20.34,13.11,8.69,6.72,4.22,4.96,265,5.72,10,11.89,4.95,3.55,7.66,24.01,0,0.0,6,2.58,0.89,1.97,2.34,0.281,0.377,137.9,438.4,8,114,0
INV010225,17.64,10.92,9.22,6.87,6.25,6.12,254,10.09,8,10.83,5.49,4.97,13.83,36.88,7,0.58,11,2.98,0.52,2.04,1.91,0.572,0.784,126.9,497.7,23,110,0
INV010226,11.87,6.54,7.14,4.36,2.83,3.73,96,7.4,10,4.13,2.87,3.89,12.93,33.0,0,0.58,8,1.92,0.73,1.56,1.66,0.623,1.089,66.1,158.1,2,123,0
INV010227,11.88,7.39,8.32,6.18,3.02,3.84,169,5.67,11,10.46,4.85,4.0,13.15,34.62,10,0.61,8,1.5,1.09,3.32,1.43,0.477,1.107,77.1,189.8,15,161,0
INV010228,8.23,4.9,6.89,4.03,2.85,3.79,148,5.87,12,8.79,3.47,3.92,16.54,39.97,8,1.1,8,1.23,0.93,2.95,1.19,0.713,2.01,44.2,107.5,18,246,0
INV010229,13.42,8.88,6.03,3.98,3.16,4.73,273,7.84,10,9.82,2.91,3.09,13.59,33.21,9,0.83,8,1.46,0.56,0.93,2.23,0.584,1.013,63.1,191.4,12,122,0
INV010230,24.62,15.17,8.14,5.93,4.49,5.62,252,14.17,10,12.3,3.98,5.44,16.22,40.58,13,1.27,11,2.01,0.82,2.31,3.02,0.576,0.659,156.3,563.1,24,255,1
INV010231,10.95,6.63,6.6,4.08,2.76,2.34,50,6.54,8,7.13,3.28,2.31,16.08,38.76,8,1.19,11,1.48,1.16,2.04,1.66,0.597,1.468,56.4,84.6,27,212,0
INV010232,17.75,11.15,5.43,4.57,4.73,3.11,113,7.32,10,9.42,2.92,3.62,12.8,31.03,5,1.19,8,1.27,0.51,0.98,3.27,0.412,0.721,75.2,149.9,16,179,0
INV010233,12.91,8.43,4.54,4.82,4.18,4.73,16,8.76,11,8.16,3.96,2.65,16.6,37.74,5,0.51,9,1.5,0.9,1.75,2.84,0.679,1.286,45.7,138.6,5,176,0
