id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,longitud_antena_mm,num_segmentos_antena,longitud_pata_anterior_mm,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_tarso_mm,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,num_estrias_elitro,num_puntos_pronoto,longitud_espolon_mm,peso_mg,ratio_largo_ancho,ratio_antena_cuerpo,ratio_pata_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,longitud_ala_mm,envergadura_mm,coloracion
ESP011721,9.76,5.63,3.49,2.56,1.79,1.69,5.41,11,6.75,9.72,5.04,4.58,1.84,2.1,1.25,1.4,9,78,0.78,30,2.8,0.554,0.996,26.6,28.8,9.0,21.49,marron
ESP011722,9.63,6.15,3.34,2.66,1.66,2.51,6.7,8,5.88,8.9,4.53,6.78,3.01,1.26,1.28,1.69,10,66,0.64,43,2.88,0.696,0.924,25.1,40.4,7.15,17.64,negro
ESP011723,18.87,11.5,9.93,7.89,5.34,6.78,9.19,13,5.61,13.49,1.51,3.65,4.41,2.32,0.5,3.12,14,40,0.9,223,1.9,0.487,0.715,146.2,635.2,16.49,42.91,marron
ESP011724,11.76,7.16,3.97,3.29,2.31,5.41,3.69,6,5.27,6.83,3.03,1.0,1.44,1.92,0.68,1.21,8,68,0.13,54,2.96,0.314,0.581,36.4,126.3,9.53,23.03,negro
ESP011725,24.1,15.02,11.43,9.26,6.25,11.35,11.84,11,3.58,13.98,5.22,3.59,5.29,2.54,0.72,3.1,8,66,0.43,318,2.11,0.491,0.58,214.9,1563.3,21.88,55.19,metalico
ESP011726,10.48,6.05,4.1,2.98,2.63,2.49,8.85,8,6.96,5.35,3.41,6.56,2.12,1.43,0.99,1.52,9,59,0.76,39,2.56,0.844,0.51,33.5,53.5,12.84,29.78,marron
ESP011727,23.93,14.77,10.59,8.43,5.63,7.03,13.62,12,1.0,14.01,5.97,5.22,5.02,1.86,1.18,2.88,10,34,0.25,343,2.26,0.569,0.585,197.7,890.8,12.78,36.15,marron
ESP011728,12.69,7.39,4.71,3.9,2.71,1.66,1.86,9,5.23,2.63,2.18,1.38,2.6,2.0,0.96,1.63,10,58,0.1,49,2.69,0.147,0.207,46.6,49.6,13.17,31.05,negro
ESP011729,10.07,6.27,4.36,3.87,2.27,4.05,5.9,8,1.38,7.58,4.33,5.79,3.24,2.13,0.98,0.87,11,53,0.77,24,2.31,0.586,0.753,34.2,88.9,10.97,26.3,negro
ESP011730,11.99,7.45,4.89,4.88,3.1,3.03,6.74,8,5.1,6.35,3.96,1.0,3.44,1.76,1.34,0.94,5,56,0.13,75,2.45,0.562,0.53,45.7,88.8,10.39,25.67,marron
ESP011731,9.69,6.5,4.34,3.24,2.83,2.9,8.09,8,5.82,4.54,5.0,4.38,1.31,0.69,1.16,1.95,9,59,1.25,10,2.23,0.835,0.469,32.8,61.0,6.48,17.3,rojizo
ESP011732,11.84,7.33,5.01,4.15,3.03,2.96,5.25,9,6.22,3.88,1.84,1.0,1.82,1.74,1.17,0.8,5,63,0.74,90,2.36,0.443,0.328,46.3,87.8,5.68,16.37,negro
ESP011733,23.94,14.8,10.62,8.65,5.44,9.71,10.61,12,1.96,13.78,6.23,3.97,4.39,1.69,0.89,2.76,12,43,0.18,306,2.25,0.443,0.576,198.3,1234.3,11.65,33.92,rojizo
ESP011734,10.77,7.03,3.71,2.39,2.3,3.86,5.59,8,2.82,6.35,4.35,6.12,2.48,2.16,1.31,0.4,10,44,0.65,5,2.9,0.519,0.59,31.2,77.1,10.12,23.95,negro
ESP011735,10.15,5.9,4.28,4.1,2.32,1.54,6.59,9,3.44,8.49,3.67,4.43,2.12,1.21,1.0,0.21,8,33,0.69,5,2.37,0.649,0.836,33.9,33.5,11.66,27.6,negro
ESP011736,20.42,12.42,9.24,7.06,4.95,6.17,10.06,11,6.0,7.7,2.81,4.59,4.04,1.94,0.27,2.07,12,42,0.58,257,2.21,0.493,0.377,147.2,582.1,21.59,52.42,metalico
ESP011737,12.82,7.32,5.37,4.59,2.89,1.84,4.45,8,6.34,4.51,2.72,1.15,1.88,1.29,0.69,1.36,4,59,0.5,49,2.39,0.347,0.352,53.7,63.3,9.26,23.89,negro
ESP011738,20.47,12.59,9.18,6.75,4.92,4.45,10.22,12,6.62,11.68,1.53,5.39,3.14,1.46,0.88,1.53,11,42,0.41,266,2.23,0.499,0.571,146.6,418.1,15.69,40.56,metalico
ESP011739,10.47,6.54,3.71,2.64,2.0,2.85,3.18,11,5.35,6.85,6.1,5.13,2.26,2.01,1.78,1.26,10,73,0.76,12,2.82,0.304,0.654,30.3,55.4,9.54,22.79,marron
ESP011740,25.57,15.96,10.74,7.77,5.78,5.04,9.77,12,1.0,14.8,6.44,4.38,4.15,1.73,0.55,2.7,11,64,0.43,318,2.38,0.382,0.579,214.2,692.0,16.07,42.88,metalico
ESP011741,19.03,11.53,9.64,8.14,4.79,4.61,11.29,12,6.38,17.34,3.65,6.58,3.01,1.84,0.58,1.78,14,63,0.17,211,1.97,0.593,0.911,143.1,422.9,10.49,30.62,metalico
ESP011742,13.48,9.02,4.58,4.14,2.35,3.34,7.15,7,4.68,4.78,2.4,1.43,2.9,1.66,0.64,0.9,4,69,0.35,52,2.94,0.53,0.355,48.2,103.1,8.42,21.42,metalico
ESP011743,14.45,9.16,5.82,5.1,2.95,3.46,4.48,9,3.98,9.9,3.73,1.0,2.84,1.43,0.66,1.39,4,36,0.81,33,2.48,0.31,0.685,65.6,145.5,8.99,23.8,negro
ESP011744,21.29,13.92,10.63,8.57,6.07,4.58,8.58,11,8.48,13.74,4.42,5.36,3.65,1.76,0.2,2.9,12,49,0.83,228,2.0,0.403,0.645,176.5,518.3,19.45,49.53,metalico
ESP011745,22.44,13.84,9.18,7.5,5.29,8.52,9.01,11,7.81,13.15,1.99,3.75,3.3,1.86,0.44,2.48,12,48,1.29,237,2.44,0.402,0.586,160.7,877.6,15.53,40.24,metalico
ESP011746,9.25,5.43,4.05,3.46,2.09,2.04,7.36,6,3.8,9.22,5.45,5.58,2.7,1.66,1.37,0.73,7,41,0.52,10,2.28,0.796,0.997,29.2,38.2,13.96,31.97,negro
ESP011747,19.19,11.56,9.58,7.61,5.48,7.93,9.77,11,4.84,12.7,4.08,4.99,3.79,1.82,0.2,2.13,16,61,0.48,243,2.0,0.509,0.662,143.4,728.9,16.65,42.88,marron
ESP011748,9.88,6.22,4.29,3.76,2.42,3.09,5.12,11,4.05,7.95,4.23,4.81,2.22,1.4,1.46,1.05,10,31,0.85,28,2.3,0.518,0.805,33.1,65.5,9.05,22.39,marron
ESP011749,9.54,5.07,4.12,3.51,2.45,4.57,4.72,7,3.49,6.47,3.87,6.89,1.85,1.32,1.29,1.85,9,70,1.29,5,2.32,0.495,0.678,30.7,89.8,8.12,20.36,marron
ESP011750,10.11,6.97,3.48,2.13,1.59,2.47,5.74,9,2.69,9.38,3.48,5.72,5.16,1.65,1.39,1.09,11,43,1.25,5,2.91,0.568,0.928,27.4,43.5,7.64,18.76,negro
ESP011751,12.23,7.89,4.56,3.61,2.27,2.04,8.45,7,3.8,8.07,3.28,1.0,3.22,0.96,1.1,1.16,7,59,0.27,29,2.68,0.691,0.66,43.5,56.9,6.4,17.36,metalico
ESP011752,12.21,7.28,5.47,4.2,2.9,2.15,7.83,9,6.69,7.51,4.85,1.0,4.31,1.9,1.27,0.84,4,88,0.51,72,2.23,0.641,0.615,52.1,71.8,7.15,19.77,negro
ESP011753,10.61,6.41,3.55,2.27,2.22,4.97,7.42,8,2.7,9.43,5.94,6.58,2.75,1.59,1.61,1.03,10,73,1.33,19,2.99,0.699,0.889,29.4,93.6,8.23,20.01,marron
ESP011754,19.64,12.58,9.86,7.67,5.23,4.19,9.32,10,5.97,13.32,3.24,4.55,3.19,2.25,0.46,2.47,11,34,0.99,237,1.99,0.475,0.678,151.0,405.7,18.87,47.6,metalico
ESP011755,12.97,8.28,5.2,4.13,2.98,3.2,4.52,7,3.56,6.95,3.78,1.0,1.38,2.24,1.07,1.33,6,48,0.55,127,2.49,0.348,0.536,52.6,107.9,5.83,16.86,negro
ESP011756,13.14,8.42,4.78,3.64,2.69,3.64,6.42,7,7.32,3.59,3.31,2.08,1.44,1.88,0.74,1.22,8,65,0.1,48,2.75,0.489,0.273,49.0,114.3,9.0,22.78,negro
ESP011757,10.83,6.21,3.23,2.5,1.81,4.85,2.84,10,6.39,11.05,5.39,3.92,2.57,1.43,1.42,1.37,6,39,1.02,48,3.35,0.262,1.02,27.3,84.8,9.63,22.49,metalico
ESP011758,22.7,14.07,10.79,8.2,6.27,6.61,11.25,10,3.74,10.98,5.74,3.86,4.52,2.1,0.8,2.89,11,78,0.1,310,2.1,0.496,0.484,191.0,809.5,19.02,48.83,marron
ESP011759,12.33,7.58,5.42,4.14,2.92,2.34,8.24,7,5.01,5.83,2.12,1.61,2.35,1.83,0.99,0.54,5,41,0.66,70,2.27,0.668,0.473,52.1,78.2,7.99,21.4,metalico
ESP011760,24.18,14.5,11.09,9.32,5.78,9.11,12.2,11,5.58,14.35,6.2,3.0,4.01,1.34,0.86,2.22,11,48,0.1,322,2.18,0.505,0.593,209.2,1221.5,15.94,42.97,marron
ESP011761,24.35,14.81,10.56,8.72,5.78,5.95,12.74,12,2.99,13.42,7.34,3.09,3.85,1.62,1.03,3.11,11,72,0.48,305,2.31,0.523,0.551,200.6,765.0,15.11,40.78,negro
ESP011762,23.7,14.28,10.25,8.21,5.04,7.74,9.71,12,4.36,13.21,7.08,2.94,4.11,1.44,0.76,2.0,10,60,0.1,332,2.31,0.41,0.557,189.5,940.1,15.04,40.33,metalico
ESP011763,10.73,6.54,3.27,2.65,2.2,1.94,5.89,9,5.45,7.9,5.64,4.36,2.12,1.72,1.26,2.31,7,56,0.84,17,3.28,0.549,0.736,27.4,34.0,6.08,15.43,negro
ESP011764,11.93,7.52,4.77,3.53,2.35,6.16,6.13,7,7.5,9.13,4.82,1.3,2.56,1.59,1.01,1.04,6,76,0.83,70,2.5,0.514,0.765,44.4,175.3,6.11,16.99,marron
ESP011765,21.91,13.79,9.63,7.56,5.44,6.6,8.72,13,7.96,8.83,1.43,4.11,4.69,2.29,0.2,2.9,13,38,0.64,243,2.28,0.398,0.403,164.6,696.3,14.78,39.19,negro
ESP011766,9.72,6.0,2.83,2.11,1.15,2.57,3.44,9,5.2,7.71,6.07,6.0,2.59,2.05,1.24,1.24,10,57,0.85,34,3.43,0.354,0.793,21.5,35.3,6.76,16.35,negro
ESP011767,11.19,7.94,5.16,4.03,3.15,1.32,3.44,6,5.41,6.67,3.44,1.21,2.73,1.54,1.0,1.67,8,48,0.61,86,2.17,0.307,0.596,45.0,38.1,9.42,24.0,metalico
ESP011768,13.94,7.99,5.46,4.01,3.04,1.99,9.87,7,5.49,9.23,2.12,1.0,3.29,1.58,0.85,0.28,6,62,0.79,85,2.55,0.708,0.662,59.4,75.7,10.81,27.08,negro
ESP011769,10.54,6.42,5.03,3.99,2.56,4.31,4.35,7,3.32,7.2,3.61,1.0,3.22,2.09,1.17,1.05,5,92,0.3,65,2.1,0.413,0.683,41.4,114.2,9.92,24.87,negro
ESP011770,20.99,13.38,9.14,7.55,5.24,3.99,9.69,10,6.01,7.78,2.58,4.02,3.22,2.52,0.93,2.26,11,77,0.62,209,2.3,0.462,0.371,149.6,382.7,16.54,42.22,metalico
ESP011771,8.33,4.89,3.3,2.35,1.85,1.06,5.69,10,6.14,3.55,4.87,5.32,3.69,1.64,1.2,1.74,9,53,0.94,34,2.52,0.683,0.426,21.4,14.6,8.38,20.06,metalico
ESP011772,18.02,11.93,9.68,8.02,5.26,6.13,10.69,12,8.24,12.41,1.81,2.98,4.67,1.15,0.73,3.1,12,57,0.26,242,1.86,0.593,0.689,136.1,534.6,17.96,45.6,metalico
ESP011773,9.23,5.93,3.93,3.31,2.42,2.57,6.04,7,2.9,5.81,6.31,4.45,2.8,1.49,1.09,1.29,9,38,1.59,10,2.35,0.654,0.629,28.3,46.6,10.88,25.69,rojizo
ESP011774,12.54,7.81,3.34,3.09,1.78,2.5,4.05,8,4.52,7.18,5.05,5.28,3.24,1.09,0.88,0.84,8,49,1.03,5,3.75,0.323,0.573,32.7,52.4,11.2,25.74,negro
ESP011775,9.35,5.28,3.32,3.11,1.65,1.0,4.57,7,5.65,8.47,6.42,5.04,2.94,1.43,0.92,1.53,10,89,0.94,8,2.82,0.489,0.906,24.2,15.5,10.36,24.04,negro
ESP011776,13.29,8.52,5.25,3.96,2.63,4.63,1.83,7,6.35,6.93,2.34,1.59,2.48,2.38,0.93,0.22,5,62,0.47,71,2.53,0.138,0.521,54.4,161.5,12.96,31.17,negro
ESP011777,14.05,8.3,5.25,4.47,2.63,1.27,6.1,8,6.7,5.79,4.99,2.12,1.38,2.16,0.93,0.33,4,33,0.87,72,2.68,0.434,0.412,57.5,46.8,7.93,21.11,metalico
ESP011778,10.29,6.42,3.49,2.63,1.88,3.37,6.57,8,3.3,6.84,5.21,7.27,1.82,2.15,1.69,0.66,11,54,1.18,24,2.95,0.638,0.665,28.0,60.5,12.85,29.19,negro
ESP011779,11.07,6.33,3.35,2.42,1.93,4.02,6.28,9,4.44,5.85,4.92,3.59,1.71,2.32,1.36,1.41,11,67,0.51,5,3.3,0.567,0.528,28.9,74.5,10.22,23.79,negro
ESP011780,20.3,13.09,9.14,7.75,5.61,7.22,8.2,11,7.89,11.77,2.45,6.0,3.95,1.97,0.25,2.83,12,46,1.2,270,2.22,0.404,0.58,144.7,669.8,14.69,38.52,metalico
ESP011781,19.36,12.66,9.1,7.15,4.87,5.91,10.29,12,8.05,10.01,2.76,4.27,3.5,2.65,0.68,3.06,16,40,0.83,236,2.13,0.532,0.517,137.4,520.6,12.58,34.26,marron
ESP011782,10.26,6.12,4.15,3.65,2.62,2.79,4.41,9,4.67,2.71,4.85,4.9,2.52,1.75,1.34,0.65,6,27,0.87,7,2.47,0.43,0.264,33.2,59.4,8.27,20.69,negro
ESP011783,18.89,12.02,9.53,7.19,4.76,8.03,9.01,11,6.3,12.06,1.6,3.82,4.57,1.76,0.26,2.53,13,64,0.56,231,1.98,0.477,0.638,140.4,722.8,16.53,42.59,metalico
ESP011784,24.04,14.51,10.7,8.87,6.22,9.13,12.24,11,4.92,15.16,5.97,3.77,4.42,1.37,0.78,3.69,13,68,0.1,334,2.25,0.509,0.631,200.6,1174.2,11.37,33.44,negro
ESP011785,10.85,6.41,4.33,3.5,2.28,1.54,7.51,6,3.36,7.99,5.79,5.47,1.85,1.14,1.4,0.28,10,69,1.19,25,2.51,0.692,0.736,36.6,36.2,6.77,17.87,negro
ESP011786,19.56,13.09,9.77,7.77,5.43,7.39,10.95,12,5.64,10.7,1.22,4.34,4.68,1.83,0.66,3.22,10,18,0.1,249,2.0,0.56,0.547,149.1,706.1,14.56,38.89,metalico
ESP011787,10.59,6.45,4.39,3.38,2.25,3.3,3.62,10,3.52,9.11,4.7,5.83,2.54,2.0,1.26,0.71,12,49,0.87,17,2.41,0.342,0.86,36.3,76.7,13.39,31.17,negro
ESP011788,22.01,13.57,10.83,8.67,6.13,8.73,9.16,12,5.54,14.11,6.06,4.19,5.27,1.98,1.01,2.74,11,58,0.73,344,2.03,0.416,0.641,185.9,1040.5,22.71,56.25,metalico
ESP011789,22.6,14.66,10.19,8.34,5.64,8.8,13.65,13,4.95,11.58,6.27,4.25,4.56,1.85,1.19,3.29,9,51,0.49,295,2.22,0.604,0.512,179.6,1013.3,14.07,38.33,negro
ESP011790,24.91,15.35,11.1,8.41,6.15,8.12,10.93,13,3.63,16.32,5.2,3.24,4.74,2.06,0.82,2.63,11,66,0.1,335,2.24,0.439,0.655,215.7,1122.6,16.57,44.24,marron
ESP011791,20.35,12.72,9.35,7.51,5.27,5.17,10.78,13,5.26,11.03,3.28,3.92,4.09,2.19,0.2,1.73,12,63,1.24,239,2.18,0.53,0.542,148.4,491.9,18.28,45.91,negro
ESP011792,23.16,14.62,12.02,9.56,6.89,6.11,11.62,10,2.02,15.55,7.6,4.68,4.42,1.58,0.98,3.09,13,43,0.83,336,1.93,0.502,0.671,217.1,850.5,14.62,41.26,marron
ESP011793,24.28,14.58,10.59,8.75,5.69,9.89,11.95,12,5.06,13.18,4.13,3.57,3.43,1.13,1.25,3.3,14,64,0.13,301,2.29,0.492,0.543,200.6,1271.5,19.91,50.41,metalico
ESP011794,19.09,11.52,10.04,8.27,5.55,7.57,8.57,12,9.41,13.74,4.46,2.82,4.53,2.23,0.5,1.8,13,78,0.87,247,1.9,0.449,0.72,149.5,725.4,17.66,45.36,metalico
ESP011795,18.93,10.97,8.47,7.05,4.55,7.37,6.98,11,8.27,14.47,2.28,4.07,3.55,2.18,0.4,1.95,10,44,0.53,241,2.23,0.369,0.764,125.1,590.8,15.47,39.41,metalico
ESP011796,20.21,11.92,9.25,7.19,5.37,7.53,11.86,12,4.35,9.29,2.94,5.27,3.71,2.31,0.31,1.41,12,61,0.24,226,2.18,0.587,0.46,145.8,703.8,14.39,38.03,rojizo
ESP011797,20.21,11.98,8.6,6.44,4.25,5.99,6.85,11,4.39,10.23,2.13,2.84,3.53,2.02,0.53,1.7,14,69,0.18,228,2.35,0.339,0.506,135.6,520.5,16.25,41.1,negro
ESP011798,19.94,12.46,8.87,7.46,4.76,7.01,9.5,12,7.88,11.49,2.12,4.13,3.93,1.38,0.5,3.13,14,38,0.63,230,2.25,0.476,0.576,138.0,619.9,12.48,33.83,metalico
ESP011799,13.05,7.8,4.67,3.82,2.59,2.18,5.97,8,5.67,6.41,4.68,1.0,2.37,1.86,0.98,1.16,8,71,0.81,60,2.79,0.457,0.491,47.5,66.4,7.59,19.85,negro
ESP011800,13.4,8.02,4.59,3.98,2.48,1.0,6.91,9,4.47,8.91,2.92,1.09,2.73,1.09,1.05,1.61,4,52,1.15,57,2.92,0.516,0.665,48.0,30.8,7.44,19.47,metalico
ESP011801,8.76,4.86,3.6,2.72,1.85,2.87,6.25,8,6.94,8.93,6.83,6.82,2.32,1.82,1.0,2.08,10,74,0.91,5,2.43,0.713,1.019,24.6,45.3,8.62,20.84,negro
ESP011802,11.14,6.73,3.66,2.93,1.98,3.77,3.3,9,3.74,10.26,5.7,4.64,1.61,1.57,1.23,1.5,8,52,0.5,5,3.04,0.296,0.921,31.8,76.9,7.67,19.0,negro
ESP011803,12.12,7.15,2.68,2.22,1.42,3.44,6.13,8,5.6,6.33,6.4,4.2,3.38,2.59,1.29,1.28,9,73,1.02,37,4.52,0.506,0.522,25.3,55.9,6.9,16.48,negro
ESP011804,13.16,7.73,5.7,4.66,3.18,3.11,5.7,10,5.07,8.97,3.32,1.13,2.0,0.41,1.02,1.09,4,61,0.7,70,2.31,0.433,0.682,58.5,116.6,5.92,17.54,negro
ESP011805,20.98,13.21,8.7,6.54,4.84,7.97,8.85,8,9.12,14.55,2.31,3.64,3.87,2.37,0.92,3.11,12,48,0.63,245,2.41,0.422,0.694,142.4,727.4,18.71,46.12,negro
ESP011806,20.57,12.3,9.95,7.78,5.34,6.38,10.38,11,7.21,10.79,1.77,4.87,3.21,2.14,0.42,3.54,10,30,0.78,209,2.07,0.505,0.525,159.6,652.9,20.02,49.99,metalico
ESP011807,8.97,5.16,3.17,2.54,2.3,3.99,3.85,8,5.73,8.61,4.64,7.0,1.69,1.6,1.34,0.67,7,25,0.72,40,2.83,0.429,0.96,22.2,56.7,9.01,21.19,negro
ESP011808,20.08,12.16,8.85,6.86,5.09,5.03,9.11,12,8.37,11.2,2.38,3.11,2.57,1.62,0.38,2.53,13,76,0.78,239,2.27,0.454,0.558,138.6,446.9,19.2,47.25,metalico
ESP011809,20.75,13.22,10.09,8.04,5.14,5.9,10.17,12,6.01,9.72,2.38,4.86,3.49,1.63,0.23,1.96,11,47,0.11,219,2.06,0.49,0.468,163.3,617.6,11.27,32.63,negro
ESP011810,13.28,8.24,4.67,3.87,2.31,2.93,6.97,9,4.28,6.73,3.07,1.0,2.92,1.2,1.01,0.99,6,72,0.48,44,2.84,0.525,0.507,48.4,90.9,10.84,26.35,metalico
ESP011811,23.97,14.3,10.61,8.29,5.63,8.78,15.21,11,1.0,11.36,4.91,3.73,3.84,1.76,0.99,2.72,13,58,0.49,322,2.26,0.635,0.474,198.4,1116.5,21.29,53.19,marron
ESP011812,12.67,7.67,4.92,4.02,2.23,1.0,6.52,8,3.81,6.41,3.99,1.57,1.59,1.86,0.73,0.49,5,77,0.56,61,2.58,0.515,0.506,48.6,31.2,3.03,10.98,marron
ESP011813,13.38,7.89,4.79,3.54,2.72,2.16,4.74,8,5.21,9.49,4.05,1.0,1.54,1.39,1.04,0.99,8,53,0.73,62,2.79,0.354,0.709,50.0,69.2,3.87,12.53,negro
ESP011814,19.59,11.77,10.33,8.64,5.69,6.54,9.98,11,6.91,12.34,1.0,3.43,3.77,2.01,0.78,2.35,16,51,0.54,223,1.9,0.509,0.63,157.8,661.7,13.79,37.91,metalico
ESP011815,13.65,8.52,5.04,3.68,2.91,5.53,3.81,11,6.31,7.19,3.71,1.0,4.6,1.84,0.64,1.34,5,46,0.73,72,2.71,0.279,0.527,53.7,190.2,7.01,19.06,negro
ESP011816,10.4,5.99,3.13,2.61,1.61,1.28,5.43,8,6.51,6.71,4.94,7.09,3.18,2.12,1.21,1.34,8,54,0.41,5,3.32,0.522,0.645,25.4,20.8,7.59,18.31,negro
ESP011817,23.56,15.32,10.55,8.26,5.77,7.54,14.02,11,4.06,12.01,5.63,3.39,4.8,2.69,1.39,3.27,12,70,0.8,307,2.23,0.595,0.51,193.9,937.1,17.84,46.23,metalico
ESP011818,23.44,15.02,11.34,10.0,6.38,9.37,12.93,11,4.1,13.81,7.57,4.82,4.28,1.46,1.06,2.93,10,82,0.23,327,2.07,0.552,0.589,207.3,1245.3,18.34,48.02,metalico
ESP011819,20.23,12.18,9.67,7.78,5.39,6.58,7.13,11,6.81,10.41,2.37,4.97,4.17,1.48,0.36,2.87,11,61,0.53,208,2.09,0.352,0.515,152.6,643.6,13.16,35.99,negro
ESP011820,18.08,10.54,9.2,7.47,4.84,8.06,12.38,10,5.34,14.22,4.01,4.32,3.87,2.04,0.32,2.74,11,66,0.55,257,1.97,0.685,0.787,129.7,670.3,17.53,44.26,marron
ESP011821,20.32,12.48,9.52,6.85,5.15,6.32,8.66,9,6.61,11.44,3.37,5.38,4.58,1.77,0.59,1.48,14,37,0.43,241,2.13,0.426,0.563,150.9,611.3,15.26,40.04,marron
ESP011822,24.51,15.4,10.96,9.36,6.09,7.08,8.86,9,2.44,13.08,6.07,3.33,4.54,1.72,1.42,2.31,14,60,0.58,313,2.24,0.361,0.534,209.5,950.9,15.4,41.76,negro
ESP011823,19.48,12.02,10.13,8.49,5.84,5.74,9.13,14,4.22,10.46,1.67,4.94,2.86,2.38,0.51,2.59,11,31,0.66,216,1.92,0.469,0.537,153.9,566.3,16.82,43.77,negro
ESP011824,21.0,13.69,10.27,7.81,5.41,7.74,9.95,11,9.48,8.07,3.28,4.6,2.85,1.82,1.13,2.49,11,43,0.2,238,2.04,0.474,0.384,168.2,834.6,18.24,46.75,marron
ESP011825,19.42,12.25,9.33,7.26,4.97,4.56,9.79,10,6.56,12.59,2.62,5.38,3.91,1.8,0.85,2.81,12,51,0.17,237,2.08,0.504,0.648,141.3,413.1,17.89,45.11,metalico
ESP011826,19.12,11.76,9.42,7.4,5.04,6.92,8.87,11,9.26,13.36,3.02,4.25,3.6,2.01,0.2,1.81,15,79,1.03,189,2.03,0.464,0.699,140.5,623.2,17.86,45.14,marron
ESP011827,9.48,6.16,3.61,2.57,1.8,2.78,6.38,8,4.99,6.02,4.74,5.38,2.82,1.78,1.9,0.47,10,35,0.68,26,2.63,0.673,0.635,26.7,47.6,10.65,24.91,negro
ESP011828,23.18,14.7,11.48,8.54,6.07,7.9,10.6,12,1.0,12.66,6.86,2.93,3.28,1.7,0.91,2.75,8,48,0.13,339,2.02,0.457,0.546,207.6,1051.1,18.5,48.48,metalico
ESP011829,13.79,8.73,4.3,3.72,2.53,4.5,6.07,7,6.86,7.16,3.89,1.0,2.01,1.69,1.17,0.2,5,60,0.65,56,3.21,0.44,0.519,46.3,133.4,13.54,31.38,negro
ESP011830,20.36,12.44,9.67,8.22,5.63,5.37,8.66,11,7.79,9.05,3.53,4.5,4.09,2.51,0.2,1.85,12,59,0.1,213,2.11,0.425,0.444,153.6,528.6,16.38,42.43,metalico
ESP011831,23.46,14.65,10.44,8.13,5.82,8.96,12.96,13,4.14,11.53,4.99,4.4,4.3,1.92,1.15,3.39,12,78,0.34,331,2.25,0.552,0.491,191.0,1097.3,19.16,48.76,marron
ESP011832,8.9,5.64,4.77,4.51,2.44,3.68,6.34,9,4.61,6.13,4.35,6.43,1.96,1.54,1.37,1.93,8,55,0.84,9,1.87,0.712,0.689,33.1,78.1,8.6,21.97,marron
ESP011833,11.14,6.98,4.84,3.26,2.52,1.91,2.56,8,8.21,3.54,4.5,1.74,3.3,2.51,1.01,0.88,5,54,0.1,96,2.3,0.23,0.318,42.1,51.5,8.41,21.66,metalico
ESP011834,21.0,12.78,9.35,7.58,5.23,5.95,8.46,10,8.81,13.62,1.96,3.59,3.89,2.11,0.22,3.13,12,68,0.84,215,2.25,0.403,0.649,153.2,584.1,15.49,40.33,negro
ESP011835,22.02,14.01,10.07,7.44,5.41,6.58,10.56,11,6.76,11.02,3.16,4.33,3.0,1.6,0.45,2.38,11,51,0.63,263,2.19,0.48,0.5,173.0,729.5,12.25,34.57,marron
ESP011836,12.99,7.37,4.72,3.53,2.39,4.24,4.0,8,7.86,8.15,4.16,1.0,1.68,1.63,0.88,0.83,4,102,0.85,50,2.75,0.308,0.627,47.8,130.0,4.44,13.6,negro
ESP011837,20.85,12.78,9.4,7.57,4.94,6.03,7.8,10,6.89,10.86,1.66,4.93,2.84,1.91,0.2,3.53,13,52,0.69,223,2.22,0.374,0.521,152.9,590.9,11.03,31.46,metalico
ESP011838,20.08,12.31,9.75,8.01,5.44,7.2,10.13,10,4.64,13.02,4.51,5.81,4.05,1.76,0.45,2.79,12,67,0.7,218,2.06,0.504,0.648,152.7,704.8,12.02,33.79,rojizo
ESP011839,12.44,7.68,4.97,3.46,2.79,4.98,5.09,9,5.42,6.1,1.66,1.25,2.18,1.22,1.03,1.1,5,44,0.27,60,2.5,0.409,0.49,48.2,153.9,9.28,23.53,negro
ESP011840,19.01,11.97,9.38,7.54,5.33,8.71,8.92,11,7.6,11.7,2.07,4.09,3.34,1.62,0.2,2.84,12,66,0.87,270,2.03,0.469,0.615,139.1,776.6,14.74,38.86,rojizo
ESP011841,24.11,14.3,9.99,7.55,5.48,6.3,7.33,12,4.46,10.39,6.7,2.76,4.23,1.75,0.88,3.37,12,49,0.5,308,2.41,0.304,0.431,187.9,758.7,16.55,43.09,metalico
ESP011842,19.87,12.1,9.17,7.66,5.29,4.22,9.64,11,6.21,10.41,1.43,2.49,4.28,2.31,0.28,2.38,13,41,0.73,241,2.17,0.485,0.524,142.1,384.5,14.62,38.41,metalico
ESP011843,22.99,14.23,11.3,9.02,6.09,7.72,13.41,9,3.77,11.62,4.54,3.01,4.76,1.32,0.97,2.63,11,69,0.58,282,2.03,0.583,0.505,202.6,1002.8,16.88,45.06,metalico
ESP011844,13.86,8.58,4.87,3.86,2.47,5.47,5.33,7,4.94,8.82,4.43,1.0,2.4,0.75,1.17,1.64,7,72,0.52,68,2.85,0.385,0.636,52.6,184.6,13.6,32.07,negro
ESP011845,11.45,7.25,4.59,3.6,2.46,4.36,6.52,9,7.54,4.11,2.92,1.0,2.54,1.81,1.04,1.04,6,36,0.1,83,2.49,0.569,0.359,41.0,114.6,8.25,21.09,negro
