id_hogar,ingreso_mensual_eur,ingreso_principal_eur,ingreso_secundario_eur,ratio_gasto_ingreso,gasto_mensual_eur,gasto_vivienda_pct,gasto_alimentacion_pct,gasto_suministros_pct,gasto_transporte_pct,gasto_ocio_pct,gasto_educacion_pct,gasto_salud_pct,ahorro_pct,ahorro_acumulado_eur,deuda_eur,deuda_consumo_eur,cuota_deuda_mensual_eur,ratio_endeudamiento_pct,num_miembros,num_perceptores,num_menores,edad_sustentador,num_tarjetas,num_productos_bancarios,antiguedad_cliente_anos,patrimonio_neto_eur,regimen_vivienda,nivel_estudios,situacion_laboral
HOG010436,4627,4635,0,0.53,2452,14.8,20.1,14.7,11.0,22.5,19.0,6.8,55.0,96656,29518,1737,53,7.1,1,3,1,74,3,11,25.9,285123,propiedad,medio,ocupado
HOG010437,3341,1936,2870,0.7,2339,35.9,26.1,21.2,9.6,7.6,0.0,8.8,7.3,25986,29010,7982,926,31.9,1,1,0,33,2,1,0.0,95555,propiedad,basico,ocupado
HOG010438,3851,2396,0,0.96,3697,28.8,20.4,17.6,11.0,8.1,4.0,10.7,0.0,2580,42613,17959,139,46.3,4,2,1,20,2,6,6.1,-30000,hipoteca,basico,ocupado
HOG010439,3809,1474,2450,0.59,2247,30.4,25.2,19.1,11.2,10.9,9.9,5.9,0.4,0,12632,5705,564,27.1,2,3,2,35,0,4,14.3,178271,propiedad,basico,jubilado
HOG010440,1782,829,492,1.12,1996,55.8,24.4,6.5,15.3,3.0,5.0,8.3,0.0,0,26429,11425,1330,55.9,3,2,0,43,0,1,10.6,24535,alquiler,basico,ocupado
HOG010441,6404,3375,53,0.65,4163,17.6,11.5,3.0,9.6,21.7,3.8,6.7,29.2,93014,4208,8476,569,13.3,3,2,1,37,2,7,18.6,360441,hipoteca,medio,ocupado
HOG010442,2108,2213,1984,0.61,1286,19.6,16.7,21.2,13.6,5.6,8.8,8.0,17.5,8576,9219,15166,697,26.0,3,1,0,20,2,5,15.8,197346,hipoteca,superior,parado
HOG010443,5116,2925,0,0.91,4656,54.3,26.8,21.8,8.2,10.8,6.0,7.8,0.0,28583,2251,14872,824,52.9,4,3,1,20,3,4,8.7,192386,hipoteca,basico,ocupado
HOG010444,945,2781,1876,0.77,728,29.2,20.9,10.5,18.9,14.3,1.3,10.9,0.1,0,0,664,645,30.3,1,1,2,36,1,2,7.7,59942,alquiler,medio,jubilado
HOG010445,8408,3502,0,0.47,3952,28.5,8.0,3.0,10.8,20.6,9.9,11.1,55.0,86380,14437,0,282,0.0,1,3,0,68,4,5,14.5,435835,hipoteca,superior,ocupado
HOG010446,7585,4705,0,0.44,3337,11.8,16.1,6.6,9.9,21.6,10.2,7.5,55.0,106957,2343,9626,238,13.4,3,2,0,58,3,7,4.2,356683,propiedad,superior,ocupado
HOG010447,3302,2746,0,1.11,3665,28.8,20.7,11.9,8.5,5.8,6.5,10.1,0.0,0,14960,7644,774,41.8,4,2,3,20,2,2,12.1,268056,propiedad,medio,ocupado
HOG010448,1964,500,1339,1.01,1984,38.5,26.7,17.8,14.5,14.1,11.0,6.7,21.4,11117,7421,5847,945,22.5,4,3,0,20,0,2,5.8,48807,alquiler,basico,ocupado
HOG010449,1355,500,1200,1.16,1572,55.7,35.4,5.4,13.6,1.8,1.7,6.3,0.0,0,20896,12186,734,52.2,3,1,0,31,1,1,7.1,30004,alquiler,medio,inactivo
HOG010450,3200,2841,52,1.08,3456,35.3,23.9,23.0,16.9,6.2,9.6,3.1,10.5,0,29436,11189,787,61.4,3,2,1,20,2,2,0.0,134855,hipoteca,medio,parado
HOG010451,8757,4685,711,0.52,4554,20.3,18.4,3.0,15.3,19.1,10.5,10.7,42.0,94233,0,4503,274,3.7,2,2,1,66,5,6,6.6,600000,hipoteca,medio,ocupado
HOG010452,3984,3089,2960,0.85,3386,43.9,14.9,19.2,10.8,10.8,6.7,4.7,12.9,0,955,0,1304,34.2,2,1,1,45,0,4,23.6,135867,alquiler,medio,parado
HOG010453,3486,2989,2595,0.77,2684,39.8,25.3,19.1,4.2,9.9,3.5,9.5,6.6,20893,12149,2619,1150,1.3,3,2,0,42,2,0,15.8,93678,hipoteca,basico,ocupado
HOG010454,2119,2665,1399,0.96,2034,36.0,12.2,19.3,18.1,15.2,1.2,8.4,21.2,10205,6762,4025,901,48.0,5,1,1,43,4,6,23.1,-30000,propiedad,superior,jubilado
HOG010455,3118,2642,2508,0.85,2650,25.0,28.0,18.4,12.6,6.4,11.1,4.6,0.0,0,23456,3684,1104,30.2,3,0,1,28,1,3,0.5,211677,propiedad,medio,jubilado
HOG010456,4489,2132,0,1.19,5342,42.2,26.1,5.2,8.6,6.4,4.0,9.3,3.3,14559,34661,7205,606,61.2,5,2,3,20,4,4,7.7,-30000,propiedad,medio,ocupado
HOG010457,5628,4677,0,0.44,2476,8.0,23.7,4.4,12.1,15.5,3.5,6.8,38.5,74872,1947,5315,0,0.0,1,1,0,64,5,11,11.7,406908,hipoteca,medio,ocupado
HOG010458,1237,500,1294,1.13,1398,40.6,37.0,15.7,20.3,5.2,2.2,2.0,2.9,5183,14868,8780,964,39.3,4,3,0,38,0,3,11.5,35028,hipoteca,medio,ocupado
HOG010459,3080,3058,0,0.93,2864,46.9,26.6,19.8,18.9,8.1,3.8,13.4,0.0,18259,13514,7001,997,56.2,7,1,2,20,1,3,2.0,136502,alquiler,medio,jubilado
HOG010460,3833,2132,3275,1.2,4600,44.3,17.5,14.3,12.1,2.6,5.9,6.4,7.9,0,10291,4817,274,14.0,4,2,1,41,0,0,17.8,92464,hipoteca,medio,ocupado
HOG010461,1332,823,766,1.03,1372,66.4,31.7,10.2,14.5,4.2,8.2,8.4,0.0,27122,25024,12840,654,46.9,2,2,0,64,0,1,6.4,-30000,alquiler,medio,parado
HOG010462,1462,999,1645,1.08,1579,45.7,41.2,10.8,13.6,0.3,4.2,6.2,0.0,8900,0,9798,286,51.5,2,2,0,38,0,2,10.5,9456,propiedad,basico,ocupado
HOG010463,4551,1503,2708,0.87,3959,27.5,24.7,15.7,12.8,10.0,3.2,9.2,0.0,0,3738,9443,476,22.4,1,1,0,33,1,1,11.2,156830,propiedad,medio,ocupado
HOG010464,2410,2810,2232,0.82,1976,36.6,18.8,14.8,7.6,4.8,10.6,0.0,12.1,13574,18508,5774,490,23.7,3,1,0,29,0,0,15.5,60195,propiedad,basico,ocupado
HOG010465,3484,2606,3172,1.07,3728,40.2,12.5,16.6,10.9,3.1,2.8,4.5,2.4,24341,6027,533,394,24.5,5,2,0,20,0,6,19.6,-30000,propiedad,medio,ocupado
HOG010466,2057,661,163,1.28,2633,38.9,34.6,3.0,16.9,4.9,3.0,7.2,0.0,13219,12687,9345,887,58.2,2,2,0,48,2,0,20.3,23035,alquiler,medio,inactivo
HOG010467,4607,2824,2678,0.76,3501,20.8,31.9,17.2,8.4,10.4,0.0,9.2,4.1,0,16196,3275,1267,27.1,3,1,1,27,1,3,24.2,31202,propiedad,medio,ocupado
HOG010468,1978,1077,2770,0.57,1127,33.4,28.9,19.7,13.5,9.3,8.2,7.2,16.8,0,15657,8499,819,43.8,3,2,1,25,0,1,18.4,-24647,propiedad,superior,ocupado
HOG010469,2269,981,855,1.24,2814,51.7,37.3,4.8,14.4,0.0,4.2,2.9,10.1,0,16817,12454,666,42.2,2,1,0,32,1,0,0.0,215724,alquiler,medio,ocupado
HOG010470,700,500,229,0.95,665,49.1,32.3,8.4,12.3,0.7,11.5,3.4,0.0,12925,25020,10203,870,34.9,5,2,0,49,0,0,0.1,16731,propiedad,basico,parado
HOG010471,4627,2259,0,1.05,4858,28.0,19.0,13.4,11.5,14.9,12.1,5.5,0.0,15271,30754,8583,621,70.3,5,2,1,20,2,6,5.7,198558,hipoteca,basico,ocupado
HOG010472,2370,1210,2007,0.9,2133,34.2,23.4,22.8,10.8,13.1,2.6,8.5,2.0,15135,0,11332,768,32.2,3,3,0,38,0,3,5.4,122497,propiedad,superior,ocupado
HOG010473,7220,4312,0,0.41,2960,21.7,23.2,3.0,15.7,16.6,8.9,13.3,24.9,72135,1992,1364,712,0.0,2,3,0,89,2,6,15.8,399929,hipoteca,medio,ocupado
HOG010474,1823,2135,1763,1.03,1878,26.1,22.9,14.0,17.2,8.7,2.4,8.8,5.2,0,14902,24,422,48.5,2,1,0,32,3,4,19.2,186412,alquiler,superior,ocupado
HOG010475,2767,2846,3289,1.16,3210,28.9,22.0,12.8,2.9,5.6,1.0,5.1,16.3,30904,20765,8639,723,35.8,3,3,0,31,0,1,34.2,117064,propiedad,medio,ocupado
HOG010476,4998,1691,0,0.72,3599,46.6,24.8,13.4,10.5,9.6,4.1,7.6,11.0,16830,17690,10425,1513,45.3,5,1,3,20,3,4,0.0,113048,hipoteca,medio,parado
HOG010477,3757,2407,810,0.86,3231,20.1,25.5,22.3,14.0,5.6,6.7,7.9,1.4,6313,23346,3702,657,36.0,6,2,2,20,3,4,18.0,189767,alquiler,basico,parado
HOG010478,700,500,1367,1.23,861,55.8,33.0,3.0,16.0,4.0,3.5,11.0,0.0,0,17741,8834,634,35.3,4,3,0,61,0,0,5.7,39607,alquiler,medio,ocupado
HOG010479,6461,4604,0,0.62,4006,8.0,20.7,3.0,12.0,22.1,2.4,11.8,55.0,85619,0,6058,826,7.5,2,3,1,71,4,8,10.0,496285,hipoteca,medio,ocupado
HOG010480,7295,4359,0,0.63,4596,8.0,20.5,3.0,8.8,20.2,7.8,9.0,46.8,75505,0,3563,409,0.0,1,3,0,69,6,9,14.5,557274,hipoteca,superior,ocupado
HOG010481,5541,756,406,0.98,5430,29.8,22.9,21.5,8.9,6.9,3.9,9.8,18.6,8256,14129,9703,784,29.7,6,1,1,20,2,4,10.8,35289,propiedad,basico,ocupado
HOG010482,3242,2016,1961,0.9,2918,41.5,21.1,10.3,7.3,8.0,1.2,11.4,0.0,11976,34490,2765,702,12.9,1,1,0,43,2,4,17.2,59993,hipoteca,medio,ocupado
HOG010483,700,648,1572,0.99,693,55.0,35.5,8.8,12.1,8.1,2.3,6.6,0.0,0,39304,3349,833,67.4,3,0,0,31,0,2,2.1,48308,alquiler,medio,inactivo
HOG010484,2796,2309,1598,0.85,2377,32.8,14.6,15.6,12.8,8.8,9.7,9.8,9.3,13279,25535,5721,179,58.6,4,0,0,34,1,1,10.4,130076,alquiler,basico,parado
HOG010485,3833,1270,2771,0.65,2491,31.9,24.8,20.1,4.2,6.6,6.2,8.9,22.4,14419,14740,4368,255,22.3,1,1,2,35,2,7,21.1,71928,hipoteca,basico,parado
HOG010486,4402,1859,2795,0.87,3830,41.1,18.8,16.1,11.5,6.0,6.7,10.6,27.5,12700,31980,1582,587,13.1,4,4,1,20,2,6,5.5,-30000,hipoteca,medio,parado
HOG010487,8164,4820,0,0.53,4327,8.0,15.5,3.0,9.7,17.5,6.6,11.4,51.0,85529,4837,287,343,0.0,2,2,1,75,2,6,13.7,391541,alquiler,medio,ocupado
HOG010488,4750,2678,104,0.93,4418,45.7,29.2,17.7,12.5,7.5,0.0,7.3,12.1,0,19979,5754,1031,48.4,3,1,0,20,3,1,14.8,116440,propiedad,medio,inactivo
HOG010489,2209,1258,2228,0.98,2165,59.9,26.4,3.9,12.2,4.6,3.0,7.4,2.8,13989,14962,9138,735,45.6,2,1,0,20,2,4,12.2,173764,propiedad,medio,parado
HOG010490,4228,616,0,0.95,4017,38.0,23.2,22.0,9.3,8.8,5.0,5.0,18.7,17020,27117,9955,1551,52.5,5,3,1,26,2,6,12.4,80271,hipoteca,medio,ocupado
HOG010491,4159,2760,1396,1.09,4533,36.8,23.3,16.7,7.8,7.8,0.0,8.4,0.0,2975,1315,2122,244,28.7,5,1,1,28,5,6,20.0,27390,propiedad,basico,ocupado
HOG010492,3156,3494,3261,0.92,2904,30.1,34.0,15.6,12.2,7.9,3.5,9.5,35.8,51986,11622,15492,448,18.3,3,1,0,36,4,0,18.2,79821,propiedad,basico,ocupado
HOG010493,5184,2050,1027,0.78,4044,22.2,25.1,13.6,10.4,17.3,9.9,2.6,11.4,41286,11747,7043,611,31.3,7,1,4,21,3,7,17.3,28210,hipoteca,medio,parado
HOG010494,6810,3894,76,0.46,3133,8.0,17.3,8.5,12.1,17.4,6.8,4.0,24.7,70345,1558,2692,321,0.9,1,4,1,52,4,7,17.9,301498,hipoteca,medio,ocupado
HOG010495,700,574,1660,1.26,882,55.1,34.9,11.6,15.1,0.0,5.7,8.5,0.0,0,13263,6913,668,25.8,4,2,0,43,2,3,4.0,2873,hipoteca,basico,ocupado
HOG010496,3257,3265,0,0.79,2573,37.9,24.9,20.9,13.0,9.7,2.5,9.6,0.0,14236,14179,9217,1295,62.6,5,1,0,20,0,3,0.0,113413,alquiler,medio,ocupado
HOG010497,860,1218,1678,1.18,1015,61.4,28.3,10.0,11.6,4.0,5.7,6.2,0.0,21556,18664,10963,1052,35.8,3,0,0,52,0,2,6.7,-30000,alquiler,superior,ocupado
HOG010498,3820,1855,0,0.9,3438,35.6,24.8,17.3,12.7,4.5,9.5,7.8,0.0,7928,28481,12860,757,37.9,4,1,1,20,4,4,0.0,224373,hipoteca,superior,parado
HOG010499,3281,2363,2689,0.94,3084,30.7,11.7,11.0,20.9,10.3,7.6,10.5,4.5,29335,6357,3132,0,31.7,2,1,1,20,2,5,15.9,19522,hipoteca,basico,ocupado
HOG010500,1100,2232,1818,0.91,1001,25.6,22.3,15.4,7.8,0.8,0.0,10.9,24.4,0,15021,3762,217,27.2,4,0,0,40,1,4,5.5,105179,alquiler,medio,ocupado
HOG010501,700,755,1830,1.09,763,70.0,31.6,3.0,15.4,0.0,2.6,7.4,0.0,0,26491,5015,510,53.9,7,1,0,45,1,0,23.2,104203,hipoteca,basico,inactivo
HOG010502,1210,500,1104,1.08,1307,65.0,36.2,11.5,8.2,0.3,5.8,5.2,0.0,1356,9501,14810,421,41.1,2,3,1,37,2,0,0.0,81857,alquiler,basico,inactivo
HOG010503,3023,2076,2686,0.91,2751,48.4,15.1,17.7,6.1,9.8,0.3,10.2,19.7,0,9264,4872,236,44.1,3,2,0,20,1,3,6.5,242106,alquiler,medio,ocupado
HOG010504,4450,1741,2296,0.8,3560,19.9,33.1,13.1,11.7,13.4,9.5,5.0,19.7,0,5086,6161,806,25.6,3,2,1,40,2,4,21.0,103663,alquiler,medio,parado
HOG010505,4640,5180,0,0.67,3109,11.4,12.9,7.7,14.0,11.5,11.4,7.2,46.9,109984,11848,0,329,0.0,1,2,2,64,4,6,8.3,357759,hipoteca,superior,ocupado
HOG010506,3418,1294,337,1.03,3521,34.7,27.6,11.2,13.4,11.7,6.9,3.6,10.0,21251,31977,14035,528,71.4,6,2,0,20,2,4,15.1,131753,hipoteca,medio,jubilado
HOG010507,1821,3830,0,1.08,1967,32.3,33.7,17.9,7.2,11.7,6.3,6.5,11.5,35120,28093,10837,1119,39.5,4,3,0,28,1,4,12.3,202692,hipoteca,medio,jubilado
HOG010508,3929,1225,2011,0.66,2593,32.4,30.4,15.1,1.0,0.6,3.1,8.5,16.7,32551,28989,6707,454,28.7,2,1,0,20,1,1,11.8,4289,propiedad,basico,ocupado
HOG010509,7320,3951,0,0.57,4172,11.8,14.6,3.0,8.7,23.7,6.1,11.5,55.0,78159,0,2446,645,23.2,2,2,0,64,2,6,25.9,498273,propiedad,superior,ocupado
HOG010510,1358,500,2123,1.13,1535,46.3,26.7,10.4,9.8,6.8,6.5,7.5,0.0,0,11635,3954,1126,47.8,4,0,0,55,0,0,0.0,29655,hipoteca,basico,inactivo
HOG010511,6875,5268,144,0.46,3162,8.0,8.0,8.5,13.8,27.0,11.6,10.1,55.0,88360,16463,6562,0,3.5,1,2,0,69,5,9,17.3,297137,hipoteca,medio,ocupado
HOG010512,700,500,1536,1.09,763,55.9,28.7,9.5,12.1,2.4,4.1,7.9,1.5,3348,19667,17578,1092,54.2,1,0,1,54,0,1,10.9,16732,propiedad,basico,parado
HOG010513,7868,3170,0,0.36,2832,31.3,16.2,3.0,11.4,6.5,5.2,9.8,22.7,50635,4382,5250,386,0.0,1,1,0,74,5,9,22.7,365414,propiedad,medio,ocupado
HOG010514,7795,4470,0,0.37,2884,11.7,8.0,10.8,12.6,20.9,11.0,13.6,33.5,97646,19464,1352,0,18.0,1,2,2,80,4,9,22.1,426214,hipoteca,medio,ocupado
HOG010515,700,500,1391,0.89,623,63.1,24.3,5.3,9.9,0.5,3.2,9.1,0.0,0,6117,7079,576,38.7,5,1,0,25,1,1,8.3,-4234,alquiler,medio,inactivo
HOG010516,4346,2634,497,1.07,4650,45.7,20.5,28.8,11.1,7.8,6.0,5.5,11.0,0,21528,10369,780,47.5,6,2,0,20,2,4,0.0,242453,hipoteca,basico,parado
HOG010517,1771,791,633,1.07,1895,55.1,33.7,3.6,14.8,11.8,3.5,3.6,4.5,0,30514,12802,997,33.6,4,0,1,43,1,0,6.2,74055,alquiler,medio,parado
HOG010518,1927,2330,2727,1.14,2197,36.5,12.0,12.2,16.9,5.2,3.0,6.7,24.6,0,0,4252,813,19.3,2,0,1,23,2,2,3.7,47309,propiedad,medio,parado
HOG010519,2319,1161,1607,0.92,2133,36.1,13.4,15.4,5.6,8.4,2.4,3.7,6.7,10605,16282,0,379,21.0,3,2,2,31,1,2,14.1,143127,alquiler,superior,ocupado
HOG010520,4785,2176,0,0.95,4546,52.7,27.8,15.9,19.2,10.9,10.2,6.8,0.0,45941,10192,10680,589,53.6,4,2,1,20,4,4,15.7,68592,propiedad,medio,ocupado
HOG010521,2035,1636,1631,0.92,1872,33.8,22.2,18.8,15.1,7.4,5.0,6.0,26.3,28519,33697,8858,0,10.9,2,1,0,20,0,5,8.0,109280,propiedad,basico,ocupado
HOG010522,2824,500,1437,0.84,2372,52.5,36.5,11.8,19.0,2.8,7.9,3.6,12.0,28091,13471,8143,767,46.0,1,2,0,53,1,3,10.8,147100,hipoteca,basico,parado
HOG010523,6383,2989,0,0.63,4021,12.0,10.3,6.8,12.8,14.3,3.8,7.1,44.3,52135,4999,1241,669,8.1,1,4,2,77,1,8,12.7,318969,hipoteca,medio,parado
HOG010524,3141,1578,579,1.07,3361,15.2,21.6,21.3,12.0,7.1,10.6,5.3,17.9,13146,29517,5555,1375,52.1,3,2,1,20,4,3,0.0,-30000,hipoteca,superior,parado
HOG010525,700,1432,1026,1.03,721,70.0,32.5,4.1,13.4,2.3,8.5,5.2,0.0,0,12166,9289,887,33.0,1,0,0,20,0,2,10.5,-7508,propiedad,basico,inactivo
HOG010526,9045,4106,0,0.51,4613,8.0,16.4,4.6,19.9,17.6,7.8,13.5,55.0,106375,11301,770,500,18.6,2,2,0,47,2,11,11.0,382397,propiedad,superior,ocupado
HOG010527,5564,1687,145,0.93,5175,30.8,20.0,13.6,12.4,12.8,11.4,9.8,12.8,0,20558,6950,475,61.1,4,3,2,20,4,1,15.9,143811,hipoteca,basico,jubilado
HOG010528,700,500,1242,1.26,882,70.0,34.3,3.0,8.8,6.9,2.1,9.6,0.9,0,13675,10849,1033,46.0,1,0,0,51,1,3,0.0,102986,alquiler,basico,parado
HOG010529,2518,2464,222,0.84,2115,43.0,23.2,8.0,10.7,7.9,13.3,7.2,0.0,13705,28780,5435,513,66.2,6,2,1,20,3,5,1.4,230472,hipoteca,basico,parado
HOG010530,900,500,226,1.1,990,53.9,31.0,6.3,17.2,4.9,5.7,5.6,0.0,0,15789,17037,853,39.2,4,1,0,31,0,4,21.9,-30000,alquiler,medio,inactivo
HOG010531,8172,4600,525,0.45,3677,22.3,10.3,3.0,10.4,22.8,1.7,10.6,54.5,84832,0,0,244,0.0,2,3,0,67,1,10,15.2,345465,propiedad,medio,ocupado
HOG010532,4223,1354,3490,1.07,4519,40.1,29.3,17.1,11.1,7.9,3.9,5.5,5.1,25,16327,8322,268,30.7,3,1,2,20,0,4,18.9,5298,propiedad,basico,ocupado
HOG010533,1074,500,1144,1.08,1160,70.0,27.9,3.6,25.0,6.6,5.9,2.6,3.8,0,20629,4256,330,57.2,2,1,2,51,2,3,12.1,101963,propiedad,basico,inactivo
HOG010534,3442,1231,285,1.04,3580,28.6,22.6,20.9,22.6,7.3,2.2,5.3,15.2,11022,25434,11187,728,68.8,3,2,2,20,2,5,3.9,108577,propiedad,medio,inactivo
HOG010535,7976,3884,0,0.5,3988,27.7,11.0,3.5,16.8,18.8,6.8,9.3,44.2,87739,0,4181,131,13.9,1,1,0,89,3,6,20.5,342663,propiedad,medio,ocupado
HOG010536,3922,2268,1754,0.74,2902,50.2,25.9,19.3,3.9,9.0,8.3,8.4,13.0,0,9812,3157,650,18.5,4,3,2,22,3,5,6.5,61080,hipoteca,medio,ocupado
HOG010537,4777,3932,2765,1.09,5207,32.9,24.3,13.5,10.2,3.5,5.4,8.9,14.4,8941,0,12746,697,36.8,4,3,1,20,2,3,0.0,80681,propiedad,medio,ocupado
HOG010538,700,1693,462,1.14,798,60.4,24.7,3.0,16.3,1.6,10.1,3.4,0.0,10994,40570,11684,831,32.0,5,0,0,40,4,0,1.2,101546,alquiler,medio,parado
HOG010539,6100,4671,0,0.43,2623,15.5,9.6,3.0,21.5,21.6,10.5,11.4,26.5,89734,3318,9508,12,7.4,1,3,0,49,4,7,25.7,366752,hipoteca,superior,ocupado
HOG010540,3108,1054,1431,0.94,2922,33.0,20.7,7.4,11.4,12.9,3.3,13.2,4.1,4749,11322,6526,901,30.6,3,2,2,31,2,2,19.0,92402,alquiler,superior,ocupado
HOG010541,7756,4517,0,0.54,4188,19.8,20.8,3.0,15.8,17.5,10.8,1.1,52.9,54665,11942,1867,487,0.0,2,2,0,70,4,9,12.3,441568,alquiler,superior,parado
HOG010542,7193,4539,0,0.59,4244,14.7,11.1,7.2,14.8,23.0,13.3,11.2,49.4,70813,10077,4040,485,15.0,1,2,0,50,4,8,18.2,365696,propiedad,medio,jubilado
HOG010543,700,2007,22,1.16,812,43.5,22.7,15.5,11.7,5.3,5.3,7.9,1.1,33631,34088,10886,815,46.0,4,2,0,20,5,4,10.7,4352,propiedad,superior,ocupado
HOG010544,2689,3100,0,1.03,2770,30.7,23.3,13.1,7.6,7.9,11.3,8.9,3.9,26898,44855,5119,661,56.1,3,1,2,20,1,6,16.4,47427,hipoteca,medio,parado
HOG010545,8882,5815,0,0.53,4707,8.0,11.9,13.3,11.4,19.2,15.7,7.7,46.8,76149,2259,1317,556,2.4,2,4,2,74,3,4,10.8,395773,hipoteca,medio,jubilado
HOG010546,6064,4410,0,0.4,2426,8.0,10.6,3.0,16.6,24.0,4.8,6.3,53.9,63689,19078,0,180,3.1,1,2,1,66,4,7,23.6,451814,alquiler,superior,ocupado
HOG010547,2813,1643,3422,1.03,2897,31.7,30.3,12.7,5.8,11.7,7.2,14.9,3.5,16352,15627,3467,213,20.9,4,1,1,36,6,3,0.0,57610,propiedad,medio,ocupado
HOG010548,3990,925,1619,0.82,3272,29.5,23.0,14.4,12.9,13.0,5.1,9.9,16.8,8960,21542,6570,740,39.3,3,2,0,22,4,4,29.3,-30000,propiedad,superior,ocupado
HOG010549,4759,2399,0,0.93,4426,40.4,27.0,15.5,13.8,12.7,7.7,5.8,11.5,0,15559,12724,228,44.7,7,2,0,22,2,4,10.9,34630,propiedad,basico,ocupado
HOG010550,1788,1259,0,1.1,1967,42.1,31.5,6.2,10.4,5.7,4.0,4.5,1.9,12893,13747,7679,239,65.2,3,1,0,34,0,0,13.7,176457,alquiler,basico,ocupado
HOG010551,5305,3024,0,1.15,6101,35.4,14.3,16.4,10.9,12.0,7.8,8.2,13.8,23918,42339,4833,1082,33.6,7,2,2,20,4,3,26.4,106432,hipoteca,medio,ocupado
HOG010552,700,1326,717,0.91,637,52.9,33.2,5.3,16.7,2.9,7.7,6.1,0.0,954,23052,14062,644,64.6,2,0,0,47,0,1,0.5,37947,hipoteca,basico,parado
HOG010553,826,1092,665,0.98,809,60.6,30.9,7.2,10.9,7.5,0.0,4.4,0.0,40128,21047,11665,649,46.1,3,2,0,58,0,3,14.8,68966,propiedad,medio,ocupado
HOG010554,700,500,963,1.02,714,62.0,30.1,11.5,21.3,5.3,2.6,7.7,6.1,0,12443,11211,689,53.8,5,2,0,43,0,3,14.2,53122,propiedad,basico,jubilado
HOG010555,8876,3871,0,0.69,6124,10.8,8.0,4.2,12.3,13.2,14.0,7.8,47.7,114951,8094,8257,548,12.2,1,3,0,66,1,8,18.1,404013,hipoteca,superior,inactivo
HOG010556,5321,1303,523,1.0,5321,44.8,23.5,17.2,11.3,8.0,5.3,6.7,0.0,11654,45084,5781,976,60.1,3,1,3,20,3,5,10.1,196829,hipoteca,superior,parado
HOG010557,2673,2085,68,1.0,2673,36.4,36.5,17.2,17.7,5.8,8.7,8.6,4.5,18043,21267,3464,740,47.8,2,2,2,20,4,0,7.5,114108,hipoteca,basico,parado
HOG010558,2071,500,2360,0.96,1988,52.1,36.2,6.7,13.3,1.1,2.3,1.7,0.0,16601,5213,2291,938,48.8,3,1,0,64,1,3,18.6,26436,alquiler,basico,ocupado
HOG010559,6345,4258,0,0.56,3553,19.4,11.1,3.0,8.8,17.4,6.4,9.6,48.2,85165,7916,0,141,26.2,2,3,1,58,2,9,23.8,226063,hipoteca,superior,ocupado
HOG010560,2005,657,2481,0.89,1784,23.0,23.6,19.5,14.0,10.2,11.3,4.7,13.4,0,18013,5065,296,19.5,4,2,0,49,3,2,11.0,184277,hipoteca,medio,ocupado
HOG010561,3659,3910,471,0.92,3366,50.2,30.9,9.6,11.5,6.2,0.7,9.8,22.6,20302,16926,15542,690,52.3,4,3,0,20,3,3,4.0,37174,propiedad,superior,ocupado
HOG010562,1971,1329,2684,0.84,1656,19.1,26.5,10.5,14.3,6.3,9.3,6.1,0.0,23295,2858,9446,1156,19.0,4,2,1,36,3,6,22.6,-22816,hipoteca,superior,parado
HOG010563,1428,1425,2988,1.01,1442,40.3,18.5,18.0,14.0,3.5,2.9,11.5,7.5,9006,10663,5054,731,28.9,1,1,0,33,1,2,0.0,-30000,alquiler,superior,ocupado
HOG010564,6533,5054,0,0.66,4312,14.5,13.4,4.2,14.7,19.6,8.7,10.5,39.5,85275,19398,2213,404,0.0,3,3,0,90,4,9,4.3,505972,hipoteca,superior,ocupado
HOG010565,967,551,1409,1.16,1122,70.0,39.1,13.3,9.8,4.3,4.0,8.4,0.0,16630,15106,14599,704,59.7,4,2,0,51,3,2,8.8,-30000,hipoteca,basico,parado
HOG010566,700,978,0,0.94,658,51.5,33.0,6.3,6.5,12.2,11.9,1.0,12.5,34703,10715,15420,0,51.6,3,1,0,46,1,2,10.7,83598,alquiler,basico,parado
HOG010567,6346,1683,1377,0.8,5077,34.0,22.1,10.7,15.8,4.0,9.4,10.3,0.0,23103,28860,11322,1245,60.8,7,3,1,20,2,6,11.9,94179,propiedad,medio,ocupado
HOG010568,2523,1386,0,0.99,2498,41.7,23.3,9.2,12.3,11.1,10.9,10.3,0.0,17411,20426,11784,689,64.0,2,2,1,20,2,3,10.2,120764,alquiler,medio,ocupado
HOG010569,3172,2109,2533,1.02,3235,33.4,30.5,16.1,13.2,9.2,0.8,6.1,9.5,12452,24409,9678,544,45.4,2,3,1,20,2,1,7.3,50312,propiedad,basico,ocupado
HOG010570,961,743,1172,1.02,980,46.8,21.4,4.9,16.4,2.8,9.4,6.6,0.0,2960,16191,10779,408,57.8,4,0,1,67,0,3,12.0,33283,hipoteca,medio,parado
HOG010571,3324,3322,341,1.03,3424,41.8,13.3,17.8,17.1,15.2,3.9,7.0,21.0,35726,24061,15772,986,27.7,2,2,0,20,2,4,0.0,167930,propiedad,basico,ocupado
HOG010572,4587,5208,0,0.65,2982,27.2,8.0,5.9,10.4,23.7,9.9,13.6,48.2,92756,8339,0,87,28.4,1,1,0,74,5,8,18.7,452504,propiedad,superior,jubilado
