id_prestamo,edad,ingresos_mensuales_eur,ingresos_conyuge_eur,importe_prestamo_eur,plazo_meses,cuota_mensual_eur,ratio_endeudamiento,ratio_cuota_ingreso,antiguedad_empleo_anos,antiguedad_cliente_anos,num_prestamos_previos,num_prestamos_activos,num_impagos_previos,dias_mora_max_historico,score_credito,score_externo,saldo_medio_cuenta_eur,num_productos_contratados,patrimonio_declarado_eur,num_consultas_buro_6m,tasa_interes_pct,gastos_fijos_mensuales_eur,finalidad,tipo_empleo,regimen_vivienda,nivel_estudios,sector_actividad,tiene_avalista,impago
PRE011521,37,1424,955,19875,65,330,23.2,13.9,2.2,6.6,1,2,0,10,606,670,-2000,4,141859,2,6.9,787,consumo,autonomo,hipoteca,superior,servicios,no,1
PRE011522,45,1543,17,3580,11,351,22.7,22.5,4.9,0.0,3,1,0,9,747,651,4105,5,74426,1,6.8,111,coche,fijo,hipoteca,medio,servicios,no,0
PRE011523,37,2974,1823,13062,19,742,24.9,15.5,1.5,0.0,0,1,1,32,751,584,4599,3,128734,2,9.0,557,coche,temporal,alquiler,basico,servicios,no,0
PRE011524,62,1593,788,4246,47,98,6.1,4.1,7.0,3.0,2,1,0,8,700,486,7508,4,181502,3,9.0,679,coche,funcionario,hipoteca,superior,servicios,si,0
PRE011525,41,2821,0,1000,46,23,0.8,0.8,6.6,7.9,3,0,0,0,702,813,-2000,0,39226,3,9.6,1039,coche,fijo,alquiler,medio,industria,no,0
PRE011526,40,1707,913,15688,50,339,19.8,12.9,0.0,0.0,3,0,2,0,695,565,-2000,1,90176,0,5.7,964,vivienda,fijo,alquiler,basico,publico,no,0
PRE011527,50,1616,1056,13353,26,555,34.3,20.8,11.2,2.6,0,2,0,16,560,627,3310,4,0,1,8.8,1255,consumo,autonomo,alquiler,superior,industria,no,0
PRE011528,38,2412,0,1000,29,37,1.5,1.5,11.6,4.2,0,2,1,0,540,616,7470,4,0,1,6.6,811,coche,fijo,propiedad,medio,industria,no,0
PRE011529,44,2230,1929,1268,22,62,2.8,1.5,11.1,0.0,2,2,0,15,694,740,3372,1,74043,4,9.0,1405,negocio,fijo,propiedad,superior,servicios,no,0
PRE011530,36,3206,1440,7003,73,104,3.2,2.2,10.9,11.0,0,1,0,16,525,587,-1080,3,134036,3,10.9,1024,coche,funcionario,propiedad,medio,construccion,no,0
PRE011531,35,1745,947,20831,27,833,47.7,30.9,5.3,0.1,2,2,1,35,748,621,-1997,4,19079,0,9.3,1237,coche,temporal,alquiler,superior,publico,si,1
PRE011532,38,2797,0,23625,33,773,27.6,27.6,14.6,9.7,3,3,0,12,643,387,1087,1,11193,0,6.5,1382,negocio,fijo,propiedad,medio,publico,no,0
PRE011533,55,823,838,26592,6,4787,200.0,200.0,3.5,14.9,1,3,0,3,736,745,4871,0,81618,3,6.3,1494,consumo,fijo,hipoteca,medio,servicios,no,1
PRE011534,39,2775,279,7781,78,108,3.9,3.5,5.4,12.5,2,0,0,1,701,567,2848,1,194298,3,6.6,1162,estudios,temporal,alquiler,superior,industria,no,0
PRE011535,47,2115,836,15374,45,369,17.4,12.5,1.0,0.5,0,3,0,0,618,564,5548,3,31340,0,6.3,835,coche,fijo,hipoteca,superior,construccion,si,0
PRE011536,19,2277,2453,5012,7,773,33.9,16.3,9.1,2.0,0,1,0,8,780,629,4580,3,90156,1,9.5,938,estudios,fijo,hipoteca,superior,industria,no,0
PRE011537,44,3228,1303,26418,41,696,21.6,15.4,16.4,2.8,1,0,0,0,646,619,2597,5,72646,1,11.9,1238,vivienda,fijo,propiedad,superior,construccion,no,0
PRE011538,32,700,1013,1000,66,16,2.3,0.9,1.1,5.2,4,1,1,0,702,745,3228,5,8097,0,8.8,1382,consumo,temporal,hipoteca,medio,servicios,no,0
PRE011539,32,2358,815,6997,11,687,29.1,21.6,15.0,0.3,0,0,1,26,661,678,-555,4,13728,4,4.7,794,negocio,fijo,alquiler,basico,publico,no,0
PRE011540,43,2953,1274,15339,18,920,31.1,21.8,4.9,5.7,0,0,1,21,550,613,6039,4,58837,2,5.7,1104,negocio,temporal,hipoteca,basico,industria,no,1
PRE011541,41,2089,1251,3868,28,149,7.1,4.5,6.2,0.0,1,2,1,0,638,858,5876,1,20439,3,10.1,933,consumo,temporal,propiedad,superior,construccion,no,0
PRE011542,56,2308,508,17759,44,436,18.9,15.5,0.8,6.4,0,3,1,58,657,724,916,3,102021,2,12.1,100,consumo,temporal,hipoteca,basico,servicios,no,0
PRE011543,44,2005,971,25950,55,510,25.4,17.1,13.9,9.1,3,0,0,33,784,609,4697,3,237235,1,10.4,759,consumo,autonomo,alquiler,basico,agrario,no,0
PRE011544,46,1896,2212,14550,42,374,19.7,9.1,0.0,7.1,2,1,0,0,663,755,3357,1,10011,1,10.8,944,vivienda,fijo,propiedad,basico,publico,no,0
PRE011545,32,3233,1903,8196,46,192,5.9,3.7,3.9,8.8,0,1,1,0,705,628,4708,3,49976,3,7.5,764,vivienda,autonomo,hipoteca,basico,servicios,no,0
PRE011546,52,2113,0,21363,45,513,24.3,24.3,9.1,1.5,2,1,0,15,664,505,10423,1,158140,2,11.0,882,coche,autonomo,alquiler,superior,industria,no,0
PRE011547,59,1864,719,5362,51,114,6.1,4.4,6.3,9.5,1,2,0,3,557,667,6494,3,17886,2,7.1,1210,consumo,fijo,hipoteca,basico,agrario,no,0
PRE011548,45,2174,154,11387,39,315,14.5,13.5,8.7,2.2,0,0,2,11,711,565,5422,5,23768,0,8.4,1519,coche,fijo,alquiler,medio,construccion,no,0
PRE011549,37,1415,1432,5973,40,161,11.4,5.7,2.5,5.7,3,2,0,0,822,637,6090,5,10291,2,7.8,1121,coche,temporal,alquiler,superior,servicios,no,0
PRE011550,32,1829,1932,6461,40,174,9.5,4.6,3.4,8.0,4,1,1,12,704,657,3754,1,103949,3,7.3,1786,vivienda,fijo,propiedad,basico,servicios,si,0
PRE011551,41,1234,0,23951,88,294,23.8,23.8,0.0,9.7,0,2,1,0,689,505,7401,1,0,2,10.1,593,vivienda,temporal,alquiler,superior,industria,no,1
PRE011552,58,2273,554,27024,43,679,29.9,24.0,2.5,12.7,0,0,1,0,676,574,1735,4,213049,2,7.2,625,consumo,fijo,propiedad,basico,servicios,si,0
PRE011553,51,2770,514,4230,44,104,3.8,3.2,1.2,5.8,0,0,0,10,656,496,7626,2,55385,0,4.4,918,vivienda,fijo,alquiler,medio,construccion,no,0
PRE011554,38,1753,823,20643,67,333,19.0,12.9,6.3,5.9,1,1,1,42,645,742,8964,2,13640,0,2.7,100,estudios,fijo,alquiler,medio,industria,no,0
PRE011555,23,2855,0,9101,69,142,5.0,5.0,13.6,3.8,0,0,0,26,569,604,1392,6,187181,0,7.2,269,coche,fijo,hipoteca,superior,servicios,no,0
PRE011556,41,2923,397,17965,30,647,22.1,19.5,9.7,14.9,0,1,0,42,850,602,10500,2,0,2,10.3,1182,negocio,temporal,propiedad,superior,industria,no,0
PRE011557,37,1929,283,11334,32,383,19.8,17.3,4.1,2.3,0,0,1,0,516,560,4225,2,13876,3,7.4,926,estudios,fijo,hipoteca,basico,servicios,no,1
PRE011558,69,3678,875,17895,60,322,8.8,7.1,9.8,12.3,3,0,0,0,663,556,6272,2,157126,1,3.2,100,negocio,fijo,alquiler,medio,servicios,no,0
PRE011559,21,1395,0,21045,85,267,19.1,19.1,11.7,4.6,2,0,0,52,646,803,3136,7,187462,0,4.9,1060,coche,autonomo,alquiler,basico,servicios,si,0
PRE011560,26,1950,684,23048,42,593,30.4,22.5,4.9,0.0,2,0,1,0,535,540,849,5,547,3,10.6,1628,coche,fijo,alquiler,basico,construccion,no,1
PRE011561,53,2026,641,6325,26,263,13.0,9.9,7.5,9.9,0,2,1,33,695,471,4314,6,0,3,7.2,939,vivienda,temporal,alquiler,medio,publico,no,0
PRE011562,60,1192,817,19900,71,303,25.4,15.1,6.1,1.3,1,0,0,0,668,670,4611,2,74229,2,14.5,721,estudios,fijo,hipoteca,superior,construccion,no,0
PRE011563,28,2921,720,32543,55,639,21.9,17.5,9.5,1.0,2,1,0,36,573,574,9190,2,113446,0,4.0,100,coche,temporal,alquiler,basico,industria,no,1
PRE011564,51,2153,1281,7094,79,97,4.5,2.8,0.0,0.0,0,1,2,39,611,625,3502,0,135590,1,5.5,1321,coche,autonomo,alquiler,medio,industria,no,0
PRE011565,41,2240,970,21792,23,1023,45.6,31.9,14.4,12.0,1,0,0,0,531,526,10766,3,176608,4,5.6,534,coche,fijo,hipoteca,medio,industria,no,1
PRE011566,43,700,2018,14602,75,210,30.0,7.7,5.8,3.2,2,2,1,14,580,710,2959,2,135640,3,10.2,1354,vivienda,fijo,alquiler,basico,servicios,no,0
PRE011567,43,4474,1092,4237,43,106,2.4,1.9,0.0,1.6,0,0,0,3,709,723,5765,3,17043,2,7.5,2273,consumo,fijo,hipoteca,basico,construccion,no,0
PRE011568,23,2862,188,15753,50,340,11.9,11.1,0.7,11.4,2,0,1,18,661,665,186,4,132686,0,2.6,368,consumo,temporal,hipoteca,medio,industria,si,0
PRE011569,35,700,760,23637,57,448,63.9,30.7,0.0,13.9,1,1,0,0,755,585,3004,0,96829,1,5.7,100,coche,temporal,alquiler,medio,construccion,no,0
PRE011570,18,1937,781,9315,50,201,10.4,7.4,6.5,1.3,1,3,1,52,582,545,5791,2,40954,4,8.1,205,consumo,temporal,alquiler,medio,servicios,no,0
PRE011571,30,2449,86,12519,24,563,23.0,22.2,2.0,14.9,2,2,1,16,545,673,12927,1,46985,1,13.6,983,coche,temporal,propiedad,superior,servicios,no,1
PRE011572,18,1941,417,8131,78,113,5.8,4.8,7.7,8.8,1,0,0,44,714,563,1789,1,34923,3,8.2,1458,coche,fijo,alquiler,superior,industria,no,0
PRE011573,55,1255,1518,11929,22,586,46.7,21.1,6.7,5.9,0,0,0,0,710,623,12207,0,235540,1,4.1,928,consumo,autonomo,alquiler,medio,servicios,si,0
PRE011574,41,3064,0,7369,41,194,6.3,6.3,15.9,0.0,3,1,0,0,618,616,3796,6,2245,0,9.2,1432,negocio,temporal,propiedad,superior,industria,si,0
PRE011575,49,1333,1601,1000,60,18,1.3,0.6,12.8,5.0,1,0,1,0,675,764,5519,1,0,0,6.9,1544,consumo,fijo,hipoteca,superior,servicios,no,0
PRE011576,42,1418,398,18419,22,904,63.7,49.8,7.0,12.9,1,1,0,35,779,542,3070,4,125423,0,4.9,1552,estudios,autonomo,propiedad,basico,servicios,no,0
PRE011577,59,2087,0,10453,71,159,7.6,7.6,4.9,6.4,2,1,0,0,537,583,4122,5,42113,1,12.5,1240,coche,funcionario,propiedad,basico,publico,no,0
PRE011578,36,1328,444,13382,52,278,20.9,15.7,0.0,18.8,3,1,0,0,646,608,-2000,2,139767,0,10.2,251,negocio,funcionario,hipoteca,medio,construccion,no,0
PRE011579,42,2992,420,10204,33,334,11.2,9.8,9.8,3.5,0,0,0,30,605,449,-1279,2,0,2,11.0,806,consumo,fijo,alquiler,medio,servicios,no,0
PRE011580,73,1999,1982,14932,55,293,14.6,7.4,6.6,0.0,0,0,0,0,546,541,9428,0,160611,1,5.4,1233,consumo,autonomo,propiedad,basico,construccion,no,1
PRE011581,26,1897,1597,13585,52,282,14.9,8.1,8.8,2.3,2,0,2,1,665,483,6344,1,103221,3,6.8,872,estudios,temporal,alquiler,basico,publico,no,1
PRE011582,30,3162,0,19109,19,1086,34.3,34.3,5.2,14.8,0,1,1,8,633,553,1195,0,72744,3,9.3,928,negocio,fijo,hipoteca,superior,agrario,si,0
PRE011583,35,2300,223,25965,93,302,13.1,12.0,9.2,6.7,1,1,0,30,649,411,-2000,5,0,0,10.6,1303,consumo,temporal,propiedad,basico,servicios,no,0
PRE011584,28,2996,258,19726,45,473,15.8,14.5,5.9,10.6,2,0,0,0,658,522,1517,6,124591,3,8.9,1096,vivienda,temporal,alquiler,basico,publico,si,0
PRE011585,44,2225,754,20646,49,455,20.4,15.3,0.0,14.4,0,1,1,7,486,663,5596,2,60481,1,6.3,780,consumo,temporal,hipoteca,basico,industria,si,0
PRE011586,47,2362,2496,13721,59,251,10.6,5.2,11.5,11.7,2,1,0,0,581,433,4599,4,130330,3,5.2,963,consumo,fijo,hipoteca,basico,publico,no,0
PRE011587,50,4145,1658,3903,43,98,2.4,1.7,11.1,11.2,1,0,1,0,637,640,-1867,2,82724,3,5.1,100,negocio,autonomo,hipoteca,medio,industria,no,0
PRE011588,58,2516,188,15984,34,508,20.2,18.8,0.3,13.5,4,1,0,16,780,611,-1537,2,97699,4,4.8,451,coche,temporal,alquiler,medio,servicios,no,0
PRE011589,44,1391,146,10006,40,270,19.4,17.6,7.4,8.1,0,1,0,6,678,734,2290,4,0,1,6.7,1371,consumo,fijo,propiedad,superior,servicios,no,0
PRE011590,34,2981,320,23920,75,344,11.5,10.4,6.6,6.2,0,0,0,0,642,690,5830,2,7059,0,4.9,961,consumo,temporal,propiedad,medio,agrario,si,0
PRE011591,48,2257,337,4395,36,132,5.8,5.1,2.3,4.1,3,1,1,0,713,730,412,1,125953,3,14.2,1423,vivienda,fijo,alquiler,basico,agrario,no,0
PRE011592,52,2249,1340,1621,64,27,1.2,0.8,13.6,6.8,3,1,0,0,785,490,2563,3,0,3,9.2,954,vivienda,temporal,hipoteca,basico,agrario,si,0
PRE011593,36,1136,0,19219,69,301,26.5,26.5,12.2,2.1,1,0,0,7,529,532,584,3,51710,2,5.9,1128,negocio,temporal,alquiler,medio,construccion,si,0
PRE011594,56,2557,1307,1483,6,267,10.4,6.9,11.9,14.7,2,1,1,0,550,653,10458,2,141922,4,8.9,259,consumo,fijo,hipoteca,superior,servicios,no,0
PRE011595,46,1803,1894,15725,75,226,12.5,6.1,4.3,23.2,3,1,0,0,530,608,6938,0,106844,3,6.6,1046,vivienda,temporal,alquiler,medio,industria,no,0
PRE011596,47,2224,394,30398,82,400,18.0,15.3,7.7,2.8,0,2,1,0,850,637,5970,0,96225,2,11.2,1436,coche,funcionario,propiedad,medio,construccion,no,0
PRE011597,45,1090,749,10415,67,168,15.4,9.1,16.1,11.2,2,1,0,17,555,568,1773,0,18065,2,12.9,917,coche,fijo,hipoteca,basico,publico,no,1
PRE011598,35,1964,200,9034,37,264,13.4,12.2,0.0,7.6,2,0,1,16,780,462,-1875,3,85652,1,7.8,1303,negocio,fijo,hipoteca,basico,industria,si,0
PRE011599,30,2037,1788,3584,30,129,6.3,3.4,3.8,8.0,4,0,1,0,542,948,3548,5,138310,0,6.5,1327,coche,funcionario,alquiler,medio,servicios,no,1
PRE011600,34,2044,1231,18028,55,354,17.3,10.8,9.5,0.0,0,2,0,21,633,517,2966,1,63773,1,10.7,413,negocio,autonomo,hipoteca,medio,servicios,si,0
PRE011601,33,2178,0,1000,46,23,1.1,1.1,11.7,2.9,2,1,1,5,555,754,4295,3,164809,0,5.1,1181,vivienda,autonomo,alquiler,basico,construccion,si,0
PRE011602,45,1171,120,14289,49,315,26.9,24.4,9.5,2.0,3,2,0,3,563,646,6576,0,90886,3,10.1,983,estudios,fijo,hipoteca,medio,servicios,no,1
PRE011603,58,3661,2168,1000,26,42,1.1,0.7,1.6,11.6,2,0,0,66,604,486,5510,2,23317,2,9.1,100,coche,autonomo,alquiler,medio,servicios,no,0
PRE011604,51,2101,1368,1629,26,68,3.2,2.0,0.0,7.3,0,0,1,0,687,556,1762,1,198244,0,4.5,1212,coche,autonomo,propiedad,basico,construccion,no,0
PRE011605,39,3810,1394,6873,77,96,2.5,1.8,6.7,4.6,2,3,0,5,585,513,-208,4,61025,5,10.8,981,vivienda,fijo,alquiler,medio,servicios,no,1
PRE011606,54,1957,185,2954,59,54,2.8,2.5,5.9,7.9,2,0,0,13,673,637,4575,7,146595,3,6.6,100,negocio,autonomo,propiedad,medio,servicios,si,0
PRE011607,52,1643,1533,20823,72,312,19.0,9.8,8.4,6.2,0,0,0,0,522,513,3979,3,91549,4,10.8,361,consumo,fijo,propiedad,medio,servicios,no,1
PRE011608,35,1881,985,23570,34,749,39.8,26.1,6.6,4.0,2,0,0,21,616,837,-98,0,28323,4,9.5,660,coche,autonomo,alquiler,basico,servicios,no,1
PRE011609,43,2696,1174,27424,54,548,20.3,14.2,8.4,9.6,1,2,0,25,721,677,-2000,0,94978,2,4.6,1721,vivienda,fijo,hipoteca,basico,industria,no,0
PRE011610,33,1031,530,9941,36,298,28.9,19.1,21.6,6.7,1,2,0,12,640,739,1818,2,45468,4,7.7,1619,consumo,temporal,propiedad,medio,industria,no,0
PRE011611,18,1573,1297,2485,45,60,3.8,2.1,3.9,4.3,0,1,0,0,575,829,4514,1,64067,0,5.9,1591,negocio,temporal,hipoteca,medio,servicios,no,0
PRE011612,55,1856,0,19744,70,305,16.4,16.4,6.9,4.5,1,3,1,26,616,670,12003,4,2329,2,7.2,187,consumo,temporal,alquiler,superior,servicios,no,0
PRE011613,39,1338,550,1000,62,17,1.3,0.9,0.0,0.0,2,1,1,5,626,597,5237,0,151937,2,9.0,1160,consumo,temporal,alquiler,basico,publico,no,1
PRE011614,53,1746,2910,15763,54,315,18.0,6.8,0.0,12.8,2,1,0,0,482,583,6111,2,155612,3,6.8,1475,coche,temporal,alquiler,medio,servicios,no,0
PRE011615,40,2608,2242,20089,41,529,20.3,10.9,13.1,6.4,2,0,0,9,709,574,3036,3,96282,0,16.1,1309,coche,fijo,hipoteca,medio,industria,no,0
PRE011616,24,1327,1981,1000,18,60,4.5,1.8,10.8,10.2,0,0,0,36,804,531,6334,3,8651,0,2.0,561,coche,temporal,hipoteca,medio,industria,no,0
PRE011617,45,1233,720,10590,81,141,11.4,7.2,11.9,1.3,0,0,0,0,596,552,1395,3,103872,0,13.2,431,negocio,fijo,alquiler,medio,publico,no,0
PRE011618,38,3398,903,1000,25,43,1.3,1.0,8.7,1.1,0,2,0,27,582,537,1367,4,40118,5,9.0,748,coche,autonomo,propiedad,medio,agrario,no,0
PRE011619,70,1723,1106,15695,41,413,24.0,14.6,8.2,10.7,0,0,1,17,666,431,5739,4,272835,1,11.5,1484,consumo,funcionario,hipoteca,basico,servicios,no,0
PRE011620,35,3283,1382,21796,37,636,19.4,13.6,8.9,7.3,4,2,1,36,567,549,7775,5,54401,0,7.1,1002,coche,fijo,propiedad,basico,servicios,no,1
PRE011621,48,3298,452,24633,49,543,16.5,14.5,6.0,0.0,0,0,0,25,568,556,8641,1,0,0,8.0,1344,consumo,temporal,alquiler,superior,servicios,si,0
PRE011622,48,5913,0,6454,65,107,1.8,1.8,7.3,9.5,0,1,0,12,620,499,6279,3,13765,4,12.5,879,negocio,fijo,hipoteca,medio,industria,no,0
PRE011623,36,1495,0,17515,39,485,32.4,32.4,1.2,13.1,1,2,0,0,801,591,209,7,32239,2,8.8,306,coche,fijo,propiedad,basico,publico,no,0
PRE011624,59,1139,914,27013,31,941,82.5,45.8,8.8,11.2,0,2,1,2,560,467,6650,5,135943,0,6.7,668,negocio,fijo,alquiler,medio,servicios,no,1
PRE011625,38,3348,0,18149,72,272,8.1,8.1,8.0,7.6,2,1,0,35,787,657,6636,2,151063,3,6.5,983,coche,temporal,alquiler,medio,construccion,no,1
PRE011626,43,2512,1236,3414,29,127,5.1,3.4,1.7,6.4,1,1,0,0,700,535,8298,5,4511,3,5.4,1038,consumo,fijo,propiedad,medio,servicios,no,0
PRE011627,55,1778,837,22533,59,412,23.2,15.7,14.4,5.8,0,2,1,33,760,566,2251,3,58264,4,6.2,1909,consumo,fijo,hipoteca,medio,servicios,no,0
PRE011628,60,2838,204,31782,57,602,21.2,19.8,5.1,1.1,2,0,1,0,640,590,3546,2,0,1,8.2,257,estudios,fijo,hipoteca,superior,servicios,no,0
PRE011629,59,3933,0,25974,66,425,10.8,10.8,8.1,5.8,1,2,0,0,787,383,8685,4,128007,0,10.2,1249,consumo,fijo,alquiler,basico,construccion,no,0
PRE011630,43,3079,1943,1670,27,67,2.2,1.3,4.6,10.7,1,2,0,18,622,620,2114,4,83124,3,7.0,1185,negocio,funcionario,hipoteca,superior,servicios,no,0
PRE011631,42,2384,2018,4864,43,122,5.1,2.8,10.0,10.7,0,2,0,17,477,771,559,2,36690,0,11.5,1391,consumo,temporal,alquiler,basico,servicios,no,0
PRE011632,53,700,2408,14906,37,435,62.1,14.0,8.5,8.2,0,1,0,0,684,788,276,6,157180,1,2.0,727,coche,autonomo,hipoteca,superior,construccion,si,0
PRE011633,37,744,1355,17040,39,472,63.4,22.5,7.8,9.6,1,1,0,42,678,618,4552,3,0,2,11.0,926,negocio,fijo,propiedad,basico,servicios,no,1
PRE011634,47,1557,389,9061,27,362,23.2,18.6,12.8,4.0,1,2,0,5,619,809,2679,0,277837,1,7.3,1423,consumo,fijo,propiedad,superior,servicios,no,0
PRE011635,43,1801,1484,8176,45,196,10.9,6.0,7.2,13.2,1,1,0,0,712,681,-2000,5,120163,2,4.3,645,consumo,fijo,alquiler,medio,servicios,si,0
PRE011636,28,1979,980,15996,47,368,18.6,12.4,0.0,6.0,0,0,0,29,518,453,7842,1,0,0,6.2,1034,coche,fijo,alquiler,medio,servicios,no,0
PRE011637,18,2086,3355,14841,23,697,33.4,12.8,0.0,12.0,0,1,0,20,738,724,2,2,11183,2,7.4,821,consumo,autonomo,alquiler,medio,construccion,no,0
PRE011638,41,1968,208,10165,54,203,10.3,9.3,9.6,0.0,4,1,1,0,779,548,1660,4,0,1,9.1,527,vivienda,fijo,hipoteca,basico,industria,si,0
PRE011639,41,1089,962,27175,82,358,32.8,17.4,10.5,0.5,1,2,1,23,660,405,-2000,2,77877,1,4.2,987,negocio,temporal,alquiler,basico,publico,no,1
PRE011640,40,1427,335,3227,65,54,3.8,3.1,10.6,18.3,2,1,1,53,667,797,-2000,3,169183,3,8.3,100,consumo,autonomo,propiedad,medio,servicios,no,0
PRE011641,42,700,794,12419,29,463,66.0,31.0,1.2,10.3,2,0,1,14,650,664,3065,3,66505,2,2.0,229,consumo,fijo,propiedad,medio,industria,no,0
PRE011642,47,1279,0,12196,70,188,14.7,14.7,4.7,12.1,2,0,0,25,641,449,-1128,3,11469,1,6.2,1926,consumo,autonomo,propiedad,basico,servicios,no,1
PRE011643,45,2232,587,11010,62,192,8.6,6.8,7.8,0.0,2,1,0,4,565,682,6279,4,20998,6,10.5,828,coche,fijo,alquiler,medio,construccion,no,1
PRE011644,55,1731,457,3466,65,58,3.3,2.6,14.2,11.6,0,2,1,32,645,554,2534,3,117003,3,5.1,582,consumo,temporal,propiedad,medio,publico,no,0
PRE011645,53,1858,2129,13895,71,211,11.4,5.3,7.5,13.9,3,0,1,6,636,544,1768,2,0,1,11.0,680,coche,autonomo,alquiler,basico,publico,si,0
PRE011646,32,2377,747,1628,46,38,1.6,1.2,5.4,7.8,0,1,1,0,671,657,8376,4,12402,2,10.6,1052,negocio,fijo,hipoteca,medio,industria,si,0
PRE011647,38,2872,389,7012,69,110,3.8,3.4,5.4,3.2,2,0,1,23,632,668,5573,3,97638,3,10.8,1293,consumo,autonomo,propiedad,superior,agrario,no,1
PRE011648,44,2723,1821,8226,58,153,5.6,3.4,7.4,14.9,0,0,0,7,454,529,2264,3,186454,1,9.1,976,vivienda,fijo,hipoteca,superior,publico,no,0
PRE011649,59,1986,0,16297,32,550,27.7,27.7,13.5,6.7,5,2,0,51,534,528,1944,1,131877,3,9.7,398,negocio,funcionario,propiedad,basico,agrario,no,1
PRE011650,53,1119,0,7763,66,127,11.3,11.3,13.5,3.3,0,0,2,0,552,484,1412,3,0,4,6.3,1309,coche,temporal,propiedad,medio,agrario,si,0
PRE011651,28,2515,590,13082,28,505,20.1,16.3,5.1,0.0,2,0,0,45,563,611,1011,6,136528,0,12.0,516,negocio,fijo,propiedad,superior,industria,no,0
PRE011652,48,1865,1438,30090,65,500,26.8,15.1,5.2,7.5,0,2,1,20,636,834,-1603,0,0,1,9.3,100,vivienda,autonomo,propiedad,superior,servicios,no,0
PRE011653,41,1913,828,15388,27,616,32.2,22.5,3.6,1.6,0,1,0,51,634,780,4583,4,87951,1,10.2,1580,negocio,temporal,alquiler,superior,servicios,si,1
PRE011654,34,2920,350,1000,35,31,1.1,0.9,3.4,6.5,2,2,0,0,748,468,3304,4,0,6,11.7,509,coche,fijo,hipoteca,basico,servicios,no,1
PRE011655,39,2108,2226,9841,27,394,18.7,9.1,0.0,12.4,1,3,0,28,696,536,3985,1,20797,0,7.0,1090,consumo,temporal,hipoteca,medio,servicios,no,0
PRE011656,26,2642,2008,6154,34,195,7.4,4.2,2.1,14.2,1,2,0,24,731,751,951,1,104306,4,11.3,1436,consumo,funcionario,propiedad,medio,servicios,no,0
PRE011657,59,1617,1405,10110,24,455,28.1,15.1,0.6,7.5,0,0,0,10,618,643,4910,1,175861,3,6.7,630,consumo,fijo,alquiler,basico,construccion,no,0
PRE011658,27,2950,1463,11356,70,175,5.9,4.0,12.1,11.0,0,0,1,11,731,770,5296,1,199380,0,5.3,1091,coche,fijo,alquiler,superior,publico,si,0
PRE011659,54,2608,938,9716,40,262,10.0,7.4,7.2,11.5,3,1,1,0,617,583,1953,5,253946,2,9.8,992,consumo,fijo,alquiler,basico,construccion,no,0
PRE011660,26,1931,2536,1296,77,18,0.9,0.4,0.0,5.5,0,0,1,11,554,605,-2000,3,0,2,8.6,878,consumo,fijo,alquiler,superior,publico,no,0
PRE011661,32,2832,0,9805,79,134,4.7,4.7,9.5,6.0,1,2,1,0,563,695,4693,5,99051,2,11.6,1176,vivienda,autonomo,hipoteca,medio,publico,no,0
PRE011662,65,2043,0,2851,25,123,6.0,6.0,7.8,14.9,0,2,0,26,606,570,-1298,5,137622,0,9.7,1436,consumo,fijo,alquiler,medio,servicios,no,0
PRE011663,39,1738,1476,10509,54,210,12.1,6.5,4.3,1.6,1,1,0,4,597,693,6353,4,57763,0,8.6,262,vivienda,temporal,alquiler,basico,agrario,no,0
PRE011664,39,876,1347,26061,72,391,44.6,17.6,7.3,10.6,2,2,0,38,658,555,-190,4,102805,2,7.7,955,negocio,fijo,propiedad,basico,industria,no,0
PRE011665,33,1436,1197,15458,56,298,20.7,11.3,10.1,4.5,0,0,0,0,562,725,1177,0,109703,2,6.3,100,negocio,fijo,alquiler,superior,servicios,no,0
PRE011666,53,1259,0,7876,55,155,12.3,12.3,2.4,2.1,3,0,1,16,596,485,714,3,163416,0,11.0,1078,consumo,funcionario,alquiler,basico,industria,no,0
PRE011667,34,2889,1076,1000,88,12,0.4,0.3,8.0,14.8,0,2,0,0,583,537,5510,3,108436,2,10.1,1536,vivienda,temporal,alquiler,superior,servicios,no,0
PRE011668,57,3278,0,28129,26,1168,35.6,35.6,11.3,15.4,2,2,1,50,805,613,8721,1,177549,2,2.0,1182,vivienda,fijo,alquiler,superior,servicios,no,0
PRE011669,47,700,1877,3410,56,66,9.4,2.6,0.0,3.0,2,1,1,20,601,640,1312,2,0,2,7.5,1348,consumo,fijo,hipoteca,basico,publico,si,0
PRE011670,57,700,841,14108,6,2539,200.0,164.7,11.2,0.0,0,0,0,0,521,586,-384,2,0,1,6.2,728,consumo,autonomo,alquiler,superior,industria,no,1
PRE011671,29,2869,1336,21029,33,688,24.0,16.4,11.8,0.0,1,3,1,0,658,626,-748,4,22683,4,12.8,100,consumo,funcionario,hipoteca,medio,publico,no,0
PRE011672,68,1932,1847,28322,39,784,40.6,20.7,10.4,15.8,2,1,1,35,595,549,1526,1,220035,2,8.6,670,consumo,funcionario,propiedad,medio,servicios,no,0
PRE011673,56,1192,0,28838,38,820,68.7,68.7,0.0,14.2,0,1,0,16,694,571,4714,3,16037,3,10.3,415,estudios,temporal,hipoteca,medio,publico,no,0
PRE011674,45,2207,992,7977,41,210,9.5,6.6,0.9,10.4,3,0,0,9,678,533,2890,3,112119,2,10.4,1047,coche,temporal,alquiler,medio,servicios,no,0
