id_parcela,ph_suelo,materia_organica_pct,carbono_organico_pct,nitrogeno_ppm,fosforo_ppm,potasio_ppm,calcio_ppm,magnesio_ppm,azufre_ppm,conductividad_electrica,cic,caliza_activa_pct,arcilla_pct,arena_pct,limo_pct,humedad_suelo_pct,capacidad_campo_pct,profundidad_suelo_cm,pendiente_pct,altitud_m,precipitacion_anual_mm,temp_media_c,temp_min_invierno_c,temp_max_verano_c,radiacion_anual,evapotranspiracion_mm,indice_aridez,orientacion,tipo_suelo
PAR011467,6.4,4.6,1.36,28,20,224,1286,156,12.1,0.1,14.4,0.0,29.6,47.0,5.0,32.4,35.5,118,17.0,138,517,19.8,4.0,32.7,1358,955,1.08,E,franco
PAR011468,5.9,5.2,1.37,53,37,320,2645,468,18.5,0.13,17.8,11.8,11.4,45.7,35.3,41.4,42.3,105,3.6,1075,889,13.1,9.9,36.3,2105,1165,1.09,N,arcilloso
PAR011469,7.0,1.3,1.7,2,5,190,899,331,18.5,0.2,18.9,16.0,33.4,32.2,27.8,6.2,54.1,44,25.6,229,546,23.7,-1.8,22.6,1914,939,0.27,E,arcilloso
PAR011470,5.9,4.1,0.75,28,36,220,2484,162,7.4,0.28,17.7,2.4,3.7,77.6,29.8,29.4,38.6,68,2.1,1179,776,7.3,7.9,36.1,1901,661,0.51,N,arenoso
PAR011471,7.6,1.9,0.81,25,2,136,1141,154,22.8,1.79,23.3,9.7,30.2,44.3,47.9,10.1,55.0,64,26.6,755,310,17.7,2.7,32.8,1946,1183,0.51,N,franco
PAR011472,5.8,4.3,0.1,38,34,327,2138,383,18.1,0.27,26.6,3.5,22.2,38.7,23.3,32.1,45.9,89,10.8,896,863,16.3,12.6,35.8,1779,878,1.0,O,franco
PAR011473,8.4,2.3,2.0,7,6,97,1106,115,26.8,1.18,13.2,15.2,41.4,34.3,34.3,6.2,26.6,31,22.6,110,198,23.0,-7.2,25.2,1646,1060,0.13,E,arcilloso
PAR011474,5.3,4.8,0.84,20,23,151,519,348,16.6,1.3,19.0,0.0,20.1,14.3,5.0,32.3,23.2,69,16.3,55,780,19.4,4.2,27.7,1426,1071,1.16,E,calcareo
PAR011475,6.1,4.9,0.65,41,50,359,1602,384,13.0,0.24,24.4,5.2,12.4,65.2,31.0,33.0,45.1,113,0.0,1468,716,11.4,6.1,27.0,1967,918,0.76,E,franco
PAR011476,6.7,1.9,1.42,13,25,57,782,183,31.6,1.15,17.7,11.1,24.0,56.8,32.2,14.2,54.8,55,19.4,658,309,19.5,-0.7,33.6,1922,869,0.1,E,calcareo
PAR011477,7.5,1.9,0.49,13,14,126,1015,50,18.6,1.53,26.6,14.6,14.3,41.5,29.6,9.3,45.5,69,20.1,566,489,20.8,1.8,37.8,1554,1039,0.59,S,franco
PAR011478,6.3,4.4,1.08,20,21,147,2417,304,13.1,0.44,33.5,2.6,18.7,54.6,43.7,34.2,48.3,106,4.9,1069,1071,9.2,8.2,38.8,2170,888,0.95,E,arenoso
PAR011479,5.5,5.3,2.17,48,35,208,300,205,23.8,0.1,16.4,9.0,27.1,41.5,5.0,21.5,27.5,81,5.7,0,1300,12.8,4.2,27.9,1614,974,0.74,O,franco
PAR011480,6.6,0.7,2.65,42,3,150,1782,172,22.1,1.61,18.2,10.0,26.6,25.7,35.7,19.3,55.0,84,28.3,205,524,16.2,2.2,26.1,1647,1157,0.86,E,calcareo
PAR011481,8.0,0.7,2.81,12,17,117,1047,130,15.9,0.93,15.7,11.9,30.7,27.9,32.0,15.5,55.0,44,11.0,481,234,22.8,4.9,39.7,1704,1098,0.36,E,calcareo
PAR011482,5.6,4.2,1.11,41,31,365,2643,472,10.4,0.3,22.1,6.9,10.4,77.9,19.8,35.7,46.5,77,0.7,674,1212,9.8,1.8,31.7,1851,785,0.84,S,arenoso
PAR011483,5.7,4.5,2.45,42,27,242,1120,294,8.8,0.13,22.6,0.0,42.1,48.1,8.0,43.9,36.3,79,16.3,117,990,12.3,8.0,38.7,1465,830,0.72,N,franco
PAR011484,9.0,0.3,2.26,2,2,197,1598,134,29.7,1.74,18.0,13.8,39.6,21.3,22.2,9.0,33.0,56,27.9,322,150,18.3,-0.6,26.1,1709,995,0.1,O,calcareo
PAR011485,6.0,2.6,0.62,30,35,197,3733,383,14.1,0.15,33.2,2.8,19.5,45.1,35.8,34.0,46.2,77,9.5,799,674,11.7,6.2,30.3,1711,676,0.61,S,franco
PAR011486,8.4,1.4,2.14,6,17,58,897,140,22.3,1.42,18.4,15.9,22.9,25.1,17.1,9.4,25.9,33,15.7,0,371,20.8,-4.4,23.1,1532,1292,0.1,E,franco
PAR011487,4.1,1.9,2.18,38,22,174,300,194,2.2,1.56,17.6,11.2,15.4,39.2,5.0,30.0,27.7,98,0.0,262,752,15.6,8.0,28.0,1497,721,0.93,S,franco
PAR011488,5.2,4.0,1.01,55,31,238,1168,93,6.3,0.1,16.1,4.9,23.7,35.3,5.0,37.0,21.5,76,7.9,0,730,18.2,5.7,29.7,1608,799,0.75,E,franco
PAR011489,6.1,3.4,1.57,45,25,207,300,263,10.2,0.63,18.1,9.8,38.7,37.1,5.0,29.4,16.2,112,0.0,0,754,15.8,5.2,31.4,1649,873,1.09,E,arcilloso
PAR011490,5.7,3.9,1.48,36,29,335,362,66,6.9,0.68,21.8,6.2,17.8,27.0,5.0,34.1,26.3,121,12.7,0,1023,18.0,7.1,34.0,1648,852,1.23,N,arcilloso
PAR011491,8.5,0.5,1.98,10,2,40,673,169,20.8,1.59,24.0,1.5,52.4,27.7,23.6,10.9,39.7,25,23.7,0,420,16.7,0.7,27.4,1586,1187,0.24,S,franco
PAR011492,9.0,2.0,2.7,16,19,42,598,40,11.8,1.96,14.5,24.9,37.8,31.0,17.5,25.3,32.8,20,19.9,294,349,16.7,-4.4,32.4,1278,986,0.33,N,arenoso
PAR011493,5.8,4.0,1.48,23,37,248,374,187,10.3,0.34,15.8,5.3,26.8,15.0,5.0,21.3,24.4,64,3.8,0,720,20.7,0.6,32.0,1653,911,0.54,O,calcareo
PAR011494,8.0,1.7,2.43,13,13,154,615,118,22.3,1.5,24.3,18.1,23.0,5.0,26.9,8.7,34.9,33,22.5,34,331,18.4,-4.2,28.4,1466,1110,0.24,N,calcareo
PAR011495,6.8,0.3,2.43,16,2,144,372,55,22.6,1.41,18.0,5.7,19.0,26.7,38.4,23.0,48.0,29,12.3,290,629,11.7,0.8,33.2,1949,968,0.47,O,arenoso
PAR011496,9.0,1.4,2.0,7,15,167,645,40,23.6,1.97,13.0,11.5,22.4,25.6,36.8,12.7,54.7,43,16.8,855,235,17.0,2.2,34.7,1525,945,0.63,N,franco
PAR011497,5.6,4.6,0.74,48,26,166,3081,312,9.9,0.1,20.6,4.5,23.5,45.2,35.3,36.0,46.2,118,6.4,1044,844,8.8,4.1,36.1,1789,500,1.03,O,franco
PAR011498,7.6,2.1,1.74,28,17,162,998,84,10.4,1.47,18.8,13.8,32.7,5.0,32.5,18.0,48.0,32,21.9,1066,642,16.0,3.4,40.2,1968,1159,0.4,N,arenoso
PAR011499,8.3,2.1,1.01,2,18,131,640,107,26.6,2.35,15.6,18.9,34.0,24.3,22.3,12.2,34.8,64,12.4,404,222,17.2,-2.8,30.4,1702,1362,0.17,S,franco
PAR011500,7.5,0.5,2.2,19,5,119,1151,293,21.0,1.91,21.6,18.9,41.2,16.2,28.1,13.1,35.5,15,25.5,480,150,14.5,-0.7,33.4,1976,982,0.46,O,calcareo
PAR011501,5.3,3.8,2.04,40,29,226,799,343,5.1,0.44,13.3,0.0,26.6,43.3,5.0,21.9,12.3,86,0.0,2,1051,21.2,3.4,29.0,1585,879,1.02,S,arenoso
PAR011502,6.9,0.6,1.07,10,30,172,800,180,20.7,1.9,20.7,14.6,34.7,16.5,46.6,12.1,52.5,42,23.2,357,256,17.1,-3.3,36.9,1875,1106,0.1,N,calcareo
PAR011503,5.3,3.6,1.91,40,30,213,300,208,10.2,0.1,11.7,0.1,25.3,18.6,5.0,19.4,21.6,83,9.6,222,532,16.1,2.4,31.8,1655,820,1.05,O,calcareo
PAR011504,7.9,3.2,1.95,12,9,88,1034,179,21.5,1.65,17.7,22.5,34.0,6.4,13.0,5.0,36.7,24,23.6,262,240,20.9,-3.7,36.7,1497,1161,0.1,N,arcilloso
PAR011505,6.5,4.7,1.2,43,36,270,3083,288,26.7,1.01,22.1,0.0,15.3,69.7,25.6,33.3,41.0,124,13.9,629,461,9.9,6.1,29.5,1809,864,0.71,S,franco
PAR011506,8.1,0.3,2.33,2,23,113,1358,108,22.3,1.68,23.8,12.6,24.5,44.0,43.7,14.4,47.2,64,9.0,732,384,14.2,0.6,32.8,2091,999,0.48,S,arcilloso
PAR011507,9.0,0.8,2.16,18,5,85,588,124,26.2,2.27,17.3,22.4,48.4,53.1,31.5,12.2,47.6,29,16.5,20,487,18.6,-1.5,34.9,1775,1257,0.44,S,calcareo
PAR011508,6.0,2.7,1.85,29,27,201,524,252,3.2,0.1,6.0,4.8,40.0,66.7,5.0,26.8,34.4,87,4.9,131,894,14.9,3.8,30.4,1421,981,0.8,O,arcilloso
PAR011509,5.1,5.6,0.96,49,39,323,1968,279,15.5,0.64,30.3,0.0,8.6,67.6,42.9,34.9,33.4,118,4.1,702,1005,11.8,6.9,40.2,1699,1036,1.18,O,arenoso
PAR011510,7.3,2.3,0.97,25,7,97,1045,154,17.1,1.36,15.8,7.7,21.2,25.5,29.2,13.1,55.0,15,13.0,177,490,20.7,0.4,42.3,2093,1300,0.95,S,franco
PAR011511,8.7,0.5,1.91,15,5,40,854,120,24.2,1.32,20.6,17.3,57.5,29.8,14.9,6.2,43.2,34,22.0,142,150,18.0,0.1,31.3,1712,1002,0.45,O,calcareo
PAR011512,9.0,0.3,1.52,2,16,179,1202,226,22.2,1.48,21.2,12.8,41.4,30.3,24.2,6.2,36.2,43,11.9,0,235,22.2,-3.5,33.1,1693,973,0.27,E,calcareo
PAR011513,9.0,1.2,2.59,8,8,101,649,266,24.1,1.72,22.8,13.7,45.8,16.7,9.5,21.6,39.7,15,24.7,387,309,17.0,-3.6,30.5,1487,1210,0.33,O,arcilloso
PAR011514,6.1,4.0,0.71,47,39,285,2710,346,20.2,0.36,23.2,2.6,4.5,66.8,21.6,33.3,48.9,99,10.3,709,748,10.4,6.7,31.6,1768,958,0.83,N,franco
PAR011515,5.8,3.4,0.83,41,26,271,2021,330,16.0,0.71,23.7,4.8,20.1,86.8,25.9,35.3,43.8,109,0.0,1199,800,9.5,7.7,35.6,1926,747,0.95,N,franco
PAR011516,4.5,4.0,2.29,39,19,294,300,166,14.3,0.38,19.8,0.3,33.9,16.1,5.0,23.7,19.5,125,0.0,383,978,20.4,5.6,28.2,1775,862,0.87,S,franco
PAR011517,5.9,4.1,1.94,44,23,167,527,234,6.4,0.11,21.5,5.5,38.5,29.8,5.0,30.4,40.0,100,0.0,107,862,15.3,0.6,24.8,1700,1082,1.07,E,arenoso
PAR011518,5.1,2.9,2.51,43,41,214,300,249,2.0,0.92,12.7,0.0,38.8,40.0,8.4,23.0,23.4,79,9.8,0,646,23.0,6.3,30.8,1620,968,1.03,E,franco
PAR011519,5.2,4.1,1.59,26,29,209,388,222,3.4,0.22,22.2,2.1,28.8,24.6,5.0,30.9,40.7,143,2.0,270,570,16.9,-0.1,24.6,1428,1092,0.78,S,arcilloso
PAR011520,8.9,0.6,2.83,4,23,88,1607,138,25.1,1.91,21.5,16.8,40.3,25.9,31.8,10.8,33.4,15,13.9,308,150,22.1,3.0,27.5,1782,977,0.49,S,franco
PAR011521,6.6,1.1,1.15,15,25,123,845,177,18.3,1.86,25.2,0.0,7.0,49.2,24.1,21.2,55.0,15,15.4,329,237,16.4,-1.6,32.6,1604,1488,0.51,O,franco
PAR011522,7.5,2.7,1.47,6,19,86,1104,186,23.1,0.74,27.4,7.2,30.2,50.3,35.1,21.5,50.8,47,0.0,347,419,22.3,3.6,29.8,1976,1055,0.35,N,calcareo
PAR011523,7.7,1.3,2.64,13,16,97,865,90,20.8,1.36,22.1,22.7,50.6,5.0,23.1,5.0,42.2,33,15.2,71,306,21.3,-8.6,29.5,1675,1030,0.1,E,franco
PAR011524,6.0,2.4,1.64,36,22,204,300,371,7.1,0.57,18.3,10.2,28.2,31.5,5.0,20.2,28.2,91,1.9,258,1101,13.9,2.4,28.8,1545,869,1.09,E,arenoso
PAR011525,6.8,4.4,1.7,38,33,300,3161,512,9.8,1.09,28.6,4.2,3.0,64.5,35.3,38.1,36.7,116,6.9,1254,1162,10.5,8.9,33.5,1722,596,0.94,S,arenoso
PAR011526,6.4,4.9,1.55,35,24,169,2429,310,17.9,0.1,17.5,3.6,10.0,59.4,28.4,36.6,43.7,103,0.0,1228,1134,10.8,6.7,37.6,1764,858,1.53,O,franco
PAR011527,7.3,0.4,1.91,11,24,125,1059,88,24.3,0.89,28.4,18.1,18.3,14.1,37.2,19.9,54.1,15,11.9,600,431,17.0,-2.3,36.7,1660,1020,0.38,E,calcareo
PAR011528,8.9,1.2,2.24,14,16,77,1635,211,13.7,1.68,14.6,24.1,42.5,35.9,10.2,16.6,43.6,41,26.3,622,349,19.0,-0.9,20.9,1776,952,0.32,O,arcilloso
PAR011529,5.4,3.2,1.8,54,24,226,300,267,13.0,1.09,10.0,0.0,24.8,25.7,5.0,34.7,35.9,93,7.7,16,808,16.9,7.5,31.8,1655,866,0.87,S,arenoso
PAR011530,8.1,1.6,2.03,12,19,65,802,207,29.9,2.32,28.5,5.7,32.1,31.4,32.6,15.1,47.1,73,25.3,390,544,11.9,0.6,35.2,1670,1144,0.52,O,arenoso
PAR011531,5.2,4.9,1.99,37,34,204,625,283,7.9,0.25,11.7,0.0,35.0,25.0,5.0,31.2,28.2,109,2.2,0,752,21.0,6.8,33.7,1711,980,0.39,E,calcareo
PAR011532,7.1,2.7,0.98,3,12,102,1506,192,5.1,1.71,21.2,15.9,21.7,48.4,42.2,18.1,49.0,63,28.5,583,458,16.6,3.9,37.4,1962,776,0.45,O,arcilloso
PAR011533,8.9,0.3,1.88,24,13,62,1459,81,27.9,1.29,21.8,16.7,21.9,33.7,22.0,9.7,38.0,28,14.8,144,594,17.8,-0.5,22.8,1480,951,0.15,S,arcilloso
PAR011534,8.9,1.6,1.36,14,20,40,300,130,19.1,1.79,15.0,16.1,33.3,34.7,27.2,22.4,23.7,19,5.4,702,423,19.3,0.9,31.5,1301,1217,0.1,N,arcilloso
PAR011535,6.3,4.7,1.96,39,20,212,300,229,4.7,0.75,14.1,1.7,23.2,39.6,5.0,37.7,9.8,114,9.3,67,705,20.6,2.6,29.7,1709,887,0.86,N,franco
PAR011536,5.5,3.0,0.96,23,47,192,2654,356,7.4,0.43,27.8,4.1,28.5,83.6,31.5,21.1,44.7,108,9.4,1069,713,9.3,13.1,34.7,1838,709,0.98,O,franco
PAR011537,6.5,3.2,1.72,36,24,134,300,313,6.4,0.1,15.5,3.3,15.6,61.8,5.0,43.2,22.5,48,0.0,239,673,14.7,8.7,27.5,1326,638,0.95,N,arcilloso
PAR011538,7.2,2.0,1.59,2,4,132,592,158,28.8,2.34,26.2,24.7,30.9,34.3,18.3,5.0,34.2,82,18.2,0,239,20.3,0.0,35.3,1524,1064,0.1,O,calcareo
PAR011539,6.2,5.3,1.91,34,34,214,838,134,19.1,0.1,5.9,0.0,45.5,17.6,10.6,18.7,22.7,138,0.0,381,827,18.2,3.5,30.0,1522,500,0.96,O,calcareo
PAR011540,5.6,5.3,1.16,41,36,133,1979,339,9.4,0.76,27.4,0.0,9.9,53.6,37.5,36.8,38.0,86,8.0,1002,770,15.1,9.5,27.5,1885,966,1.02,N,franco
PAR011541,6.6,2.0,1.88,15,2,201,971,97,20.2,0.75,19.8,2.7,19.9,12.9,48.3,10.0,52.1,52,10.5,257,536,18.5,1.2,32.4,1858,851,0.57,E,calcareo
PAR011542,5.4,4.0,1.51,33,27,195,667,289,6.2,0.1,12.8,1.2,30.1,71.4,5.0,29.5,31.7,105,2.8,100,826,13.7,3.3,30.4,1255,1072,1.16,S,arenoso
PAR011543,8.8,0.5,2.59,11,10,40,987,268,28.0,2.44,29.9,18.2,42.1,32.0,31.8,12.4,35.0,15,15.4,200,282,18.0,-4.4,31.6,1801,961,0.1,O,arcilloso
PAR011544,6.5,3.9,1.63,36,14,285,2505,339,11.6,1.19,19.7,6.9,23.8,59.7,47.1,32.0,47.7,90,3.6,968,748,10.4,8.6,38.3,1907,585,1.39,E,franco
PAR011545,6.9,0.4,1.45,2,36,121,912,91,19.6,1.42,23.3,4.9,29.4,54.7,38.6,25.3,54.7,47,8.7,457,395,19.8,4.1,36.0,1547,826,0.54,S,calcareo
PAR011546,8.0,0.6,1.04,2,13,128,1145,78,14.9,1.08,21.4,11.4,15.4,60.2,36.7,7.8,47.3,42,24.4,805,409,14.9,4.2,39.1,1583,860,0.7,E,arenoso
PAR011547,7.7,3.7,1.22,14,8,155,875,257,21.7,1.16,22.8,17.6,20.2,43.3,46.1,17.3,46.6,43,11.2,569,501,18.2,-4.0,31.8,1870,905,0.53,N,calcareo
PAR011548,7.0,0.4,2.27,28,12,69,981,43,17.3,1.81,18.8,13.8,14.4,56.8,35.2,8.2,55.0,74,32.2,616,386,18.1,3.3,38.1,1889,1088,0.29,O,arenoso
PAR011549,9.0,1.2,2.37,6,2,99,727,204,24.6,2.34,13.8,9.1,41.2,42.9,5.0,5.7,41.1,15,27.4,374,310,21.8,0.2,37.5,1600,993,0.27,N,arcilloso
PAR011550,5.0,2.8,1.5,52,31,270,529,210,13.1,0.72,18.3,2.9,26.8,20.5,5.0,36.7,23.6,73,0.0,368,734,16.9,7.9,34.9,1085,781,0.71,E,arenoso
PAR011551,7.1,0.3,1.35,21,16,162,300,145,10.2,1.4,21.6,7.8,36.3,22.3,39.9,13.8,31.9,15,13.6,532,562,16.3,-1.2,30.4,1858,890,0.51,N,calcareo
PAR011552,5.6,4.8,1.75,46,22,251,2482,344,10.3,0.1,21.0,10.8,10.2,63.2,13.5,24.1,44.0,97,0.0,832,1036,10.0,9.4,31.3,2005,993,0.69,N,arcilloso
PAR011553,7.0,2.2,1.44,5,12,95,1906,130,15.1,1.7,18.1,12.9,20.1,17.1,34.1,18.8,40.4,46,8.2,446,613,18.6,1.1,40.3,1907,1095,0.39,O,franco
PAR011554,8.8,1.4,1.15,2,2,108,1526,151,23.7,1.48,24.5,17.7,42.4,17.6,19.2,11.6,42.7,42,16.1,371,284,18.6,-6.5,28.1,1674,1262,0.52,O,arcilloso
PAR011555,5.0,2.5,1.48,47,29,269,979,255,9.3,0.73,12.7,0.2,38.3,32.9,5.0,35.5,31.8,106,0.8,90,762,17.0,4.6,33.9,1717,949,0.85,E,arcilloso
PAR011556,6.0,3.2,2.46,40,34,241,830,330,12.8,0.54,27.8,3.4,23.4,39.6,6.2,26.6,27.6,53,0.4,137,876,16.7,-1.9,30.3,1575,794,0.64,E,franco
PAR011557,5.7,3.8,0.59,41,28,221,1734,408,17.0,0.27,16.7,0.9,30.9,62.1,18.6,18.1,39.1,87,5.6,851,707,13.4,4.9,32.2,1792,683,1.0,N,franco
PAR011558,9.0,1.8,2.77,2,2,119,300,266,33.9,1.92,18.2,20.3,24.6,29.7,23.2,18.5,40.9,50,25.6,255,217,21.5,1.8,39.1,1651,859,0.51,E,calcareo
PAR011559,8.2,1.1,1.72,18,7,138,976,261,12.0,2.03,18.8,0.0,23.4,31.6,33.3,7.3,55.0,50,15.3,518,637,17.7,4.3,35.8,1918,879,0.71,N,franco
PAR011560,6.7,0.9,1.39,3,13,47,300,119,19.5,1.94,23.2,7.2,20.1,23.4,37.4,17.3,43.0,38,8.4,704,286,20.0,3.7,31.1,1710,1134,0.57,E,arenoso
PAR011561,5.5,3.8,1.82,56,26,270,300,106,8.5,1.03,18.8,14.1,39.3,52.0,14.6,28.5,13.9,102,0.0,222,736,16.6,5.2,26.2,1327,782,0.41,N,arcilloso
PAR011562,5.6,3.8,1.36,43,37,276,321,318,6.6,1.27,13.2,0.0,45.6,53.0,5.0,33.7,21.4,96,0.0,213,942,18.2,5.3,34.6,1310,878,1.16,E,franco
PAR011563,7.6,1.6,1.77,2,2,80,545,82,24.9,1.67,18.6,22.9,38.0,23.7,5.0,7.8,36.2,43,32.6,0,499,15.3,-2.8,35.4,1493,1250,0.3,S,franco
PAR011564,9.0,1.4,1.94,17,11,171,807,188,19.5,1.76,18.5,18.2,27.6,24.9,18.5,10.1,23.2,54,11.2,134,363,19.0,-2.4,28.2,1856,1237,0.43,N,franco
PAR011565,6.4,4.8,2.16,38,23,268,352,219,14.6,0.4,24.1,1.6,26.4,14.4,5.0,31.7,13.2,36,10.2,193,758,13.6,9.7,32.7,1387,1103,0.81,N,arcilloso
PAR011566,6.5,3.8,1.34,34,28,288,1939,326,14.3,0.85,21.9,0.2,22.2,75.8,30.0,17.7,44.1,119,0.0,838,747,13.9,7.2,35.9,1784,632,1.27,S,arenoso
PAR011567,7.0,2.1,1.15,20,11,123,1068,118,18.0,0.51,15.0,28.9,42.8,32.9,46.1,7.9,47.2,37,14.2,500,518,15.0,1.0,32.7,1877,843,0.63,N,calcareo
PAR011568,6.7,2.9,1.58,17,26,127,460,111,24.2,1.14,21.9,11.2,29.5,33.5,43.8,22.2,48.6,15,19.2,790,201,18.0,4.8,42.8,1912,1044,0.91,S,arenoso
PAR011569,8.7,1.6,2.53,17,2,80,1571,343,32.6,0.98,10.2,18.4,54.3,29.4,17.8,9.9,34.3,43,20.6,509,338,15.7,2.1,26.4,1524,1181,0.42,N,franco
PAR011570,6.0,2.2,1.81,41,28,227,300,273,18.4,0.62,4.5,3.3,25.1,49.0,5.0,30.0,21.7,106,14.7,446,837,15.1,1.3,28.5,1543,997,1.34,O,arcilloso
PAR011571,5.6,4.4,2.43,37,21,240,300,262,4.9,0.66,7.5,4.6,15.4,30.8,5.0,28.6,13.2,57,7.5,12,794,14.0,5.6,29.9,1010,935,0.93,S,arenoso
PAR011572,7.1,4.1,1.94,37,30,282,3157,388,16.6,0.62,16.9,5.6,14.4,90.0,30.1,30.0,37.9,127,8.7,1354,847,10.8,7.4,38.8,1867,974,1.24,S,arenoso
PAR011573,6.2,6.5,0.9,33,39,277,2457,461,12.0,0.48,19.6,0.0,14.6,47.5,29.5,34.3,54.1,92,13.7,724,929,11.3,8.4,31.2,1706,749,1.0,S,franco
PAR011574,8.7,0.3,2.19,2,2,98,574,135,23.9,1.75,23.0,12.1,19.7,14.5,12.0,9.8,34.4,48,26.8,0,150,19.7,-2.9,34.9,1547,1256,0.46,S,franco
PAR011575,6.7,1.4,2.45,19,12,117,1409,238,29.6,1.71,16.3,8.9,12.4,61.3,29.2,18.1,47.9,15,24.6,856,170,12.4,3.9,30.3,1644,957,0.15,E,arcilloso
PAR011576,8.3,0.7,2.59,12,9,121,1077,241,26.8,0.79,22.6,8.8,45.4,12.7,22.2,26.9,38.1,37,22.2,882,389,19.8,4.4,30.6,1637,1194,0.37,N,calcareo
PAR011577,8.6,0.8,2.83,5,14,91,1099,169,31.3,2.12,18.9,11.7,59.4,42.1,12.0,5.0,36.6,15,18.8,0,340,17.2,-6.6,37.2,1904,1170,0.33,O,arenoso
PAR011578,6.5,5.0,0.96,34,29,199,2253,348,21.5,0.58,22.2,3.2,20.1,57.4,18.7,24.8,49.9,130,12.8,683,1019,12.2,2.2,33.6,1966,1110,0.98,E,arenoso
PAR011579,5.8,2.4,1.0,34,32,249,300,183,9.6,1.04,13.1,3.4,38.6,34.8,12.0,32.7,21.2,106,6.4,156,697,19.2,1.8,32.0,1491,941,1.05,O,franco
PAR011580,9.0,0.3,1.61,6,11,73,835,210,23.3,1.34,25.5,16.1,40.8,30.1,18.6,5.0,31.5,53,27.0,202,245,17.0,0.2,29.8,1370,1222,0.37,S,franco
PAR011581,6.1,3.8,2.04,40,31,288,1116,221,11.5,0.31,9.4,1.4,27.5,66.0,5.4,25.4,26.7,72,0.0,108,670,17.5,6.2,26.0,1253,919,1.3,E,arcilloso
PAR011582,5.5,4.3,1.54,50,32,258,2326,330,25.6,0.1,18.4,0.0,22.0,56.8,18.7,34.4,47.0,124,0.0,509,746,9.8,11.2,35.5,1388,736,0.75,N,arenoso
PAR011583,6.4,2.3,2.4,9,12,138,300,113,14.9,2.18,16.7,25.3,19.2,55.5,41.1,6.9,55.0,35,20.1,237,266,18.1,6.9,41.3,1989,1075,0.34,N,arenoso
PAR011584,8.1,2.2,1.71,14,14,136,838,93,21.7,1.59,8.3,11.5,16.7,55.1,31.9,14.5,50.6,57,23.8,656,634,18.2,1.5,36.9,2108,1043,0.85,O,arcilloso
PAR011585,8.9,0.9,1.79,8,10,75,323,174,15.8,1.38,13.4,16.8,53.2,30.2,10.1,10.4,41.5,15,10.1,344,575,18.1,2.2,32.6,1584,1276,0.1,E,calcareo
PAR011586,7.6,0.3,2.24,10,16,80,1505,140,20.0,2.77,20.2,19.6,51.1,16.3,5.0,14.7,36.3,15,21.1,42,150,15.9,-2.4,30.1,1836,1096,0.1,S,arcilloso
PAR011587,5.8,4.4,2.35,33,17,237,300,261,2.0,0.97,10.6,7.2,29.2,69.8,5.0,24.3,31.2,110,9.8,0,945,17.7,3.1,33.2,1575,800,0.7,N,arenoso
PAR011588,5.8,4.7,2.72,23,34,202,300,196,9.6,0.29,11.0,1.1,32.4,52.4,5.0,29.8,13.4,85,13.9,108,734,13.3,4.9,32.1,1566,836,0.98,N,franco
PAR011589,6.1,2.6,0.33,40,31,257,2662,458,20.8,0.43,24.2,4.4,21.0,62.5,19.3,26.8,53.8,150,1.8,890,1149,9.0,6.5,38.6,1685,920,0.92,N,arenoso
PAR011590,9.0,1.1,1.54,22,8,85,1529,198,24.0,2.27,21.5,16.5,33.3,27.3,28.4,13.8,42.4,15,29.8,376,276,20.2,-2.9,33.8,1743,1415,0.3,O,arcilloso
PAR011591,8.0,2.1,3.04,2,10,76,300,150,26.4,1.51,15.2,23.4,50.0,20.1,15.7,13.0,46.5,15,17.3,0,150,20.6,4.6,32.5,1992,993,0.1,O,franco
PAR011592,7.8,0.3,1.15,22,2,98,1094,132,21.1,1.15,18.3,22.6,29.2,33.9,27.4,8.9,45.0,17,23.9,0,401,16.9,-3.5,29.4,1648,1064,0.13,E,calcareo
PAR011593,5.5,5.5,1.31,32,22,295,702,203,10.1,0.1,15.7,0.7,26.3,44.6,5.0,34.3,36.2,84,0.0,69,819,20.0,7.1,30.2,1091,850,1.22,O,arenoso
PAR011594,5.2,4.3,2.22,45,15,313,300,270,8.5,0.1,12.1,0.0,37.0,31.3,11.3,26.2,20.7,77,0.0,436,755,15.6,1.1,23.0,2122,972,0.73,S,arcilloso
PAR011595,5.3,2.3,1.63,28,14,208,300,243,4.2,0.44,8.0,3.4,32.6,37.9,5.0,38.1,35.1,100,5.2,53,515,16.4,6.3,33.8,1573,956,0.77,S,franco
PAR011596,5.4,3.3,1.34,32,30,223,443,167,11.4,0.28,16.3,0.0,20.9,18.3,5.0,31.6,28.3,91,0.0,277,494,19.0,3.9,29.7,1432,875,0.89,S,franco
PAR011597,8.1,1.1,2.35,11,12,143,688,70,20.9,1.58,17.3,19.1,21.1,49.6,40.9,12.4,42.8,35,30.0,471,412,16.6,5.3,39.4,2065,1172,0.42,N,franco
PAR011598,5.3,4.0,2.16,37,28,241,300,173,6.5,0.3,10.0,1.0,32.0,24.9,5.0,20.6,23.5,105,3.1,91,552,18.6,-1.8,26.6,1183,767,0.76,N,franco
PAR011599,6.4,2.0,1.89,44,37,257,1059,257,19.5,1.37,19.5,1.6,30.6,38.9,5.0,34.3,35.8,99,7.1,151,682,13.9,2.6,28.0,1496,809,0.75,E,franco
